Id2,ledgerstyle,County,median_age_latest,median_age_moe_latest,median_age_moe_per_latest,median_age_prev,median_age_moe_prev,median_age_moe_per_prev,nj_median_age_latest,nj_median_age_prev,usa_median_age_latest,usa_median_age_prev,median_age_change,nj_median_age_change,usa_median_age_change
3400347700,Moonachie,Bergen,44.2,1.1,2.49,46.3,1.1,2.49,37.6,38.3,37.6,36.5,-2.1,-0.7,1.1
3400351660,New Milford,Bergen,41.8,1.5,3.59,41.3,1.5,3.59,37.6,38.3,37.6,36.5,0.5,-0.7,1.1
3400352320,North Arlington,Bergen,41.1,2.9,7.06,43.3,2.9,7.06,37.6,38.3,37.6,36.5,-2.2,-0.7,1.1
3400353430,Northvale,Bergen,43.2,2.7,6.25,40,2.7,6.25,37.6,38.3,37.6,36.5,3.2,-0.7,1.1
3400353610,Norwood,Bergen,47.7,2.1,4.4,43.1,2.1,4.4,37.6,38.3,37.6,36.5,4.6,-0.7,1.1
3400353850,Oakland,Bergen,42.6,1.3,3.05,39.9,1.3,3.05,37.6,38.3,37.6,36.5,2.7,-0.7,1.1
3400354870,Old Tappan,Bergen,44.9,2.2,4.9,43.5,2.2,4.9,37.6,38.3,37.6,36.5,1.4,-0.7,1.1
3400354990,Oradell,Bergen,44.2,1.4,3.17,44.5,1.4,3.17,37.6,38.3,37.6,36.5,-0.3,-0.7,1.1
3400355770,Palisades Park,Bergen,38.7,1.6,4.13,38.8,1.6,4.13,37.6,38.3,37.6,36.5,-0.1,-0.7,1.1
3400355950,Paramus,Bergen,46.8,0.9,1.92,44.6,0.9,1.92,37.6,38.3,37.6,36.5,2.2,-0.7,1.1
3400356130,Park Ridge,Bergen,43.7,1.9,4.35,43.4,1.9,4.35,37.6,38.3,37.6,36.5,0.3,-0.7,1.1
3400361680,Ramsey,Bergen,43.8,1,2.28,41.1,1,2.28,37.6,38.3,37.6,36.5,2.7,-0.7,1.1
3400362910,Ridgefield,Bergen,42.6,2,4.69,38.9,2,4.69,37.6,38.3,37.6,36.5,3.7,-0.7,1.1
3400362940,Ridgefield Park,Bergen,37.2,2.4,6.45,39.7,2.4,6.45,37.6,38.3,37.6,36.5,-2.5,-0.7,1.1
3400363000,Ridgewood,Bergen,41.8,0.8,1.91,40,0.8,1.91,37.6,38.3,37.6,36.5,1.8,-0.7,1.1
3400363360,River Edge,Bergen,42.4,1.6,3.77,41.5,1.6,3.77,37.6,38.3,37.6,36.5,0.9,-0.7,1.1
3400363690,River Vale,Bergen,46,1.5,3.26,43.1,1.5,3.26,37.6,38.3,37.6,36.5,2.9,-0.7,1.1
3400363990,Rochelle Park,Bergen,44.3,3.4,7.67,42.4,3.4,7.67,37.6,38.3,37.6,36.5,1.9,-0.7,1.1
3400364170,Rockleigh Borough,Bergen,69.3,8.8,12.7,57.3,8.8,12.7,37.6,38.3,37.6,36.5,12,-0.7,1.1
3400365280,Rutherford,Bergen,40.1,1.9,4.74,39.4,1.9,4.74,37.6,38.3,37.6,36.5,0.7,-0.7,1.1
3400365340,Saddle Brook,Bergen,40.6,2,4.93,40.3,2,4.93,37.6,38.3,37.6,36.5,0.3,-0.7,1.1
3400365400,Saddle River,Bergen,52.2,3.4,6.51,48.5,3.4,6.51,37.6,38.3,37.6,36.5,3.7,-0.7,1.1
3400368970,South Hackensack Township,Bergen,38.4,4.3,11.2,38.1,4.3,11.2,37.6,38.3,37.6,36.5,0.3,-0.7,1.1
3400372360,Teaneck,Bergen,39.6,1.5,3.79,37.8,1.5,3.79,37.6,38.3,37.6,36.5,1.8,-0.7,1.1
3400372420,Tenafly,Bergen,43.2,1.7,3.94,40.4,1.7,3.94,37.6,38.3,37.6,36.5,2.8,-0.7,1.1
3400372480,Teterboro,Bergen,52.5,20.9,39.81,43.6,20.9,39.81,37.6,38.3,37.6,36.5,8.9,-0.7,1.1
3400375140,Upper Saddle River,Bergen,41.5,1.9,4.58,40.5,1.9,4.58,37.6,38.3,37.6,36.5,1,-0.7,1.1
3400376400,Waldwick,Bergen,41.1,3,7.3,42.2,3,7.3,37.6,38.3,37.6,36.5,-1.1,-0.7,1.1
3400376490,Wallington,Bergen,39.7,1.8,4.53,36.8,1.8,4.53,37.6,38.3,37.6,36.5,2.9,-0.7,1.1
3400377135,Washington Township,Bergen,47,1.2,2.55,44.4,1.2,2.55,37.6,38.3,37.6,36.5,2.6,-0.7,1.1
3400380270,Westwood,Bergen,42.7,2,4.68,39.8,2,4.68,37.6,38.3,37.6,36.5,2.9,-0.7,1.1
3400382300,Woodcliff Lake,Bergen,46.8,2,4.27,41.7,2,4.27,37.6,38.3,37.6,36.5,5.1,-0.7,1.1
3400382570,Wood-Ridge,Bergen,40.9,3.2,7.82,43.3,3.2,7.82,37.6,38.3,37.6,36.5,-2.4,-0.7,1.1
3400383050,Wyckoff,Bergen,44.6,1.6,3.59,42.3,1.6,3.59,37.6,38.3,37.6,36.5,2.3,-0.7,1.1
3400503370,Bass River,Burlington,44.1,5.4,12.24,40.3,5.4,12.24,37.6,38.3,37.6,36.5,3.8,-0.7,1.1
3400505740,Beverly,Burlington,40.9,4.2,10.27,39.7,4.2,10.27,37.6,38.3,37.6,36.5,1.2,-0.7,1.1
3400506670,Bordentown city,Burlington,39.9,3.2,8.02,40.6,3.2,8.02,37.6,38.3,37.6,36.5,-0.7,-0.7,1.1
3400506700,Bordentown Township,Burlington,38.6,1.6,4.15,37.1,1.6,4.15,37.6,38.3,37.6,36.5,1.5,-0.7,1.1
3400508920,Burlington City,Burlington,41.6,2.7,6.49,40.4,2.7,6.49,37.6,38.3,37.6,36.5,1.2,-0.7,1.1
3400508950,Burlington Township,Burlington,39.1,2,5.12,37.8,2,5.12,37.6,38.3,37.6,36.5,1.3,-0.7,1.1
3400512670,Chesterfield,Burlington,29.6,3,10.14,24.7,3,10.14,37.6,38.3,37.6,36.5,4.9,-0.7,1.1
3400512940,Cinnaminson,Burlington,44.4,1.4,3.15,43.4,1.4,3.15,37.6,38.3,37.6,36.5,1,-0.7,1.1
3400517080,Delanco,Burlington,41.8,2.9,6.94,42.3,2.9,6.94,37.6,38.3,37.6,36.5,-0.5,-0.7,1.1
3400517440,Delran,Burlington,39.4,1.7,4.31,39.1,1.7,4.31,37.6,38.3,37.6,36.5,0.3,-0.7,1.1
3400518790,Eastampton,Burlington,37.5,6.7,17.87,39.8,6.7,17.87,37.6,38.3,37.6,36.5,-2.3,-0.7,1.1
3400520050,Edgewater Park,Burlington,42.5,2.4,5.65,36.8,2.4,5.65,37.6,38.3,37.6,36.5,5.7,-0.7,1.1
3400522110,Evesham,Burlington,41.4,0.8,1.93,38.9,0.8,1.93,37.6,38.3,37.6,36.5,2.5,-0.7,1.1
3400523250,Fieldsboro,Burlington,39.2,4.9,12.5,27.6,4.9,12.5,37.6,38.3,37.6,36.5,11.6,-0.7,1.1
3400523850,Florence,Burlington,42.7,2,4.68,40.1,2,4.68,37.6,38.3,37.6,36.5,2.6,-0.7,1.1
3400529010,Hainesport,Burlington,45.6,3.2,7.02,40.9,3.2,7.02,37.6,38.3,37.6,36.5,4.7,-0.7,1.1
3400542060,Lumberton,Burlington,39.6,2.7,6.82,37.7,2.7,6.82,37.6,38.3,37.6,36.5,1.9,-0.7,1.1
3400543290,Mansfield,Burlington,49.9,3.5,7.01,48.9,3.5,7.01,37.6,38.3,37.6,36.5,1,-0.7,1.1
3400543740,Maple Shade,Burlington,38.1,2.9,7.61,37.4,2.9,7.61,37.6,38.3,37.6,36.5,0.7,-0.7,1.1
3400545120,Medford,Burlington,44.4,1.1,2.48,41.7,1.1,2.48,37.6,38.3,37.6,36.5,2.7,-0.7,1.1
3400545210,Medford Lakes,Burlington,44.9,1.6,3.56,38.9,1.6,3.56,37.6,38.3,37.6,36.5,6,-0.7,1.1
3400547880,Moorestown,Burlington,44.3,0.7,1.58,42.1,0.7,1.58,37.6,38.3,37.6,36.5,2.2,-0.7,1.1
3400548900,Mount Holly,Burlington,35.4,1.6,4.52,36.4,1.6,4.52,37.6,38.3,37.6,36.5,-1,-0.7,1.1
3400549020,Mount Laurel,Burlington,42.9,0.8,1.86,41,0.8,1.86,37.6,38.3,37.6,36.5,1.9,-0.7,1.1
3400551510,New Hanover,Burlington,36.1,1.1,3.05,33.6,1.1,3.05,37.6,38.3,37.6,36.5,2.5,-0.7,1.1
3400553070,North Hanover,Burlington,27.4,1.2,4.38,34.2,1.2,4.38,37.6,38.3,37.6,36.5,-6.8,-0.7,1.1
3400555800,Palmyra,Burlington,43.9,3,6.83,40.9,3,6.83,37.6,38.3,37.6,36.5,3,-0.7,1.1
3400557480,Pemberton Borough,Burlington,45,2.2,4.89,37,2.2,4.89,37.6,38.3,37.6,36.5,8,-0.7,1.1
3400557510,Pemberton Township,Burlington,36.9,1.1,2.98,36.3,1.1,2.98,37.6,38.3,37.6,36.5,0.6,-0.7,1.1
3400563510,Riverside,Burlington,36.1,3,8.31,35.8,3,8.31,37.6,38.3,37.6,36.5,0.3,-0.7,1.1
3400563660,Riverton,Burlington,45.1,2.1,4.66,43.2,2.1,4.66,37.6,38.3,37.6,36.5,1.9,-0.7,1.1
3400566810,Shamong,Burlington,43.4,1.9,4.38,39.1,1.9,4.38,37.6,38.3,37.6,36.5,4.3,-0.7,1.1
3400568610,Southampton,Burlington,54.8,1.5,2.74,54.4,1.5,2.74,37.6,38.3,37.6,36.5,0.4,-0.7,1.1
3400569990,Springfield,Burlington,43.8,2.6,5.94,42.4,2.6,5.94,37.6,38.3,37.6,36.5,1.4,-0.7,1.1
3400572060,Tabernacle,Burlington,44.2,2.2,4.98,42.3,2.2,4.98,37.6,38.3,37.6,36.5,1.9,-0.7,1.1
3400577150,Washington,Burlington,43.4,2.8,6.45,38.2,2.8,6.45,37.6,38.3,37.6,36.5,5.2,-0.7,1.1
3400578200,Westampton,Burlington,41.1,2.7,6.57,35.1,2.7,6.57,37.6,38.3,37.6,36.5,6,-0.7,1.1
3400581440,Willingboro,Burlington,39.9,1.4,3.51,38.6,1.4,3.51,37.6,38.3,37.6,36.5,1.3,-0.7,1.1
3400582420,Woodland,Burlington,45.4,6.8,14.98,38.6,6.8,14.98,37.6,38.3,37.6,36.5,6.8,-0.7,1.1
3400582960,Wrightstown,Burlington,31.9,4.7,14.73,32,4.7,14.73,37.6,38.3,37.6,36.5,-0.1,-0.7,1.1
3400702200,Audubon,Camden,43.5,1.2,2.76,39.6,1.2,2.76,37.6,38.3,37.6,36.5,3.9,-0.7,1.1
3400702230,Audubon Park,Camden,52.5,3.1,5.9,45.4,3.1,5.9,37.6,38.3,37.6,36.5,7.1,-0.7,1.1
3400703250,Barrington,Camden,40.3,1.2,2.98,37.9,1.2,2.98,37.6,38.3,37.6,36.5,2.4,-0.7,1.1
3400704750,Bellmawr,Camden,41.5,1.5,3.61,42.2,1.5,3.61,37.6,38.3,37.6,36.5,-0.7,-0.7,1.1
3400705440,Berlin borough,Camden,40.4,2.2,5.45,37.7,2.2,5.45,37.6,38.3,37.6,36.5,2.7,-0.7,1.1
3400705470,Berlin township,Camden,41.5,5.9,14.22,39.6,5.9,14.22,37.6,38.3,37.6,36.5,1.9,-0.7,1.1
3400708170,Brooklawn,Camden,39.5,2.1,5.32,40.7,2.1,5.32,37.6,38.3,37.6,36.5,-1.2,-0.7,1.1
3400710000,Camden,Camden,28.9,0.8,2.77,27.8,0.8,2.77,37.6,38.3,37.6,36.5,1.1,-0.7,1.1
3400712280,Cherry Hill,Camden,42,0.7,1.67,43,0.7,1.67,37.6,38.3,37.6,36.5,-1,-0.7,1.1
3400712550,Chesilhurst,Camden,49.5,3.8,7.68,43.6,3.8,7.68,37.6,38.3,37.6,36.5,5.9,-0.7,1.1
3400713420,Clementon,Camden,40.2,6.2,15.42,38.7,6.2,15.42,37.6,38.3,37.6,36.5,1.5,-0.7,1.1
3400714260,Collingswood,Camden,39.9,3.1,7.77,40.5,3.1,7.77,37.6,38.3,37.6,36.5,-0.6,-0.7,1.1
3400726070,Gibbsboro,Camden,44,2.5,5.68,39.4,2.5,5.68,37.6,38.3,37.6,36.5,4.6,-0.7,1.1
3400726760,Gloucester Township,Camden,39.6,0.9,2.27,36.5,0.9,2.27,37.6,38.3,37.6,36.5,3.1,-0.7,1.1
3400726820,Gloucester City,Camden,35.9,2,5.57,36.6,2,5.57,37.6,38.3,37.6,36.5,-0.7,-0.7,1.1
3400728740,Haddon,Camden,41.5,1.7,4.1,40.1,1.7,4.1,37.6,38.3,37.6,36.5,1.4,-0.7,1.1
3400728770,Haddonfield,Camden,43.3,0.8,1.85,41.3,0.8,1.85,37.6,38.3,37.6,36.5,2,-0.7,1.1
3400728800,Haddon Heights,Camden,42.9,2,4.66,43.2,2,4.66,37.6,38.3,37.6,36.5,-0.3,-0.7,1.1
3400732220,Hi-Nella,Camden,33.7,6.9,20.47,32.5,6.9,20.47,37.6,38.3,37.6,36.5,1.2,-0.7,1.1
3400739210,Laurel Springs,Camden,41.2,2.4,5.83,34.6,2.4,5.83,37.6,38.3,37.6,36.5,6.6,-0.7,1.1
3400739420,Lawnside,Camden,47.6,4.6,9.66,34.9,4.6,9.66,37.6,38.3,37.6,36.5,12.7,-0.7,1.1
3400740440,Lindenwold,Camden,35,1.9,5.43,32.2,1.9,5.43,37.6,38.3,37.6,36.5,2.8,-0.7,1.1
3400742630,Magnolia,Camden,38.1,2,5.25,39.1,2,5.25,37.6,38.3,37.6,36.5,-1,-0.7,1.1
3400745510,Merchantville,Camden,41.9,3.2,7.64,38.6,3.2,7.64,37.6,38.3,37.6,36.5,3.3,-0.7,1.1
3400748750,Mount Ephraim,Camden,35.3,3.2,9.07,38.8,3.2,9.07,37.6,38.3,37.6,36.5,-3.5,-0.7,1.1
3400753880,Oaklyn,Camden,42.5,2.3,5.41,38.7,2.3,5.41,37.6,38.3,37.6,36.5,3.8,-0.7,1.1
3400757660,Pennsauken,Camden,39.9,1,2.51,36.6,1,2.51,37.6,38.3,37.6,36.5,3.3,-0.7,1.1
3400758770,Pine Hill,Camden,36.6,2.1,5.74,34.4,2.1,5.74,37.6,38.3,37.6,36.5,2.2,-0.7,1.1
3400758920,Pine Valley,Camden,-,**,#VALUE!,69.3,**,#VALUE!,37.6,38.3,37.6,36.5,#VALUE!,-0.7,1.1
3400765160,Runnemede,Camden,35.1,1.6,4.56,40.2,1.6,4.56,37.6,38.3,37.6,36.5,-5.1,-0.7,1.1
3400768340,Somerdale,Camden,40.5,2.3,5.68,39.2,2.3,5.68,37.6,38.3,37.6,36.5,1.3,-0.7,1.1
3400771220,Stratford,Camden,42.4,1.4,3.3,41.1,1.4,3.3,37.6,38.3,37.6,36.5,1.3,-0.7,1.1
3400772240,Tavistock,Camden,57.5,25.5,44.35,42.6,25.5,44.35,37.6,38.3,37.6,36.5,14.9,-0.7,1.1
3400776220,Voorhees,Camden,43.4,1.2,2.76,40.6,1.2,2.76,37.6,38.3,37.6,36.5,2.8,-0.7,1.1
3400777630,Waterford Township,Camden,38.3,1.5,3.92,38.2,1.5,3.92,37.6,38.3,37.6,36.5,0.1,-0.7,1.1
3400781740,Winslow,Camden,38.2,1,2.62,35.9,1,2.62,37.6,38.3,37.6,36.5,2.3,-0.7,1.1
3400782450,Woodlynne,Camden,28.9,1.9,6.57,27.1,1.9,6.57,37.6,38.3,37.6,36.5,1.8,-0.7,1.1
3400902320,Avalon,Cape May,63.1,1.4,2.22,59.8,1.4,2.22,37.6,38.3,37.6,36.5,3.3,-0.7,1.1
3400910270,Cape May,Cape May,47.1,12.6,26.75,38.5,12.6,26.75,37.6,38.3,37.6,36.5,8.6,-0.7,1.1
3400910330,Cape May Point Borough,Cape May,68.9,4.5,6.53,72.6,4.5,6.53,37.6,38.3,37.6,36.5,-3.7,-0.7,1.1
3400917560,Dennis,Cape May,47.9,3.3,6.89,39.2,3.3,6.89,37.6,38.3,37.6,36.5,8.7,-0.7,1.1
3400941610,Lower,Cape May,45.4,2,4.41,44.1,2,4.41,37.6,38.3,37.6,36.5,1.3,-0.7,1.1
3400945810,Middle,Cape May,44.6,2.6,5.83,42.5,2.6,5.83,37.6,38.3,37.6,36.5,2.1,-0.7,1.1
3400953490,North Wildwood,Cape May,54.8,3,5.47,55.4,3,5.47,37.6,38.3,37.6,36.5,-0.6,-0.7,1.1
3400954360,Ocean City,Cape May,54.5,2.3,4.22,51,2.3,4.22,37.6,38.3,37.6,36.5,3.5,-0.7,1.1
3400966390,Sea Isle City,Cape May,63.4,1.6,2.52,59.2,1.6,2.52,37.6,38.3,37.6,36.5,4.2,-0.7,1.1
3400971010,Stone Harbor Borough,Cape May,62,2.5,4.03,62.5,2.5,4.03,37.6,38.3,37.6,36.5,-0.5,-0.7,1.1
3400974810,Upper,Cape May,42.7,2.1,4.92,43.3,2.1,4.92,37.6,38.3,37.6,36.5,-0.6,-0.7,1.1
3400978530,West Cape May,Cape May,51.8,4.4,8.49,55.1,4.4,8.49,37.6,38.3,37.6,36.5,-3.3,-0.7,1.1
3400980210,West Wildwood Borough,Cape May,59.7,2.6,4.36,49.4,2.6,4.36,37.6,38.3,37.6,36.5,10.3,-0.7,1.1
3400981170,Wildwood,Cape May,45.2,8,17.7,40.9,8,17.7,37.6,38.3,37.6,36.5,4.3,-0.7,1.1
3400981200,Wildwood Crest,Cape May,58.5,4.5,7.69,49.8,4.5,7.69,37.6,38.3,37.6,36.5,8.7,-0.7,1.1
3400981890,Woodbine,Cape May,40.2,2.6,6.47,38.9,2.6,6.47,37.6,38.3,37.6,36.5,1.3,-0.7,1.1
3401107600,Bridgeton,Cumberland,30,0.7,2.33,31.1,0.7,2.33,37.6,38.3,37.6,36.5,-1.1,-0.7,1.1
3401114710,Commercial,Cumberland,39.5,3.4,8.61,37,3.4,8.61,37.6,38.3,37.6,36.5,2.5,-0.7,1.1
3401116900,Deerfield,Cumberland,43,3.7,8.6,36.1,3.7,8.6,37.6,38.3,37.6,36.5,6.9,-0.7,1.1
3401118220,Downe,Cumberland,46.3,3.7,7.99,45.1,3.7,7.99,37.6,38.3,37.6,36.5,1.2,-0.7,1.1
3401122350,Fairfield,Cumberland,39.1,1.6,4.09,37.4,1.6,4.09,37.6,38.3,37.6,36.5,1.7,-0.7,1.1
3401128170,Greenwich Township,Cumberland,45.9,5.9,12.85,44.8,5.9,12.85,37.6,38.3,37.6,36.5,1.1,-0.7,1.1
3401133120,Hopewell,Cumberland,46,3,6.52,44.6,3,6.52,37.6,38.3,37.6,36.5,1.4,-0.7,1.1
3401139450,Lawrence Township,Cumberland,39.7,2.3,5.79,36.5,2.3,5.79,37.6,38.3,37.6,36.5,3.2,-0.7,1.1
3401144580,Maurice River,Cumberland,37.8,1.6,4.23,37.3,1.6,4.23,37.6,38.3,37.6,36.5,0.5,-0.7,1.1
3401146680,Millville,Cumberland,37.3,1.8,4.83,35.9,1.8,4.83,37.6,38.3,37.6,36.5,1.4,-0.7,1.1
3401167020,Shiloh Borough,Cumberland,44.1,5.5,12.47,31.8,5.5,12.47,37.6,38.3,37.6,36.5,12.3,-0.7,1.1
3401171160,Stow Creek,Cumberland,50.4,3.7,7.34,42.9,3.7,7.34,37.6,38.3,37.6,36.5,7.5,-0.7,1.1
