,COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,REGISTERED TO TEST,NOT TESTED ** (See Below),VALID SCORES,MEAN SCALE SCORE,L1 PERCENT,L2 PERCENT,L3 PERCENT,L4 PERCENT,L5 PERCENT,GRADE
1054,03,BERGEN,1130,DUMONT BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,182,760,2.7,8.2,26.4,46.7,15.9,4
1069,03,BERGEN,1230,EAST RUTHERFORD BORO,80.0,MCKENZIE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,81,760,2.5,11.1,22.2,50.6,13.6,4
1081,03,BERGEN,1230,EAST RUTHERFORD BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,81,760,2.5,11.1,22.2,50.6,13.6,4
1093,03,BERGEN,1270,EDGEWATER BORO,50.0,ELEANOR VAN GELDER,GH,TOTAL,ALL STUDENTS,*,*,90,756,5.6,15.6,20,42.2,16.7,4
1107,03,BERGEN,1270,EDGEWATER BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,90,756,5.6,15.6,20,42.2,16.7,4
1121,03,BERGEN,1345,ELMWOOD PARK,70.0,GANTNER AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,55,754,3.6,10.9,32.7,40,12.7,4
1132,03,BERGEN,1345,ELMWOOD PARK,80.0,GILBERT AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,66,751,3,9.1,34.8,47,6.1,4
1144,03,BERGEN,1345,ELMWOOD PARK,90.0,SIXTEENTH AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,65,741,4.6,15.4,50.8,29.2,0,4
1158,03,BERGEN,1345,ELMWOOD PARK,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,201,15,186,749,3.8,11.8,39.8,38.7,5.9,4
1173,03,BERGEN,1360,EMERSON BORO,60.0,PATRICK M VILLANO SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,77,766,0,6.5,13,68.8,11.7,4
1185,03,BERGEN,1360,EMERSON BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,77,766,0,6.5,13,68.8,11.7,4
1197,03,BERGEN,1370,ENGLEWOOD CITY,60.0,DR. LEROY MCCLOUD ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,182,13,169,746,7.1,12.4,37.9,34.3,8.3,4
1212,03,BERGEN,1370,ENGLEWOOD CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,183,14,169,746,7.1,12.4,37.9,34.3,8.3,4
1227,03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,60.0,UPPER SCHOOL,I,TOTAL,ALL STUDENTS,*,*,49,775,2,6.1,12.2,42.9,36.7,4
1236,03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,49,775,2,6.1,12.2,42.9,36.7,4
1245,03,BERGEN,1450,FAIR LAWN BORO,80.0,HENRY B. MILNES ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,69,771,0,4.3,21.7,43.5,30.4,4
1258,03,BERGEN,1450,FAIR LAWN BORO,85.0,JOHN A. FORREST ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,47,758,2.1,14.9,29.8,31.9,21.3,4
1273,03,BERGEN,1450,FAIR LAWN BORO,100.0,LYNCREST ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,41,769,0,7.3,19.5,48.8,24.4,4
1285,03,BERGEN,1450,FAIR LAWN BORO,110.0,RADBURN ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,66,769,0,9.1,16.7,47,27.3,4
1299,03,BERGEN,1450,FAIR LAWN BORO,140.0,WARREN POINT ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,69,768,1.4,4.3,23.2,47.8,23.2,4
1313,03,BERGEN,1450,FAIR LAWN BORO,160.0,WESTMORELAND ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,56,759,5.4,5.4,21.4,55.4,12.5,4
1326,03,BERGEN,1450,FAIR LAWN BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,360,12,348,766,1.4,7.2,21.8,46,23.6,4
1341,03,BERGEN,1470,FAIRVIEW BORO,60.0,LINCOLN SCHOOL,A,TOTAL,ALL STUDENTS,*,*,102,734,13.7,22.5,31.4,30.4,2,4
1354,03,BERGEN,1470,FAIRVIEW BORO,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,102,734,13.7,22.5,31.4,30.4,2,4
1367,03,BERGEN,1550,FORT LEE BORO,60.0,SCHOOL NO. 1,FG,TOTAL,ALL STUDENTS,*,*,92,772,1.1,2.2,22.8,43.5,30.4,4
1380,03,BERGEN,1550,FORT LEE BORO,70.0,SCHOOL NO. 2,FG,TOTAL,ALL STUDENTS,*,*,53,761,5.7,13.2,22.6,32.1,26.4,4
1394,03,BERGEN,1550,FORT LEE BORO,80.0,SCHOOL NO. 3,FG,TOTAL,ALL STUDENTS,*,*,64,768,3.1,4.7,20.3,50,21.9,4
1407,03,BERGEN,1550,FORT LEE BORO,90.0,SCHOOL NO. 4,FG,TOTAL,ALL STUDENTS,*,*,58,759,0,10.3,24.1,55.2,10.3,4
1420,03,BERGEN,1550,FORT LEE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,267,766,2.2,6.7,22.5,45.3,23.2,4
1434,03,BERGEN,1580,FRANKLIN LAKES BORO,20.0,HIGH MOUNTAIN ROAD SCHOOL,I,TOTAL,ALL STUDENTS,*,*,45,778,0,4.4,15.6,37.8,42.2,4
1441,03,BERGEN,1580,FRANKLIN LAKES BORO,30.0,WOODSIDE AVENUE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,49,777,2,0,14.3,53.1,30.6,4
1452,03,BERGEN,1580,FRANKLIN LAKES BORO,40.0,COLONIAL ROAD SCHOOL,I,TOTAL,ALL STUDENTS,*,*,41,783,0,0,4.9,53.7,41.5,4
1459,03,BERGEN,1580,FRANKLIN LAKES BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,135,779,.7,1.5,11.9,48.1,37.8,4
1470,03,BERGEN,1700,GARFIELD CITY,60.0,CHRISTOPHER COLUMBUS SCHOOL #8,B,TOTAL,ALL STUDENTS,*,*,70,756,2.9,11.4,28.6,41.4,15.7,4
1484,03,BERGEN,1700,GARFIELD CITY,80.0,ABRAHAM LINCOLN SCHOOL #6,B,TOTAL,ALL STUDENTS,*,*,44,742,4.5,11.4,43.2,40.9,0,4
1497,03,BERGEN,1700,GARFIELD CITY,100.0,ROOSEVELT SCHOOL #7,B,TOTAL,ALL STUDENTS,*,*,65,754,3.1,9.2,35.4,43.1,9.2,4
1510,03,BERGEN,1700,GARFIELD CITY,120.0,WASHINGTON IRVING SCHOOL #4,B,TOTAL,ALL STUDENTS,*,*,60,742,8.3,13.3,38.3,36.7,3.3,4
1523,03,BERGEN,1700,GARFIELD CITY,130.0,WOODROW WILSON SCHOOL #5,B,TOTAL,ALL STUDENTS,*,*,42,746,4.8,19,28.6,42.9,4.8,4
1533,03,BERGEN,1700,GARFIELD CITY,205.0,JAMES MADISON SCHOOL #10,B,TOTAL,ALL STUDENTS,*,*,55,748,5.5,20,23.6,43.6,7.3,4
1545,03,BERGEN,1700,GARFIELD CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,336,749,4.8,13.7,32.7,41.4,7.4,4
1559,03,BERGEN,1760,GLEN ROCK BORO,65.0,ALEXANDER HAMILTON SCHOOL,J,TOTAL,ALL STUDENTS,*,*,42,780,0,0,14.3,42.9,42.9,4
1569,03,BERGEN,1760,GLEN ROCK BORO,70.0,RICHARD E BYRD,J,TOTAL,ALL STUDENTS,39,16,23,767,0,0,30.4,47.8,21.7,4
1577,03,BERGEN,1760,GLEN ROCK BORO,80.0,CENTRAL SCHOOL,J,TOTAL,ALL STUDENTS,*,*,43,771,0,0,18.6,53.5,27.9,4
1586,03,BERGEN,1760,GLEN ROCK BORO,90.0,CLARA E COLEMAN SCHOOL,J,TOTAL,ALL STUDENTS,*,*,40,780,2.5,0,10,55,32.5,4
1598,03,BERGEN,1760,GLEN ROCK BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,173,25,148,775,.7,0,16.9,50,32.4,4
1612,03,BERGEN,1860,HACKENSACK CITY,90.0,NELLIE K. PARKER,CD,TOTAL,ALL STUDENTS,*,*,63,752,3.2,12.7,30.2,46,7.9,4
1624,03,BERGEN,1860,HACKENSACK CITY,100.0,FAIRMOUNT,CD,TOTAL,ALL STUDENTS,*,*,98,747,2,16.3,39.8,35.7,6.1,4
1638,03,BERGEN,1860,HACKENSACK CITY,110.0,FANNY MEYER HILLERS,CD,TOTAL,ALL STUDENTS,*,*,88,734,12.5,22.7,33,28.4,3.4,4
1652,03,BERGEN,1860,HACKENSACK CITY,120.0,JACKSON AVENUE,CD,TOTAL,ALL STUDENTS,*,*,73,743,8.2,16.4,34.2,34.2,6.8,4
1665,03,BERGEN,1860,HACKENSACK CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,333,11,322,744,6.5,17.4,34.8,35.4,5.9,4
1681,03,BERGEN,2050,HARRINGTON PARK BORO,50.0,HARRINGTON PARK SCHOOL DISTRICT,I,TOTAL,ALL STUDENTS,*,*,56,766,3.6,5.4,19.6,53.6,17.9,4
1693,03,BERGEN,2050,HARRINGTON PARK BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,56,766,3.6,5.4,19.6,53.6,17.9,4
1705,03,BERGEN,2080,HASBROUCK HEIGHTS BORO,60.0,EUCLID ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,70,760,1.4,11.4,17.1,55.7,14.3,4
1716,03,BERGEN,2080,HASBROUCK HEIGHTS BORO,80.0,LINCOLN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,80,12,68,766,2.9,4.4,22.1,44.1,26.5,4
1725,03,BERGEN,2080,HASBROUCK HEIGHTS BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,151,13,138,763,2.2,8,19.6,50,20.3,4
1736,03,BERGEN,2090,HAWORTH BORO,50.0,HAWORTH PUBLIC SCHOOL,I,TOTAL,ALL STUDENTS,*,*,41,773,2.4,4.9,14.6,34.1,43.9,4
1746,03,BERGEN,2090,HAWORTH BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,41,773,2.4,4.9,14.6,34.1,43.9,4
1756,03,BERGEN,2180,HILLSDALE BORO,10.0,ANN BLANCHE SMITH,GH,TOTAL,ALL STUDENTS,*,*,68,767,0,1.5,23.5,61.8,13.2,4
1769,03,BERGEN,2180,HILLSDALE BORO,30.0,MEADOWBROOK,GH,TOTAL,ALL STUDENTS,71,11,60,759,3.3,8.3,23.3,50,15,4
1782,03,BERGEN,2180,HILLSDALE BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,139,11,128,763,1.6,4.7,23.4,56.3,14.1,4
1795,03,BERGEN,2200,HO HO KUS BORO,50.0,HO-HO-KUS PUBLIC SCHOOL,J,TOTAL,ALL STUDENTS,*,*,65,778,0,4.6,12.3,50.8,32.3,4
1803,03,BERGEN,2200,HO HO KUS BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,65,778,0,4.6,12.3,50.8,32.3,4
1811,03,BERGEN,2620,LEONIA BORO,60.0,ANNA C. SCOTT ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,99,763,3,2,25.3,53.5,16.2,4
1824,03,BERGEN,2620,LEONIA BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,99,763,3,2,25.3,53.5,16.2,4
1837,03,BERGEN,2710,LITTLE FERRY BORO,30.0,MEMORIAL ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,89,746,5.6,13.5,33.7,42.7,4.5,4
1851,03,BERGEN,2710,LITTLE FERRY BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,89,746,5.6,13.5,33.7,42.7,4.5,4
1865,03,BERGEN,2740,LODI BOROUGH,60.0,COLUMBUS SCHOOL,B,TOTAL,ALL STUDENTS,*,*,58,749,3.4,13.8,29.3,46.6,6.9,4
1879,03,BERGEN,2740,LODI BOROUGH,65.0,HILLTOP SCHOOL,B,TOTAL,ALL STUDENTS,*,*,52,756,5.8,15.4,19.2,48.1,11.5,4
1894,03,BERGEN,2740,LODI BOROUGH,80.0,ROOSEVELT SCHOOL,B,TOTAL,ALL STUDENTS,*,*,24,751,4.2,12.5,25,58.3,0,4
1906,03,BERGEN,2740,LODI BOROUGH,90.0,WASHINGTON SCHOOL,B,TOTAL,ALL STUDENTS,*,*,49,758,6.1,8.2,22.4,49,14.3,4
1920,03,BERGEN,2740,LODI BOROUGH,100.0,WILSON SCHOOL,B,TOTAL,ALL STUDENTS,*,*,46,743,2.2,17.4,37,41.3,2.2,4
1933,03,BERGEN,2740,LODI BOROUGH,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,229,751,4.4,13.5,26.6,47.6,7.9,4
1948,03,BERGEN,2860,LYNDHURST TWP,80.0,JEFFERSON SCHOOL,DE,TOTAL,ALL STUDENTS,57,13,44,736,6.8,29.5,31.8,27.3,4.5,4
1958,03,BERGEN,2860,LYNDHURST TWP,90.0,LINCOLN SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,51,746,9.8,9.8,39.2,31.4,9.8,4
1972,03,BERGEN,2860,LYNDHURST TWP,110.0,ROOSEVELT SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,79,752,2.5,10.1,30.4,51.9,5.1,4
1983,03,BERGEN,2860,LYNDHURST TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,193,19,174,746,5.7,14.9,33.3,39.7,6.3,4
1998,03,BERGEN,2900,MAHWAH TWP,75.0,JOYCE KILMER SCHOOL,I,TOTAL,ALL STUDENTS,206,13,193,770,0,5.7,21.8,47.2,25.4,4
2014,03,BERGEN,2900,MAHWAH TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,206,13,193,770,0,5.7,21.8,47.2,25.4,4
2030,03,BERGEN,3060,MAYWOOD BORO,60.0,MAYWOOD AVENUE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,112,755,0,16.1,23.2,49.1,11.6,4
2042,03,BERGEN,3060,MAYWOOD BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,112,755,0,16.1,23.2,49.1,11.6,4
2054,03,BERGEN,3170,MIDLAND PARK BORO,70.0,HIGHLAND ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,69,15,54,763,0,5.6,37,40.7,16.7,4
2065,03,BERGEN,3170,MIDLAND PARK BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,69,15,54,763,0,5.6,37,40.7,16.7,4
2076,03,BERGEN,3330,MONTVALE BORO,30.0,MEMORIAL ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,104,770,0,2.9,13.5,64.4,19.2,4
2090,03,BERGEN,3330,MONTVALE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,104,770,0,2.9,13.5,64.4,19.2,4
2104,03,BERGEN,3350,MOONACHIE BORO,60.0,ROBERT L. CRAIG SCHOOL,B,TOTAL,ALL STUDENTS,*,*,30,741,10,16.7,30,36.7,6.7,4
2117,03,BERGEN,3350,MOONACHIE BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,30,741,10,16.7,30,36.7,6.7,4
2130,03,BERGEN,3550,NEW MILFORD BORO,60.0,BERKLEY STREET ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,73,763,2.7,6.8,23.3,46.6,20.5,4
2144,03,BERGEN,3550,NEW MILFORD BORO,70.0,BERTRAND F GIBBS ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,77,760,1.3,5.2,28.6,51.9,13,4
2157,03,BERGEN,3550,NEW MILFORD BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,150,761,2,6,26,49.3,16.7,4
2171,03,BERGEN,3600,NORTH ARLINGTON BORO,60.0,JEFFERSON ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,43,758,0,14,23.3,41.9,20.9,4
2185,03,BERGEN,3600,NORTH ARLINGTON BORO,70.0,ROOSEVELT ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,26,12,14,767,0,7.1,14.3,71.4,7.1,4
2194,03,BERGEN,3600,NORTH ARLINGTON BORO,80.0,WASHINGTON ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,24,760,8.3,4.2,12.5,70.8,4.2,4
2205,03,BERGEN,3600,NORTH ARLINGTON BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,106,25,81,760,2.5,9.9,18.5,55.6,13.6,4
2219,03,BERGEN,3730,NORTHVALE BORO,50.0,NORTHVALE PUBLIC SCHOOL,FG,TOTAL,ALL STUDENTS,54,15,39,767,0,10.3,17.9,48.7,23.1,4
2229,03,BERGEN,3730,NORTHVALE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,54,15,39,767,0,10.3,17.9,48.7,23.1,4
2239,03,BERGEN,3740,NORWOOD BORO,20.0,NORWOOD PUBLIC SCHOOL,I,TOTAL,ALL STUDENTS,*,*,58,762,0,6.9,20.7,58.6,13.8,4
2251,03,BERGEN,3740,NORWOOD BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,58,762,0,6.9,20.7,58.6,13.8,4
2263,03,BERGEN,3760,OAKLAND BORO,40.0,DOGWOOD HILL ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,33,768,3,9.1,18.2,42.4,27.3,4
2274,03,BERGEN,3760,OAKLAND BORO,50.0,HEIGHTS ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,55,773,0,1.8,10.9,67.3,20,4
2286,03,BERGEN,3760,OAKLAND BORO,60.0,MANITO ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,56,781,0,3.6,10.7,35.7,50,4
2296,03,BERGEN,3760,OAKLAND BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,162,18,144,775,.7,4.2,12.5,49.3,33.3,4
2309,03,BERGEN,3850,OLD TAPPAN BORO,60.0,T. BALDWIN DEMAREST ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,74,770,1.4,5.4,12.2,58.1,23,4
2322,03,BERGEN,3850,OLD TAPPAN BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,74,770,1.4,5.4,12.2,58.1,23,4
2335,03,BERGEN,3870,ORADELL BORO,50.0,ORADELL PUBLIC SCHOOL,I,TOTAL,ALL STUDENTS,*,*,110,769,0,3.6,18.2,59.1,19.1,4
2347,03,BERGEN,3870,ORADELL BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,110,769,0,3.6,18.2,59.1,19.1,4
2359,03,BERGEN,3910,PALISADES PARK,70.0,LINDBERGH ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,108,753,4.6,18.5,23.1,38.9,14.8,4
2374,03,BERGEN,3910,PALISADES PARK,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,108,753,4.6,18.5,23.1,38.9,14.8,4
2389,03,BERGEN,3930,PARAMUS BORO,80.0,MEMORIAL ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,81,766,0,4.9,29.6,38.3,27.2,4
2401,03,BERGEN,3930,PARAMUS BORO,90.0,MIDLAND ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,48,760,4.2,10.4,27.1,35.4,22.9,4
2413,03,BERGEN,3930,PARAMUS BORO,100.0,PARKWAY ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,42,763,2.4,11.9,14.3,57.1,14.3,4
2426,03,BERGEN,3930,PARAMUS BORO,110.0,RIDGE RANCH ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,47,774,2.1,2.1,8.5,59.6,27.7,4
2437,03,BERGEN,3930,PARAMUS BORO,130.0,STONY LANE ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,44,765,2.3,2.3,18.2,68.2,9.1,4
2452,03,BERGEN,3930,PARAMUS BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,281,19,262,766,1.9,6.1,21,49.6,21.4,4
2467,03,BERGEN,3940,PARK RIDGE BORO,60.0,EAST BROOK ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,44,753,6.8,4.5,36.4,43.2,9.1,4
2480,03,BERGEN,3940,PARK RIDGE BORO,70.0,WEST RIDGE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,31,763,6.5,9.7,12.9,41.9,29,4
2491,03,BERGEN,3940,PARK RIDGE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,75,757,6.7,6.7,26.7,42.7,17.3,4
2504,03,BERGEN,4310,RAMSEY BORO,60.0,JOHN Y DATER ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,194,771,1.5,3.1,16,55.2,24.2,4
2518,03,BERGEN,4310,RAMSEY BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,194,771,1.5,3.1,16,55.2,24.2,4
2532,03,BERGEN,4370,RIDGEFIELD BORO,100.0,SLOCUM SKEWES SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,99,759,2,3,28.3,53.5,13.1,4
2543,03,BERGEN,4370,RIDGEFIELD BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,99,759,2,3,28.3,53.5,13.1,4
2554,03,BERGEN,4380,RIDGEFIELD PARK TWP,60.0,GRANT ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,36,760,0,5.6,27.8,55.6,11.1,4
2565,03,BERGEN,4380,RIDGEFIELD PARK TWP,70.0,LINCOLN ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,45,761,0,11.1,26.7,46.7,15.6,4
2580,03,BERGEN,4380,RIDGEFIELD PARK TWP,80.0,ROOSEVELT  ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,63,745,4.8,22.2,28.6,38.1,6.3,4
2594,03,BERGEN,4380,RIDGEFIELD PARK TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,144,754,2.1,14.6,27.8,45.1,10.4,4
2609,03,BERGEN,4390,RIDGEWOOD VILLAGE,85.0,HAWES ELEMENTARY SCHOOL,J,TOTAL,ALL STUDENTS,*,*,59,783,3.4,0,6.8,47.5,42.4,4
2621,03,BERGEN,4390,RIDGEWOOD VILLAGE,90.0,RIDGE ELEMENTARY SCHOOL,J,TOTAL,ALL STUDENTS,*,*,96,786,1,1,7.3,37.5,53.1,4
2633,03,BERGEN,4390,RIDGEWOOD VILLAGE,100.0,SOMERVILLE ELEMENTARY SCHOOL,J,TOTAL,ALL STUDENTS,*,*,73,783,0,0,8.2,52.1,39.7,4
2642,03,BERGEN,4390,RIDGEWOOD VILLAGE,110.0,TRAVELL ELEMENTARY SCHOOL,J,TOTAL,ALL STUDENTS,64,12,52,779,1.9,3.8,7.7,51.9,34.6,4
2656,03,BERGEN,4390,RIDGEWOOD VILLAGE,120.0,ORCHARD ELEMENTARY SCHOOL,J,TOTAL,ALL STUDENTS,*,*,52,782,1.9,5.8,9.6,40.4,42.3,4
2670,03,BERGEN,4390,RIDGEWOOD VILLAGE,130.0,WILLARD ELEMENTARY SCHOOL,J,TOTAL,ALL STUDENTS,*,*,87,781,1.1,1.1,13.8,46,37.9,4
2681,03,BERGEN,4390,RIDGEWOOD VILLAGE,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,449,30,419,783,1.4,1.7,9.1,45.3,42.5,4
2696,03,BERGEN,4410,RIVER EDGE BORO,30.0,CHERRY HILL SCHOOL,I,TOTAL,ALL STUDENTS,*,*,99,772,2,3,17.2,51.5,26.3,4
2706,03,BERGEN,4410,RIVER EDGE BORO,50.0,ROOSEVELT SCHOOL,I,TOTAL,ALL STUDENTS,*,*,69,763,0,4.3,21.7,60.9,13,4
2717,03,BERGEN,4410,RIVER EDGE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,168,768,1.2,3.6,19,55.4,20.8,4
2728,03,BERGEN,4430,RIVER VALE TWP,60.0,ROBERGE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,63,777,0,3.2,14.3,44.4,38.1,4
2739,03,BERGEN,4430,RIVER VALE TWP,70.0,WOODSIDE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,62,780,1.6,3.2,6.5,51.6,37.1,4
2749,03,BERGEN,4430,RIVER VALE TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,126,778,.8,4,10.3,47.6,37.3,4
2761,03,BERGEN,4470,ROCHELLE PARK TWP,50.0,MIDLAND SCHOOL #1,FG,TOTAL,ALL STUDENTS,*,*,49,745,10.2,16.3,28.6,36.7,8.2,4
2773,03,BERGEN,4470,ROCHELLE PARK TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,49,745,10.2,16.3,28.6,36.7,8.2,4
2785,03,BERGEN,4600,RUTHERFORD BORO,80.0,PIERREPONT SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,102,776,1,2.9,15.7,50,30.4,4
2796,03,BERGEN,4600,RUTHERFORD BORO,100.0,UNION SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,78,765,0,3.8,24.4,52.6,19.2,4
2807,03,BERGEN,4600,RUTHERFORD BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,194,14,180,771,.6,3.3,19.4,51.1,25.6,4
2818,03,BERGEN,4610,SADDLE BROOK TWP,80.0,FRANKLIN SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,43,744,4.7,25.6,23.3,41.9,4.7,4
2831,03,BERGEN,4610,SADDLE BROOK TWP,85.0,HELEN I. SMITH SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,34,760,2.9,11.8,17.6,50,17.6,4
2843,03,BERGEN,4610,SADDLE BROOK TWP,90.0,SALOME H. LONG MEMORIAL SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,41,764,0,7.3,19.5,56.1,17.1,4
2851,03,BERGEN,4610,SADDLE BROOK TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,118,756,2.5,15.3,20.3,49.2,12.7,4
2864,03,BERGEN,4620,SADDLE RIVER BORO,50.0,WANDELL SCHOOL,J,TOTAL,ALL STUDENTS,*,*,40,778,2.5,2.5,12.5,42.5,40,4
2872,03,BERGEN,4620,SADDLE RIVER BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,40,778,2.5,2.5,12.5,42.5,40,4
2880,03,BERGEN,4870,SOUTH HACKENSACK TWP,50.0,MEMORIAL,CD,TOTAL,ALL STUDENTS,*,*,23,757,4.3,8.7,21.7,52.2,13,4
2892,03,BERGEN,4870,SOUTH HACKENSACK TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,23,757,4.3,8.7,21.7,52.2,13,4
