,COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,REGISTERED TO TEST,NOT TESTED ** (See Below),VALID SCORES,MEAN SCALE SCORE,L1 PERCENT,L2 PERCENT,L3 PERCENT,L4 PERCENT,L5 PERCENT,GRADE
0,01,ATLANTIC,0010,ABSECON CITY,60.0,H ASHTON MARSH,CD,TOTAL,ALL STUDENTS,90,22,68,740,16.2,19.1,20.6,42.6,1.5,3
14,01,ATLANTIC,0010,ABSECON CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,90,22,68,740,16.2,19.1,20.6,42.6,1.5,3
28,01,ATLANTIC,0110,ATLANTIC CITY,30.0,SOVEREIGN AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,72,722,27.8,27.8,25,18.1,1.4,3
41,01,ATLANTIC,0110,ATLANTIC CITY,50.0,CHELSEA HEIGHTS SCHOOL,A,TOTAL,ALL STUDENTS,*,*,37,746,5.4,18.9,27,45.9,2.7,3
54,01,ATLANTIC,0110,ATLANTIC CITY,60.0,TEXAS AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,74,710,37.8,36.5,14.9,10.8,0,3
67,01,ATLANTIC,0110,ATLANTIC CITY,70.0,NEW YORK AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,58,714,39.7,25.9,15.5,19,0,3
80,01,ATLANTIC,0110,ATLANTIC CITY,80.0,UPTOWN SCHOOL COMPLEX,A,TOTAL,ALL STUDENTS,*,*,63,712,33.3,31.7,23.8,11.1,0,3
92,01,ATLANTIC,0110,ATLANTIC CITY,100.0,PENNSYLVANIA AVE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,48,711,43.8,27.1,16.7,10.4,2.1,3
105,01,ATLANTIC,0110,ATLANTIC CITY,120.0,RICHMOND AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,55,733,16.4,18.2,40,23.6,1.8,3
120,01,ATLANTIC,0110,ATLANTIC CITY,140.0,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,A,TOTAL,ALL STUDENTS,*,*,77,707,46.8,24.7,18.2,10.4,0,3
134,01,ATLANTIC,0110,ATLANTIC CITY,300.0,BRIGHTON AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,57,725,29.8,19.3,21.1,29.8,0,3
147,01,ATLANTIC,0110,ATLANTIC CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,561,20,541,718,32.7,26.2,22,18.3,.7,3
162,01,ATLANTIC,0570,BRIGANTINE CITY,10.0,BRIGANTINE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,75,13,62,732,14.5,32.3,25.8,25.8,1.6,3
174,01,ATLANTIC,0570,BRIGANTINE CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,75,13,62,732,14.5,32.3,25.8,25.8,1.6,3
186,01,ATLANTIC,0590,BUENA REGIONAL,45.0,COLLINGS LAKES ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,54,703,38.9,42.6,13,5.6,0,3
198,01,ATLANTIC,0590,BUENA REGIONAL,55.0,JOHN C. MILANESI ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,84,18,66,725,30.3,21.2,22.7,25.8,0,3
211,01,ATLANTIC,0590,BUENA REGIONAL,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,148,28,120,715,34.2,30.8,18.3,16.7,0,3
224,01,ATLANTIC,1300,EGG HARBOR CITY,20.0,CHARLES L. SPRAGG SCHOOL,A,TOTAL,ALL STUDENTS,*,*,53,724,30.2,18.9,26.4,24.5,0,3
235,01,ATLANTIC,1300,EGG HARBOR CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,53,724,30.2,18.9,26.4,24.5,0,3
246,01,ATLANTIC,1310,EGG HARBOR TWP,33.0,CLAYTON J. DAVENPORT ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,230,14,216,737,16.2,16.2,27.8,38.4,1.4,3
260,01,ATLANTIC,1310,EGG HARBOR TWP,35.0,E. H. SLAYBAUGH ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,207,23,184,750,11.4,10.9,26.6,46.7,4.3,3
275,01,ATLANTIC,1310,EGG HARBOR TWP,50.0,H. RUSSEL SWIFT ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,98,749,10.2,17.3,20.4,46.9,5.1,3
289,01,ATLANTIC,1310,EGG HARBOR TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,536,38,498,744,13.3,14.5,25.9,43.2,3.2,3
304,01,ATLANTIC,1410,ESTELL MANOR CITY,50.0,ESTELL MANOR ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,17,754,11.8,11.8,17.6,52.9,5.9,3
312,01,ATLANTIC,1410,ESTELL MANOR CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,17,754,11.8,11.8,17.6,52.9,5.9,3
320,01,ATLANTIC,1540,FOLSOM BORO,50.0,FOLSOM ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,40,733,15,20,40,25,0,3
330,01,ATLANTIC,1540,FOLSOM BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,40,733,15,20,40,25,0,3
340,01,ATLANTIC,1690,GALLOWAY TWP,15.0,ARTHUR RANN ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,90,742,10,21.1,25.6,42.2,1.1,3
354,01,ATLANTIC,1690,GALLOWAY TWP,45.0,REEDS ROAD ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,70,742,14.3,22.9,21.4,40,1.4,3
368,01,ATLANTIC,1690,GALLOWAY TWP,46.0,ROLAND ROGERS ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,63,739,14.3,15.9,27,41.3,1.6,3
381,01,ATLANTIC,1690,GALLOWAY TWP,48.0,SMITHVILLE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,81,749,8.6,12.3,29.6,45.7,3.7,3
395,01,ATLANTIC,1690,GALLOWAY TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,315,11,304,743,11.5,18.1,26,42.4,2,3
409,01,ATLANTIC,1940,HAMILTON TWP,55.0,GEORGE L. HESS EDUCATIONAL COMPLEX,CD,TOTAL,ALL STUDENTS,298,12,286,739,16.1,20.6,24.1,36,3.1,3
420,01,ATLANTIC,1940,HAMILTON TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,298,12,286,739,16.1,20.6,24.1,36,3.1,3
431,01,ATLANTIC,1960,HAMMONTON TOWN,55.0,WARREN E. SOOY JR. ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,197,735,23.4,15.7,21.3,37.1,2.5,3
445,01,ATLANTIC,1960,HAMMONTON TOWN,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,197,735,23.4,15.7,21.3,37.1,2.5,3
459,01,ATLANTIC,2680,LINWOOD CITY,50.0,SEAVIEW ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,90,767,6.7,4.4,20,57.8,11.1,3
469,01,ATLANTIC,2680,LINWOOD CITY,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,90,767,6.7,4.4,20,57.8,11.1,3
479,01,ATLANTIC,3020,MARGATE CITY,25.0,WILLIAM H. ROSS III SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,40,769,2.5,7.5,15,67.5,7.5,3
489,01,ATLANTIC,3020,MARGATE CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,40,769,2.5,7.5,15,67.5,7.5,3
499,01,ATLANTIC,3480,MULLICA TWP,20.0,MULLICA TOWNSHIP PRIMARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,72,731,19.4,23.6,27.8,29.2,0,3
508,01,ATLANTIC,3480,MULLICA TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,72,731,19.4,23.6,27.8,29.2,0,3
517,01,ATLANTIC,3720,NORTHFIELD CITY,57.0,NORTHFIELD COMMUNITY ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,86,750,7,16.3,22.1,51.2,3.5,3
531,01,ATLANTIC,3720,NORTHFIELD CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,87,750,6.9,17.2,21.8,50.6,3.4,3
545,01,ATLANTIC,4180,PLEASANTVILLE CITY,60.0,WASHINGTON AVENUE ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,39,713,35.9,28.2,15.4,20.5,0,3
557,01,ATLANTIC,4180,PLEASANTVILLE CITY,80.0,LEEDS AVENUE ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,80,726,26.3,25,31.3,16.3,1.3,3
571,01,ATLANTIC,4180,PLEASANTVILLE CITY,85.0,NORTH MAIN ST ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,47,723,23.4,34,21.3,19.1,2.1,3
584,01,ATLANTIC,4180,PLEASANTVILLE CITY,95.0,SOUTH MAIN STREET ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,90,725,24.4,32.2,17.8,25.6,0,3
597,01,ATLANTIC,4180,PLEASANTVILLE CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,272,16,256,723,26.6,29.7,22.3,20.7,.8,3
612,01,ATLANTIC,4240,PORT REPUBLIC CITY,50.0,PORT REPUBLIC SCHOOL DISTRICT,FG,TOTAL,ALL STUDENTS,*,*,15,750,6.7,13.3,26.7,53.3,0,3
621,01,ATLANTIC,4240,PORT REPUBLIC CITY,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,15,750,6.7,13.3,26.7,53.3,0,3
630,01,ATLANTIC,4800,SOMERS POINT CITY,50.0,DAWES AVENUE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,44,722,29.5,18.2,25,25,2.3,3
643,01,ATLANTIC,4800,SOMERS POINT CITY,55.0,JORDAN ROAD ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,53,720,35.8,26.4,15.1,20.8,1.9,3
657,01,ATLANTIC,4800,SOMERS POINT CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,109,12,97,721,33,22.7,19.6,22.7,2.1,3
672,01,ATLANTIC,5350,VENTNOR CITY,45.0,VENTNOR ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,71,749,9.9,16.9,21.1,47.9,4.2,3
686,01,ATLANTIC,5350,VENTNOR CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,71,749,9.9,16.9,21.1,47.9,4.2,3
700,01,ATLANTIC,5760,WEYMOUTH TWP,20.0,WEYMOUTH TOWNSHIP ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,24,739,12.5,25,25,37.5,0,3
710,01,ATLANTIC,5760,WEYMOUTH TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,24,739,12.5,25,25,37.5,0,3
720,03,BERGEN,0040,ALLENDALE BORO,20.0,HILLSIDE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,94,781,1.1,7.4,10.6,60.6,20.2,3
732,03,BERGEN,0040,ALLENDALE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,94,781,1.1,7.4,10.6,60.6,20.2,3
744,03,BERGEN,0080,ALPINE BORO,10.0,ALPINE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,18,781,0,0,22.2,61.1,16.7,3
752,03,BERGEN,0080,ALPINE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,18,781,0,0,22.2,61.1,16.7,3
760,03,BERGEN,0300,BERGENFIELD BORO,40.0,FRANKLIN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,62,745,9.7,14.5,35.5,40.3,0,3
775,03,BERGEN,0300,BERGENFIELD BORO,50.0,HOOVER ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,39,747,12.8,12.8,28.2,38.5,7.7,3
787,03,BERGEN,0300,BERGENFIELD BORO,60.0,JEFFERSON ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,42,748,7.1,16.7,23.8,52.4,0,3
799,03,BERGEN,0300,BERGENFIELD BORO,70.0,LINCOLN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,50,756,14,12,12,54,8,3
812,03,BERGEN,0300,BERGENFIELD BORO,80.0,WASHINGTON ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,62,755,3.2,21,22.6,45.2,8.1,3
825,03,BERGEN,0300,BERGENFIELD BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,255,750,9,15.7,24.7,45.9,4.7,3
841,03,BERGEN,0440,BOGOTA BORO,30.0,E. ROY BIXBY,DE,TOTAL,ALL STUDENTS,*,*,36,741,16.7,16.7,25,38.9,2.8,3
854,03,BERGEN,0440,BOGOTA BORO,50.0,LILLIAN M. STEEN,DE,TOTAL,ALL STUDENTS,*,*,36,744,5.6,22.2,30.6,38.9,2.8,3
868,03,BERGEN,0440,BOGOTA BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,72,742,11.1,19.4,27.8,38.9,2.8,3
882,03,BERGEN,0740,CARLSTADT BORO,50.0,CARLSTADT PUBLIC SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,57,742,8.8,26.3,26.3,31.6,7,3
896,03,BERGEN,0740,CARLSTADT BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,57,742,8.8,26.3,26.3,31.6,7,3
910,03,BERGEN,0890,CLIFFSIDE PARK BORO,50.0,SCHOOL #3,B,TOTAL,ALL STUDENTS,*,*,44,753,2.3,18.2,25,52.3,2.3,3
922,03,BERGEN,0890,CLIFFSIDE PARK BORO,60.0,SCHOOL #4,B,TOTAL,ALL STUDENTS,*,*,57,745,19.3,14,19.3,36.8,10.5,3
934,03,BERGEN,0890,CLIFFSIDE PARK BORO,70.0,SCHOOL #5,B,TOTAL,ALL STUDENTS,*,*,28,755,0,28.6,17.9,46.4,7.1,3
944,03,BERGEN,0890,CLIFFSIDE PARK BORO,80.0,SCHOOL #6,B,TOTAL,ALL STUDENTS,*,*,55,752,3.6,10.9,32.7,52.7,0,3
957,03,BERGEN,0890,CLIFFSIDE PARK BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,197,13,184,751,7.6,16.3,24.5,46.7,4.9,3
970,03,BERGEN,0930,CLOSTER BORO,50.0,HILLSIDE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,101,769,3,6.9,13.9,63.4,12.9,3
983,03,BERGEN,0930,CLOSTER BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,101,769,3,6.9,13.9,63.4,12.9,3
996,03,BERGEN,0990,CRESSKILL BORO,50.0,EDWARD H. BRYAN,I,TOTAL,ALL STUDENTS,*,*,57,762,1.8,14,19.3,57.9,7,3
1007,03,BERGEN,0990,CRESSKILL BORO,60.0,MERRITT MEMORIAL,I,TOTAL,ALL STUDENTS,*,*,47,763,4.3,8.5,14.9,66,6.4,3
1019,03,BERGEN,0990,CRESSKILL BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,104,762,2.9,11.5,17.3,61.5,6.7,3
1031,03,BERGEN,1070,DEMAREST BORO,50.0,LUTHER LEE EMERSON SCHOOL,I,TOTAL,ALL STUDENTS,*,*,78,789,2.6,2.6,5.1,61.5,28.2,3
1043,03,BERGEN,1070,DEMAREST BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,78,789,2.6,2.6,5.1,61.5,28.2,3
1055,03,BERGEN,1130,DUMONT BORO,50.0,GRANT ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,54,759,1.9,9.3,27.8,53.7,7.4,3
1068,03,BERGEN,1130,DUMONT BORO,60.0,HONISS ELEMENTARY\MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,41,765,4.9,4.9,19.5,61,9.8,3
1081,03,BERGEN,1130,DUMONT BORO,70.0,LINCOLN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,33,762,0,6.1,36.4,48.5,9.1,3
1095,03,BERGEN,1130,DUMONT BORO,80.0,SELZER ELEMENTARY\MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,43,743,9.3,9.3,39.5,41.9,0,3
1107,03,BERGEN,1130,DUMONT BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,171,757,4.1,7.6,30.4,51.5,6.4,3
1122,03,BERGEN,1230,EAST RUTHERFORD BORO,80.0,MCKENZIE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,74,750,12.2,12.2,20.3,52.7,2.7,3
1136,03,BERGEN,1230,EAST RUTHERFORD BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,74,750,12.2,12.2,20.3,52.7,2.7,3
1150,03,BERGEN,1270,EDGEWATER BORO,50.0,ELEANOR VAN GELDER,GH,TOTAL,ALL STUDENTS,*,*,100,751,10,14,28,40,8,3
1164,03,BERGEN,1270,EDGEWATER BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,100,751,10,14,28,40,8,3
1178,03,BERGEN,1345,ELMWOOD PARK,70.0,GANTNER AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,54,738,11.1,20.4,29.6,38.9,0,3
1190,03,BERGEN,1345,ELMWOOD PARK,80.0,GILBERT AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,47,748,8.5,14.9,25.5,51.1,0,3
1203,03,BERGEN,1345,ELMWOOD PARK,90.0,SIXTEENTH AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,74,742,13.5,13.5,29.7,41.9,1.4,3
1217,03,BERGEN,1345,ELMWOOD PARK,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,190,15,175,742,11.4,16,28.6,43.4,.6,3
1231,03,BERGEN,1360,EMERSON BORO,60.0,PATRICK M VILLANO SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,91,761,2.2,17.6,18.7,50.5,11,3
1245,03,BERGEN,1360,EMERSON BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,91,761,2.2,17.6,18.7,50.5,11,3
1259,03,BERGEN,1370,ENGLEWOOD CITY,86.0,DR. JOHN GRIECO ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,175,746,7.4,14.9,33.1,41.1,3.4,3
1274,03,BERGEN,1370,ENGLEWOOD CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,175,746,7.4,14.9,33.1,41.1,3.4,3
1289,03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,60.0,UPPER SCHOOL,I,TOTAL,ALL STUDENTS,*,*,74,756,9.5,14.9,18.9,50,6.8,3
1299,03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,74,756,9.5,14.9,18.9,50,6.8,3
1309,03,BERGEN,1450,FAIR LAWN BORO,80.0,HENRY B. MILNES ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,84,773,4.8,7.1,20.2,48.8,19,3
1321,03,BERGEN,1450,FAIR LAWN BORO,85.0,JOHN A. FORREST ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,36,746,11.1,16.7,16.7,55.6,0,3
1335,03,BERGEN,1450,FAIR LAWN BORO,100.0,LYNCREST ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,27,779,0,7.4,25.9,33.3,33.3,3
1348,03,BERGEN,1450,FAIR LAWN BORO,110.0,RADBURN ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,72,774,4.2,4.2,11.1,61.1,19.4,3
1363,03,BERGEN,1450,FAIR LAWN BORO,140.0,WARREN POINT ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,58,759,8.6,6.9,22.4,55.2,6.9,3
1377,03,BERGEN,1450,FAIR LAWN BORO,160.0,WESTMORELAND ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,39,769,7.7,10.3,12.8,48.7,20.5,3
1391,03,BERGEN,1450,FAIR LAWN BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,335,19,316,767,6,7.9,17.7,52.2,16.1,3
1407,03,BERGEN,1470,FAIRVIEW BORO,80.0,NUMBER THREE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,149,730,22.1,18.8,28.9,28.9,1.3,3
1421,03,BERGEN,1470,FAIRVIEW BORO,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,149,730,22.1,18.8,28.9,28.9,1.3,3
1435,03,BERGEN,1550,FORT LEE BORO,60.0,SCHOOL NO. 1,FG,TOTAL,ALL STUDENTS,*,*,74,763,4.1,10.8,17.6,56.8,10.8,3
1449,03,BERGEN,1550,FORT LEE BORO,70.0,SCHOOL NO. 2,FG,TOTAL,ALL STUDENTS,*,*,59,758,10.2,16.9,15.3,44.1,13.6,3
1462,03,BERGEN,1550,FORT LEE BORO,80.0,SCHOOL NO. 3,FG,TOTAL,ALL STUDENTS,*,*,80,754,7.5,3.8,30,56.3,2.5,3
1475,03,BERGEN,1550,FORT LEE BORO,90.0,SCHOOL NO. 4,FG,TOTAL,ALL STUDENTS,*,*,66,753,7.6,9.1,22.7,57.6,3,3
1490,03,BERGEN,1550,FORT LEE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,294,15,279,757,7.2,9.7,21.9,54.1,7.2,3
1506,03,BERGEN,1580,FRANKLIN LAKES BORO,20.0,HIGH MOUNTAIN ROAD SCHOOL,I,TOTAL,ALL STUDENTS,*,*,28,775,0,10.7,10.7,71.4,7.1,3
1517,03,BERGEN,1580,FRANKLIN LAKES BORO,30.0,WOODSIDE AVENUE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,43,758,9.3,14,25.6,39.5,11.6,3
1528,03,BERGEN,1580,FRANKLIN LAKES BORO,40.0,COLONIAL ROAD SCHOOL,I,TOTAL,ALL STUDENTS,*,*,35,764,2.9,5.7,22.9,62.9,5.7,3
1538,03,BERGEN,1580,FRANKLIN LAKES BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,106,764,4.7,10.4,20.8,55.7,8.5,3
1551,03,BERGEN,1700,GARFIELD CITY,60.0,CHRISTOPHER COLUMBUS SCHOOL #8,B,TOTAL,ALL STUDENTS,*,*,73,747,16.4,15.1,16.4,46.6,5.5,3
1562,03,BERGEN,1700,GARFIELD CITY,80.0,ABRAHAM LINCOLN SCHOOL #6,B,TOTAL,ALL STUDENTS,*,*,62,730,11.3,33.9,30.6,24.2,0,3
1573,03,BERGEN,1700,GARFIELD CITY,100.0,ROOSEVELT SCHOOL #7,B,TOTAL,ALL STUDENTS,*,*,46,754,2.2,15.2,30.4,47.8,4.3,3
1582,03,BERGEN,1700,GARFIELD CITY,120.0,WASHINGTON IRVING SCHOOL #4,B,TOTAL,ALL STUDENTS,*,*,76,731,25,19.7,19.7,34.2,1.3,3
1594,03,BERGEN,1700,GARFIELD CITY,130.0,WOODROW WILSON SCHOOL #5,B,TOTAL,ALL STUDENTS,*,*,44,756,2.3,18.2,20.5,56.8,2.3,3
1606,03,BERGEN,1700,GARFIELD CITY,205.0,JAMES MADISON SCHOOL #10,B,TOTAL,ALL STUDENTS,*,*,75,732,22.7,13.3,29.3,34.7,0,3
1618,03,BERGEN,1700,GARFIELD CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,388,12,376,740,15.2,19.1,24.2,39.4,2.1,3
1630,03,BERGEN,1760,GLEN ROCK BORO,65.0,ALEXANDER HAMILTON SCHOOL,J,TOTAL,ALL STUDENTS,*,*,42,780,0,0,21.4,66.7,11.9,3
1640,03,BERGEN,1760,GLEN ROCK BORO,70.0,RICHARD E BYRD,J,TOTAL,ALL STUDENTS,43,11,32,780,0,9.4,6.3,56.3,28.1,3
1650,03,BERGEN,1760,GLEN ROCK BORO,80.0,CENTRAL SCHOOL,J,TOTAL,ALL STUDENTS,*,*,44,766,2.3,9.1,13.6,70.5,4.5,3
1660,03,BERGEN,1760,GLEN ROCK BORO,90.0,CLARA E COLEMAN SCHOOL,J,TOTAL,ALL STUDENTS,*,*,44,773,0,4.5,18.2,63.6,13.6,3
1669,03,BERGEN,1760,GLEN ROCK BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,180,18,162,774,.6,5.6,15.4,64.8,13.6,3
1681,03,BERGEN,1860,HACKENSACK CITY,90.0,NELLIE K. PARKER,CD,TOTAL,ALL STUDENTS,*,*,95,744,8.4,25.3,22.1,42.1,2.1,3
1696,03,BERGEN,1860,HACKENSACK CITY,100.0,FAIRMOUNT,CD,TOTAL,ALL STUDENTS,*,*,96,727,20.8,31.3,21.9,22.9,3.1,3
1709,03,BERGEN,1860,HACKENSACK CITY,110.0,FANNY MEYER HILLERS,CD,TOTAL,ALL STUDENTS,*,*,99,745,9.1,26.3,20.2,40.4,4,3
1723,03,BERGEN,1860,HACKENSACK CITY,120.0,JACKSON AVENUE,CD,TOTAL,ALL STUDENTS,*,*,67,739,10.4,25.4,32.8,28.4,3,3
1736,03,BERGEN,1860,HACKENSACK CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,376,19,357,739,12.3,27.2,23.5,33.9,3.1,3
1751,03,BERGEN,2050,HARRINGTON PARK BORO,50.0,HARRINGTON PARK SCHOOL DISTRICT,I,TOTAL,ALL STUDENTS,*,*,73,758,1.4,5.5,35.6,50.7,6.8,3
1763,03,BERGEN,2050,HARRINGTON PARK BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,73,758,1.4,5.5,35.6,50.7,6.8,3
1775,03,BERGEN,2080,HASBROUCK HEIGHTS BORO,60.0,EUCLID ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,79,741,8.9,25.3,27.8,34.2,3.8,3
1785,03,BERGEN,2080,HASBROUCK HEIGHTS BORO,80.0,LINCOLN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,72,759,1.4,12.5,27.8,51.4,6.9,3
1796,03,BERGEN,2080,HASBROUCK HEIGHTS BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,151,750,5.3,19.2,27.8,42.4,5.3,3
1807,03,BERGEN,2090,HAWORTH BORO,50.0,HAWORTH PUBLIC SCHOOL,I,TOTAL,ALL STUDENTS,*,*,47,762,0,12.8,19.1,59.6,8.5,3
1817,03,BERGEN,2090,HAWORTH BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,47,762,0,12.8,19.1,59.6,8.5,3
1827,03,BERGEN,2180,HILLSDALE BORO,10.0,ANN BLANCHE SMITH,GH,TOTAL,ALL STUDENTS,*,*,69,763,4.3,14.5,13,55.1,13,3
1842,03,BERGEN,2180,HILLSDALE BORO,30.0,MEADOWBROOK,GH,TOTAL,ALL STUDENTS,55,11,44,760,2.3,6.8,31.8,54.5,4.5,3
