,COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,REGISTERED TO TEST,NOT TESTED ** (See Below),VALID SCORES,MEAN SCALE SCORE,L1 PERCENT,L2 PERCENT,L3 PERCENT,L4 PERCENT,L5 PERCENT,GRADE
0,01,ATLANTIC,0010,ABSECON CITY,60.0,H ASHTON MARSH,CD,TOTAL,ALL STUDENTS,90,22,68,739,4.4,23.5,30.9,38.2,2.9,3
14,01,ATLANTIC,0010,ABSECON CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,90,22,68,739,4.4,23.5,30.9,38.2,2.9,3
28,01,ATLANTIC,0110,ATLANTIC CITY,30.0,SOVEREIGN AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,76,737,13.2,13.2,36.8,31.6,5.3,3
41,01,ATLANTIC,0110,ATLANTIC CITY,50.0,CHELSEA HEIGHTS SCHOOL,A,TOTAL,ALL STUDENTS,*,*,37,739,2.7,27,35.1,32.4,2.7,3
54,01,ATLANTIC,0110,ATLANTIC CITY,60.0,TEXAS AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,74,726,14.9,39.2,31.1,12.2,2.7,3
67,01,ATLANTIC,0110,ATLANTIC CITY,70.0,NEW YORK AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,58,716,24.1,39.7,24.1,12.1,0,3
80,01,ATLANTIC,0110,ATLANTIC CITY,80.0,UPTOWN SCHOOL COMPLEX,A,TOTAL,ALL STUDENTS,*,*,63,725,22.2,20.6,38.1,14.3,4.8,3
92,01,ATLANTIC,0110,ATLANTIC CITY,100.0,PENNSYLVANIA AVE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,52,725,19.2,30.8,28.8,17.3,3.8,3
105,01,ATLANTIC,0110,ATLANTIC CITY,120.0,RICHMOND AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,56,734,5.4,32.1,39.3,23.2,0,3
120,01,ATLANTIC,0110,ATLANTIC CITY,140.0,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,A,TOTAL,ALL STUDENTS,*,*,79,709,35.4,27.8,32.9,3.8,0,3
134,01,ATLANTIC,0110,ATLANTIC CITY,300.0,BRIGHTON AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,58,734,8.6,27.6,27.6,36.2,0,3
147,01,ATLANTIC,0110,ATLANTIC CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,574,21,553,726,17.4,28.4,32.7,19.3,2.2,3
162,01,ATLANTIC,0570,BRIGANTINE CITY,10.0,BRIGANTINE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,75,13,62,742,9.7,16.1,29,41.9,3.2,3
174,01,ATLANTIC,0570,BRIGANTINE CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,75,13,62,742,9.7,16.1,29,41.9,3.2,3
186,01,ATLANTIC,0590,BUENA REGIONAL,45.0,COLLINGS LAKES ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,54,727,16.7,27.8,37,18.5,0,3
198,01,ATLANTIC,0590,BUENA REGIONAL,55.0,JOHN C. MILANESI ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,84,18,66,736,15.2,24.2,22.7,33.3,4.5,3
211,01,ATLANTIC,0590,BUENA REGIONAL,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,148,28,120,732,15.8,25.8,29.2,26.7,2.5,3
224,01,ATLANTIC,1300,EGG HARBOR CITY,20.0,CHARLES L. SPRAGG SCHOOL,A,TOTAL,ALL STUDENTS,*,*,53,726,13.2,32.1,37.7,17,0,3
235,01,ATLANTIC,1300,EGG HARBOR CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,53,726,13.2,32.1,37.7,17,0,3
246,01,ATLANTIC,1310,EGG HARBOR TWP,33.0,CLAYTON J. DAVENPORT ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,229,14,215,739,11.2,20.5,31.6,34.4,2.3,3
260,01,ATLANTIC,1310,EGG HARBOR TWP,35.0,E. H. SLAYBAUGH ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,207,23,184,751,7.1,12.5,25.5,45.7,9.2,3
275,01,ATLANTIC,1310,EGG HARBOR TWP,50.0,H. RUSSEL SWIFT ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,98,752,6.1,10.2,33.7,37.8,12.2,3
289,01,ATLANTIC,1310,EGG HARBOR TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,535,38,497,746,8.7,15.5,29.8,39.2,6.8,3
304,01,ATLANTIC,1410,ESTELL MANOR CITY,50.0,ESTELL MANOR ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,17,754,17.6,5.9,11.8,52.9,11.8,3
312,01,ATLANTIC,1410,ESTELL MANOR CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,17,754,17.6,5.9,11.8,52.9,11.8,3
320,01,ATLANTIC,1540,FOLSOM BORO,50.0,FOLSOM ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,40,738,7.5,25,35,32.5,0,3
330,01,ATLANTIC,1540,FOLSOM BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,40,738,7.5,25,35,32.5,0,3
340,01,ATLANTIC,1690,GALLOWAY TWP,15.0,ARTHUR RANN ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,90,746,4.4,20,35.6,33.3,6.7,3
354,01,ATLANTIC,1690,GALLOWAY TWP,45.0,REEDS ROAD ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,70,746,8.6,18.6,24.3,42.9,5.7,3
368,01,ATLANTIC,1690,GALLOWAY TWP,46.0,ROLAND ROGERS ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,63,747,7.9,11.1,34.9,41.3,4.8,3
381,01,ATLANTIC,1690,GALLOWAY TWP,48.0,SMITHVILLE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,83,752,2.4,13.3,32.5,44.6,7.2,3
395,01,ATLANTIC,1690,GALLOWAY TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,317,11,306,748,5.6,16,32,40.2,6.2,3
409,01,ATLANTIC,1940,HAMILTON TWP,55.0,GEORGE L. HESS EDUCATIONAL COMPLEX,CD,TOTAL,ALL STUDENTS,298,16,282,741,6.7,20.9,35.8,30.5,6,3
420,01,ATLANTIC,1940,HAMILTON TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,298,16,282,741,6.7,20.9,35.8,30.5,6,3
431,01,ATLANTIC,1960,HAMMONTON TOWN,55.0,WARREN E. SOOY JR. ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,198,738,12.1,18.7,33.3,30.3,5.6,3
445,01,ATLANTIC,1960,HAMMONTON TOWN,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,198,738,12.1,18.7,33.3,30.3,5.6,3
459,01,ATLANTIC,2680,LINWOOD CITY,50.0,SEAVIEW ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,91,770,1.1,3.3,13.2,69.2,13.2,3
469,01,ATLANTIC,2680,LINWOOD CITY,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,91,770,1.1,3.3,13.2,69.2,13.2,3
479,01,ATLANTIC,3020,MARGATE CITY,25.0,WILLIAM H. ROSS III SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,40,766,0,12.5,15,52.5,20,3
489,01,ATLANTIC,3020,MARGATE CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,40,766,0,12.5,15,52.5,20,3
499,01,ATLANTIC,3480,MULLICA TWP,20.0,MULLICA TOWNSHIP PRIMARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,72,748,1.4,9.7,45.8,37.5,5.6,3
508,01,ATLANTIC,3480,MULLICA TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,72,748,1.4,9.7,45.8,37.5,5.6,3
517,01,ATLANTIC,3720,NORTHFIELD CITY,57.0,NORTHFIELD COMMUNITY ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,86,760,1.2,10.5,27.9,44.2,16.3,3
531,01,ATLANTIC,3720,NORTHFIELD CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,87,759,1.1,10.3,28.7,43.7,16.1,3
545,01,ATLANTIC,4180,PLEASANTVILLE CITY,60.0,WASHINGTON AVENUE ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,41,730,12.2,26.8,39,19.5,2.4,3
557,01,ATLANTIC,4180,PLEASANTVILLE CITY,80.0,LEEDS AVENUE ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,80,731,10,32.5,33.8,22.5,1.3,3
571,01,ATLANTIC,4180,PLEASANTVILLE CITY,85.0,NORTH MAIN ST ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,47,731,8.5,31.9,34,25.5,0,3
584,01,ATLANTIC,4180,PLEASANTVILLE CITY,95.0,SOUTH MAIN STREET ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,90,739,6.7,22.2,40,27.8,3.3,3
597,01,ATLANTIC,4180,PLEASANTVILLE CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,276,18,258,734,8.9,27.9,36.8,24.4,1.9,3
612,01,ATLANTIC,4240,PORT REPUBLIC CITY,50.0,PORT REPUBLIC SCHOOL DISTRICT,FG,TOTAL,ALL STUDENTS,*,*,15,745,0,13.3,46.7,33.3,6.7,3
621,01,ATLANTIC,4240,PORT REPUBLIC CITY,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,15,745,0,13.3,46.7,33.3,6.7,3
630,01,ATLANTIC,4800,SOMERS POINT CITY,50.0,DAWES AVENUE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,46,724,26.1,28.3,23.9,21.7,0,3
643,01,ATLANTIC,4800,SOMERS POINT CITY,55.0,JORDAN ROAD ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,52,725,25,30.8,19.2,21.2,3.8,3
657,01,ATLANTIC,4800,SOMERS POINT CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,109,11,98,724,25.5,29.6,21.4,21.4,2,3
672,01,ATLANTIC,5350,VENTNOR CITY,45.0,VENTNOR ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,72,750,8.3,13.9,23.6,40.3,13.9,3
686,01,ATLANTIC,5350,VENTNOR CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,72,750,8.3,13.9,23.6,40.3,13.9,3
700,01,ATLANTIC,5760,WEYMOUTH TWP,20.0,WEYMOUTH TOWNSHIP ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,25,726,16,24,40,20,0,3
710,01,ATLANTIC,5760,WEYMOUTH TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,25,726,16,24,40,20,0,3
720,03,BERGEN,0040,ALLENDALE BORO,20.0,HILLSIDE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,93,770,1.1,6.5,15.1,54.8,22.6,3
732,03,BERGEN,0040,ALLENDALE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,94,770,1.1,6.4,14.9,55.3,22.3,3
744,03,BERGEN,0080,ALPINE BORO,10.0,ALPINE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,18,762,0,16.7,27.8,33.3,22.2,3
752,03,BERGEN,0080,ALPINE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,18,762,0,16.7,27.8,33.3,22.2,3
760,03,BERGEN,0300,BERGENFIELD BORO,40.0,FRANKLIN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,63,748,7.9,14.3,27,39.7,11.1,3
775,03,BERGEN,0300,BERGENFIELD BORO,50.0,HOOVER ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,38,755,7.9,7.9,26.3,44.7,13.2,3
787,03,BERGEN,0300,BERGENFIELD BORO,60.0,JEFFERSON ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,42,742,7.1,23.8,28.6,35.7,4.8,3
799,03,BERGEN,0300,BERGENFIELD BORO,70.0,LINCOLN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,50,747,8,12,26,44,10,3
812,03,BERGEN,0300,BERGENFIELD BORO,80.0,WASHINGTON ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,62,753,0,16.1,35.5,37.1,11.3,3
825,03,BERGEN,0300,BERGENFIELD BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,255,749,5.9,14.9,29,40,10.2,3
841,03,BERGEN,0440,BOGOTA BORO,30.0,E. ROY BIXBY,DE,TOTAL,ALL STUDENTS,*,*,37,752,2.7,10.8,29.7,48.6,8.1,3
854,03,BERGEN,0440,BOGOTA BORO,50.0,LILLIAN M. STEEN,DE,TOTAL,ALL STUDENTS,*,*,36,745,0,16.7,47.2,30.6,5.6,3
868,03,BERGEN,0440,BOGOTA BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,73,749,1.4,13.7,38.4,39.7,6.8,3
882,03,BERGEN,0740,CARLSTADT BORO,50.0,CARLSTADT PUBLIC SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,57,744,5.3,15.8,42.1,33.3,3.5,3
896,03,BERGEN,0740,CARLSTADT BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,57,744,5.3,15.8,42.1,33.3,3.5,3
910,03,BERGEN,0890,CLIFFSIDE PARK BORO,50.0,SCHOOL #3,B,TOTAL,ALL STUDENTS,*,*,46,752,0,13,43.5,32.6,10.9,3
922,03,BERGEN,0890,CLIFFSIDE PARK BORO,60.0,SCHOOL #4,B,TOTAL,ALL STUDENTS,*,*,57,751,7,22.8,19.3,33.3,17.5,3
934,03,BERGEN,0890,CLIFFSIDE PARK BORO,70.0,SCHOOL #5,B,TOTAL,ALL STUDENTS,*,*,30,754,0,6.7,46.7,36.7,10,3
944,03,BERGEN,0890,CLIFFSIDE PARK BORO,80.0,SCHOOL #6,B,TOTAL,ALL STUDENTS,*,*,55,754,1.8,5.5,32.7,50.9,9.1,3
957,03,BERGEN,0890,CLIFFSIDE PARK BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,188,752,2.7,12.8,33.5,38.8,12.2,3
970,03,BERGEN,0930,CLOSTER BORO,50.0,HILLSIDE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,102,768,1,4.9,15.7,56.9,21.6,3
983,03,BERGEN,0930,CLOSTER BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,102,768,1,4.9,15.7,56.9,21.6,3
996,03,BERGEN,0990,CRESSKILL BORO,50.0,EDWARD H. BRYAN,I,TOTAL,ALL STUDENTS,*,*,58,753,1.7,20.7,22.4,44.8,10.3,3
1007,03,BERGEN,0990,CRESSKILL BORO,60.0,MERRITT MEMORIAL,I,TOTAL,ALL STUDENTS,*,*,50,755,2,8,24,58,8,3
1019,03,BERGEN,0990,CRESSKILL BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,108,754,1.9,14.8,23.1,50.9,9.3,3
1031,03,BERGEN,1070,DEMAREST BORO,50.0,LUTHER LEE EMERSON SCHOOL,I,TOTAL,ALL STUDENTS,*,*,78,769,2.6,2.6,17.9,57.7,19.2,3
1043,03,BERGEN,1070,DEMAREST BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,78,769,2.6,2.6,17.9,57.7,19.2,3
1055,03,BERGEN,1130,DUMONT BORO,50.0,GRANT ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,54,754,0,9.3,33.3,51.9,5.6,3
1068,03,BERGEN,1130,DUMONT BORO,60.0,HONISS ELEMENTARY\MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,41,756,2.4,7.3,34.1,41.5,14.6,3
1081,03,BERGEN,1130,DUMONT BORO,70.0,LINCOLN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,33,752,3,12.1,42.4,30.3,12.1,3
1095,03,BERGEN,1130,DUMONT BORO,80.0,SELZER ELEMENTARY\MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,44,744,2.3,13.6,40.9,40.9,2.3,3
1107,03,BERGEN,1130,DUMONT BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,172,752,1.7,10.5,37.2,42.4,8.1,3
1122,03,BERGEN,1230,EAST RUTHERFORD BORO,80.0,MCKENZIE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,74,748,4.1,10.8,41.9,32.4,10.8,3
1136,03,BERGEN,1230,EAST RUTHERFORD BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,74,748,4.1,10.8,41.9,32.4,10.8,3
1150,03,BERGEN,1270,EDGEWATER BORO,50.0,ELEANOR VAN GELDER,GH,TOTAL,ALL STUDENTS,*,*,103,754,6.8,11.7,27.2,38.8,15.5,3
1164,03,BERGEN,1270,EDGEWATER BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,103,754,6.8,11.7,27.2,38.8,15.5,3
1178,03,BERGEN,1345,ELMWOOD PARK,70.0,GANTNER AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,54,729,14.8,22.2,40.7,22.2,0,3
1190,03,BERGEN,1345,ELMWOOD PARK,80.0,GILBERT AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,50,737,6,28,32,34,0,3
1204,03,BERGEN,1345,ELMWOOD PARK,90.0,SIXTEENTH AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,75,732,12,24,37.3,25.3,1.3,3
1218,03,BERGEN,1345,ELMWOOD PARK,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,193,14,179,733,11.2,24.6,36.9,26.8,.6,3
1232,03,BERGEN,1360,EMERSON BORO,60.0,PATRICK M VILLANO SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,91,748,2.2,18.7,28.6,44,6.6,3
1246,03,BERGEN,1360,EMERSON BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,91,748,2.2,18.7,28.6,44,6.6,3
1260,03,BERGEN,1370,ENGLEWOOD CITY,86.0,DR. JOHN GRIECO ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,176,746,1.7,17.6,36.4,38.6,5.7,3
1275,03,BERGEN,1370,ENGLEWOOD CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,176,746,1.7,17.6,36.4,38.6,5.7,3
1290,03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,60.0,UPPER SCHOOL,I,TOTAL,ALL STUDENTS,*,*,75,761,2.7,16,25.3,33.3,22.7,3
1300,03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,75,761,2.7,16,25.3,33.3,22.7,3
1310,03,BERGEN,1450,FAIR LAWN BORO,80.0,HENRY B. MILNES ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,85,772,0,5.9,16.5,47.1,30.6,3
1323,03,BERGEN,1450,FAIR LAWN BORO,85.0,JOHN A. FORREST ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,35,752,2.9,11.4,25.7,51.4,8.6,3
1337,03,BERGEN,1450,FAIR LAWN BORO,100.0,LYNCREST ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,27,779,0,0,14.8,44.4,40.7,3
1350,03,BERGEN,1450,FAIR LAWN BORO,110.0,RADBURN ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,72,766,4.2,5.6,13.9,56.9,19.4,3
1365,03,BERGEN,1450,FAIR LAWN BORO,140.0,WARREN POINT ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,58,766,1.7,8.6,17.2,55.2,17.2,3
1379,03,BERGEN,1450,FAIR LAWN BORO,160.0,WESTMORELAND ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,39,765,5.1,10.3,17.9,43.6,23.1,3
1393,03,BERGEN,1450,FAIR LAWN BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,338,22,316,767,2.2,7,17.1,50.6,23.1,3
1409,03,BERGEN,1470,FAIRVIEW BORO,80.0,NUMBER THREE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,156,731,12.2,26.3,35.9,25.6,0,3
1423,03,BERGEN,1470,FAIRVIEW BORO,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,156,731,12.2,26.3,35.9,25.6,0,3
1437,03,BERGEN,1550,FORT LEE BORO,60.0,SCHOOL NO. 1,FG,TOTAL,ALL STUDENTS,*,*,78,764,1.3,10.3,19.2,47.4,21.8,3
1452,03,BERGEN,1550,FORT LEE BORO,70.0,SCHOOL NO. 2,FG,TOTAL,ALL STUDENTS,*,*,61,759,3.3,19.7,13.1,45.9,18,3
1465,03,BERGEN,1550,FORT LEE BORO,80.0,SCHOOL NO. 3,FG,TOTAL,ALL STUDENTS,*,*,83,760,1.2,7.2,25.3,50.6,15.7,3
1478,03,BERGEN,1550,FORT LEE BORO,90.0,SCHOOL NO. 4,FG,TOTAL,ALL STUDENTS,*,*,69,764,1.4,7.2,21.7,50.7,18.8,3
1493,03,BERGEN,1550,FORT LEE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,305,14,291,762,1.7,10.7,20.3,48.8,18.6,3
1509,03,BERGEN,1580,FRANKLIN LAKES BORO,20.0,HIGH MOUNTAIN ROAD SCHOOL,I,TOTAL,ALL STUDENTS,*,*,28,766,0,3.6,17.9,71.4,7.1,3
1520,03,BERGEN,1580,FRANKLIN LAKES BORO,30.0,WOODSIDE AVENUE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,43,755,0,23.3,18.6,46.5,11.6,3
1531,03,BERGEN,1580,FRANKLIN LAKES BORO,40.0,COLONIAL ROAD SCHOOL,I,TOTAL,ALL STUDENTS,*,*,35,762,2.9,8.6,22.9,42.9,22.9,3
1541,03,BERGEN,1580,FRANKLIN LAKES BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,106,760,.9,13.2,19.8,51.9,14.2,3
1554,03,BERGEN,1700,GARFIELD CITY,60.0,CHRISTOPHER COLUMBUS SCHOOL #8,B,TOTAL,ALL STUDENTS,*,*,73,748,11,11,26,45.2,6.8,3
1565,03,BERGEN,1700,GARFIELD CITY,80.0,ABRAHAM LINCOLN SCHOOL #6,B,TOTAL,ALL STUDENTS,*,*,64,734,3.1,31.3,37.5,28.1,0,3
1576,03,BERGEN,1700,GARFIELD CITY,100.0,ROOSEVELT SCHOOL #7,B,TOTAL,ALL STUDENTS,*,*,46,740,0,21.7,52.2,26.1,0,3
1585,03,BERGEN,1700,GARFIELD CITY,120.0,WASHINGTON IRVING SCHOOL #4,B,TOTAL,ALL STUDENTS,*,*,76,736,7.9,30.3,30.3,30.3,1.3,3
1597,03,BERGEN,1700,GARFIELD CITY,130.0,WOODROW WILSON SCHOOL #5,B,TOTAL,ALL STUDENTS,*,*,44,749,0,18.2,34.1,43.2,4.5,3
1609,03,BERGEN,1700,GARFIELD CITY,205.0,JAMES MADISON SCHOOL #10,B,TOTAL,ALL STUDENTS,*,*,76,737,7.9,26.3,34.2,27.6,3.9,3
1621,03,BERGEN,1700,GARFIELD CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,390,11,379,740,5.8,23.5,34.6,33.2,2.9,3
1633,03,BERGEN,1760,GLEN ROCK BORO,65.0,ALEXANDER HAMILTON SCHOOL,J,TOTAL,ALL STUDENTS,*,*,42,770,0,2.4,11.9,64.3,21.4,3
1643,03,BERGEN,1760,GLEN ROCK BORO,70.0,RICHARD E BYRD,J,TOTAL,ALL STUDENTS,43,11,32,779,0,0,3.1,75,21.9,3
1653,03,BERGEN,1760,GLEN ROCK BORO,80.0,CENTRAL SCHOOL,J,TOTAL,ALL STUDENTS,*,*,44,761,2.3,4.5,18.2,61.4,13.6,3
1663,03,BERGEN,1760,GLEN ROCK BORO,90.0,CLARA E COLEMAN SCHOOL,J,TOTAL,ALL STUDENTS,*,*,43,772,0,4.7,9.3,62.8,23.3,3
1672,03,BERGEN,1760,GLEN ROCK BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,180,19,161,770,.6,3.1,11.2,65.2,19.9,3
1684,03,BERGEN,1860,HACKENSACK CITY,90.0,NELLIE K. PARKER,CD,TOTAL,ALL STUDENTS,*,*,96,747,4.2,14.6,34.4,40.6,6.3,3
1699,03,BERGEN,1860,HACKENSACK CITY,100.0,FAIRMOUNT,CD,TOTAL,ALL STUDENTS,*,*,98,732,12.2,28.6,33.7,24.5,1,3
1712,03,BERGEN,1860,HACKENSACK CITY,110.0,FANNY MEYER HILLERS,CD,TOTAL,ALL STUDENTS,*,*,100,743,6,19,32,38,5,3
1726,03,BERGEN,1860,HACKENSACK CITY,120.0,JACKSON AVENUE,CD,TOTAL,ALL STUDENTS,*,*,69,741,1.4,27.5,31.9,37.7,1.4,3
1739,03,BERGEN,1860,HACKENSACK CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,382,19,363,741,6.3,22,33.1,35,3.6,3
1754,03,BERGEN,2050,HARRINGTON PARK BORO,50.0,HARRINGTON PARK SCHOOL DISTRICT,I,TOTAL,ALL STUDENTS,*,*,73,765,0,4.1,24.7,54.8,16.4,3
1766,03,BERGEN,2050,HARRINGTON PARK BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,73,765,0,4.1,24.7,54.8,16.4,3
1778,03,BERGEN,2080,HASBROUCK HEIGHTS BORO,60.0,EUCLID ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,79,744,5.1,16.5,44.3,30.4,3.8,3
1788,03,BERGEN,2080,HASBROUCK HEIGHTS BORO,80.0,LINCOLN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,73,754,2.7,2.7,37,50.7,6.8,3
1799,03,BERGEN,2080,HASBROUCK HEIGHTS BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,152,749,3.9,9.9,40.8,40.1,5.3,3
1810,03,BERGEN,2090,HAWORTH BORO,50.0,HAWORTH PUBLIC SCHOOL,I,TOTAL,ALL STUDENTS,*,*,46,758,2.2,15.2,13,58.7,10.9,3
1820,03,BERGEN,2090,HAWORTH BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,46,758,2.2,15.2,13,58.7,10.9,3
1830,03,BERGEN,2180,HILLSDALE BORO,10.0,ANN BLANCHE SMITH,GH,TOTAL,ALL STUDENTS,*,*,69,754,1.4,10.1,31.9,46.4,10.1,3
1845,03,BERGEN,2180,HILLSDALE BORO,30.0,MEADOWBROOK,GH,TOTAL,ALL STUDENTS,55,11,44,751,0,20.5,27.3,45.5,6.8,3
