,COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,REGISTERED TO TEST,NOT TESTED ** (See Below),VALID SCORES,MEAN SCALE SCORE,L1 PERCENT,L2 PERCENT,L3 PERCENT,L4 PERCENT,L5 PERCENT,GRADE
3055,03,BERGEN,5330,UPPER SADDLE RIVER BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,139,767,0,7.9,15.8,63.3,12.9,4
3068,03,BERGEN,5410,WALDWICK BORO,40.0,CRESCENT ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,56,768,0,1.8,19.6,66.1,12.5,4
3076,03,BERGEN,5410,WALDWICK BORO,50.0,JULIA A TRAPHAGEN SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,48,748,4.2,22.9,20.8,50,2.1,4
3085,03,BERGEN,5410,WALDWICK BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,104,759,1.9,11.5,20.2,58.7,7.7,4
3094,03,BERGEN,5430,WALLINGTON BORO,55.0,FRANK W. GAVLAK ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,95,744,1.1,23.2,30.5,44.2,1.1,4
3107,03,BERGEN,5430,WALLINGTON BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,96,744,1,24,30.2,43.8,1,4
3120,03,BERGEN,5755,WESTWOOD REGIONAL,60.0,BERKELEY ELEMENTARY,GH,TOTAL,ALL STUDENTS,*,*,49,746,6.1,18.4,28.6,44.9,2,4
3133,03,BERGEN,5755,WESTWOOD REGIONAL,65.0,JESSIE F. GEORGE ELEMENTARY,GH,TOTAL,ALL STUDENTS,*,*,38,748,0,15.8,36.8,47.4,0,4
3142,03,BERGEN,5755,WESTWOOD REGIONAL,70.0,BROOKSIDE ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,62,744,3.2,19.4,37.1,38.7,1.6,4
3154,03,BERGEN,5755,WESTWOOD REGIONAL,80.0,WASHINGTON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,54,764,0,3.7,25.9,66.7,3.7,4
3168,03,BERGEN,5755,WESTWOOD REGIONAL,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,203,750,2.5,14.3,32,49.3,2,4
3182,03,BERGEN,5830,WOOD-RIDGE BORO,300.0,WOOD-RIDGE INTERMEDIATE SCHOOL,FG,TOTAL,ALL STUDENTS,87,13,74,747,0,23,39.2,33.8,4.1,4
3191,03,BERGEN,5830,WOOD-RIDGE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,87,13,74,747,0,23,39.2,33.8,4.1,4
3200,03,BERGEN,5880,WOODCLIFF LAKE BORO,30.0,DORCHESTER ELEMENTARY SCHOOL,J,TOTAL,ALL STUDENTS,*,*,82,758,4.9,7.3,24.4,53.7,9.8,4
3213,03,BERGEN,5880,WOODCLIFF LAKE BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,82,758,4.9,7.3,24.4,53.7,9.8,4
3226,03,BERGEN,5920,WYCKOFF TWP,10.0,ABRAHAM LINCOLN ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,52,771,0,0,23.1,57.7,19.2,4
3237,03,BERGEN,5920,WYCKOFF TWP,20.0,CALVIN COOLIDGE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,67,771,0,0,13.4,70.1,16.4,4
3249,03,BERGEN,5920,WYCKOFF TWP,30.0,GEORGE WASHINGTON ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,72,759,0,8.3,19.4,66.7,5.6,4
3260,03,BERGEN,5920,WYCKOFF TWP,50.0,SICOMAC ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,47,760,4.3,2.1,29.8,55.3,8.5,4
3269,03,BERGEN,5920,WYCKOFF TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,249,11,238,765,.8,2.9,20.6,63.4,12.2,4
3283,05,BURLINGTON,0200,BASS RIVER TWP,50.0,BASS RIVER TOWNSHIP ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,11,757,9.1,0,18.2,54.5,18.2,4
3293,05,BURLINGTON,0200,BASS RIVER TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,11,757,9.1,0,18.2,54.5,18.2,4
3303,05,BURLINGTON,0380,BEVERLY CITY,25.0,BEVERLY CITY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,22,721,13.6,45.5,31.8,9.1,0,4
3315,05,BURLINGTON,0380,BEVERLY CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,22,721,13.6,45.5,31.8,9.1,0,4
3327,05,BURLINGTON,0475,BORDENTOWN REGIONAL,90.0,MAC FARLAND INTERMEDIATE,FG,TOTAL,ALL STUDENTS,*,*,189,738,6.9,24.3,36,31.7,1.1,4
3340,05,BURLINGTON,0475,BORDENTOWN REGIONAL,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,189,738,6.9,24.3,36,31.7,1.1,4
3353,05,BURLINGTON,0600,BURLINGTON CITY,85.0,WILBUR WATTS INTERMEDIATE SCHOOL,B,TOTAL,ALL STUDENTS,*,*,96,729,9.4,37.5,32.3,18.8,2.1,4
3366,05,BURLINGTON,0600,BURLINGTON CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,96,729,9.4,37.5,32.3,18.8,2.1,4
3379,05,BURLINGTON,0620,BURLINGTON TWP,37.0,FOUNTAIN WOODS ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,292,13,279,739,4.7,25.1,34.1,36.2,0,4
3395,05,BURLINGTON,0620,BURLINGTON TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,292,13,279,739,4.7,25.1,34.1,36.2,0,4
3411,05,BURLINGTON,0830,CHESTERFIELD TWP,25.0,CHESTERFIELD TOWNSHIP ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,106,760,.9,8.5,25.5,55.7,9.4,4
3422,05,BURLINGTON,0830,CHESTERFIELD TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,106,760,.9,8.5,25.5,55.7,9.4,4
3433,05,BURLINGTON,0840,CINNAMINSON TWP,60.0,ELEANOR RUSH INTERMEDIATE SCHOOL,FG,TOTAL,ALL STUDENTS,184,35,149,749,2.7,11.4,38.3,46.3,1.3,4
3447,05,BURLINGTON,0840,CINNAMINSON TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,184,35,149,749,2.7,11.4,38.3,46.3,1.3,4
3461,05,BURLINGTON,1030,DELANCO TWP,30.0,M. JOAN PEARSON ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,44,731,4.5,38.6,40.9,15.9,0,4
3474,05,BURLINGTON,1030,DELANCO TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,44,731,4.5,38.6,40.9,15.9,0,4
3487,05,BURLINGTON,1060,DELRAN TWP,15.0,DELRAN INTERMEDIATE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,132,736,10.6,22.7,31.8,32.6,2.3,4
3501,05,BURLINGTON,1060,DELRAN TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,132,736,10.6,22.7,31.8,32.6,2.3,4
3515,05,BURLINGTON,1250,EASTAMPTON TWP,60.0,EASTAMPTON TOWNSHIP SCHOOL DISTRICT,FG,TOTAL,ALL STUDENTS,*,*,58,723,17.2,43.1,22.4,13.8,3.4,4
3526,05,BURLINGTON,1250,EASTAMPTON TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,58,723,17.2,43.1,22.4,13.8,3.4,4
3537,05,BURLINGTON,1280,EDGEWATER PARK TWP,50.0,MAGOWAN ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,83,742,6,20.5,33.7,38.6,1.2,4
3551,05,BURLINGTON,1280,EDGEWATER PARK TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,83,742,6,20.5,33.7,38.6,1.2,4
3565,05,BURLINGTON,1420,EVESHAM TWP,30.0,FRANCES DEMASI ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,57,752,0,8.8,40.4,45.6,5.3,4
3576,05,BURLINGTON,1420,EVESHAM TWP,50.0,FLORENCE V EVANS,I,TOTAL,ALL STUDENTS,96,13,83,742,3.6,28.9,31.3,31.3,4.8,4
3587,05,BURLINGTON,1420,EVESHAM TWP,55.0,HELEN L BEELER,I,TOTAL,ALL STUDENTS,*,*,66,739,3,33.3,27.3,34.8,1.5,4
3597,05,BURLINGTON,1420,EVESHAM TWP,57.0,J HAROLD VAN ZANT,I,TOTAL,ALL STUDENTS,*,*,67,751,0,10.4,40.3,46.3,3,4
3606,05,BURLINGTON,1420,EVESHAM TWP,58.0,MARLTON ELEMENTARY,I,TOTAL,ALL STUDENTS,*,*,73,753,1.4,9.6,35.6,43.8,9.6,4
3618,05,BURLINGTON,1420,EVESHAM TWP,65.0,RICHARD L RICE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,55,748,1.8,16.4,32.7,47.3,1.8,4
3628,05,BURLINGTON,1420,EVESHAM TWP,70.0,ROBERT B JAGGARD SCHOOL,I,TOTAL,ALL STUDENTS,*,*,64,758,0,6.3,34.4,53.1,6.3,4
3638,05,BURLINGTON,1420,EVESHAM TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,509,44,465,749,1.5,16.8,34.4,42.6,4.7,4
3651,05,BURLINGTON,1520,FLORENCE TWP,55.0,FLORENCE RIVERFRONT SCHOOL,DE,TOTAL,ALL STUDENTS,155,37,118,743,4.2,24.6,29.7,36.4,5.1,4
3666,05,BURLINGTON,1520,FLORENCE TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,161,39,122,743,4.9,23.8,29.5,36.9,4.9,4
3681,05,BURLINGTON,1910,HAINESPORT TWP,50.0,HAINESPORT TOWNSHIP SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,69,748,5.8,18.8,20.3,53.6,1.4,4
3694,05,BURLINGTON,1910,HAINESPORT TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,69,748,5.8,18.8,20.3,53.6,1.4,4
3707,05,BURLINGTON,2850,LUMBERTON TWP,20.0,BOBBY'S RUN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,173,11,162,746,6.2,17.9,30.9,40.7,4.3,4
3721,05,BURLINGTON,2850,LUMBERTON TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,174,11,163,746,6.7,17.8,30.7,40.5,4.3,4
3735,05,BURLINGTON,2960,MANSFIELD TWP,40.0,MANSFIELD TOWNSHIP SCHOOL DISTRICT,DE,TOTAL,ALL STUDENTS,*,*,107,754,3.7,11.2,26.2,53.3,5.6,4
3749,05,BURLINGTON,2960,MANSFIELD TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,107,754,3.7,11.2,26.2,53.3,5.6,4
3763,05,BURLINGTON,3010,MAPLE SHADE TWP,80.0,MAUDE M. WILKINS ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,161,725,9.9,40.4,34.8,14.9,0,4
3776,05,BURLINGTON,3010,MAPLE SHADE TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,161,725,9.9,40.4,34.8,14.9,0,4
3789,05,BURLINGTON,3070,MEDFORD LAKES BORO,40.0,NEETA SCHOOL,I,TOTAL,ALL STUDENTS,*,*,42,738,11.9,23.8,23.8,38.1,2.4,4
3796,05,BURLINGTON,3070,MEDFORD LAKES BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,42,738,11.9,23.8,23.8,38.1,2.4,4
3803,05,BURLINGTON,3080,MEDFORD TWP,30.0,CHAIRVILLE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,82,756,3.7,6.1,26.8,61,2.4,4
3814,05,BURLINGTON,3080,MEDFORD TWP,40.0,CRANBERRY PINES ELEMENTARY,I,TOTAL,ALL STUDENTS,*,*,60,754,0,10,26.7,63.3,0,4
3824,05,BURLINGTON,3080,MEDFORD TWP,45.0,KIRBY'S MILL ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,56,747,0,19.6,39.3,39.3,1.8,4
3836,05,BURLINGTON,3080,MEDFORD TWP,60.0,MILTON H. ALLEN ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,47,756,2.1,6.4,29.8,57.4,4.3,4
3845,05,BURLINGTON,3080,MEDFORD TWP,70.0,TAUNTON FORGE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,38,757,0,0,47.4,47.4,5.3,4
3855,05,BURLINGTON,3080,MEDFORD TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,305,21,284,754,1.4,8.8,32.7,54.6,2.5,4
3868,05,BURLINGTON,3360,MOORESTOWN TWP,115.0,MOORESTOWN UPPER ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,285,23,262,752,2.3,13.4,34.4,41.6,8.4,4
3883,05,BURLINGTON,3360,MOORESTOWN TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,286,23,263,752,2.7,13.3,34.2,41.4,8.4,4
3898,05,BURLINGTON,3430,MOUNT HOLLY TWP,50.0,GERTRUDE C. FOLWELL ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,104,730,7.7,31.7,42.3,18.3,0,4
3911,05,BURLINGTON,3430,MOUNT HOLLY TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,104,730,7.7,31.7,42.3,18.3,0,4
3924,05,BURLINGTON,3440,MOUNT LAUREL TWP,10.0,COUNTRYSIDE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,66,751,0,18.2,24.2,54.5,3,4
3938,05,BURLINGTON,3440,MOUNT LAUREL TWP,45.0,FLEETWOOD ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,67,754,0,11.9,29.9,52.2,6,4
3953,05,BURLINGTON,3440,MOUNT LAUREL TWP,50.0,HILLSIDE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,66,751,1.5,12.1,39.4,42.4,4.5,4
3964,05,BURLINGTON,3440,MOUNT LAUREL TWP,55.0,LARCHMONT ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,63,745,3.2,22.2,38.1,33.3,3.2,4
3977,05,BURLINGTON,3440,MOUNT LAUREL TWP,65.0,PARKWAY ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,80,753,1.3,13.8,32.5,48.8,3.8,4
3990,05,BURLINGTON,3440,MOUNT LAUREL TWP,75.0,SPRINGVILLE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,90,768,1.1,5.6,16.7,66.7,10,4
4004,05,BURLINGTON,3440,MOUNT LAUREL TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,453,21,432,755,1.2,13.4,29.4,50.7,5.3,4
4019,05,BURLINGTON,3540,NEW HANOVER TWP,50.0,NEW HANOVER TOWNSHIP SCHOOL,B,TOTAL,ALL STUDENTS,*,*,17,731,11.8,47.1,17.6,17.6,5.9,4
4032,05,BURLINGTON,3540,NEW HANOVER TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,17,731,11.8,47.1,17.6,17.6,5.9,4
4045,05,BURLINGTON,3650,NORTH HANOVER TWP,40.0,CLARENCE B. LAMB ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,151,738,9.3,23.8,35.8,28.5,2.6,4
4059,05,BURLINGTON,3650,NORTH HANOVER TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,151,738,9.3,23.8,35.8,28.5,2.6,4
4073,05,BURLINGTON,3920,PALMYRA BORO,60.0,CHARLES STREET SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,69,735,13,29,18.8,39.1,0,4
4087,05,BURLINGTON,3920,PALMYRA BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,69,735,13,29,18.8,39.1,0,4
4101,05,BURLINGTON,4050,PEMBERTON TWP,110.0,FORT DIX ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,37,743,0,18.9,45.9,35.1,0,4
4111,05,BURLINGTON,4050,PEMBERTON TWP,130.0,ALEXANDER DENBO/ALETTA CRICHTON SCHOOL,B,TOTAL,ALL STUDENTS,*,*,107,732,7.5,37.4,30.8,23.4,.9,4
4124,05,BURLINGTON,4050,PEMBERTON TWP,135.0,SAMUEL T. BUSANSKY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,118,727,15.3,30.5,33.1,21.2,0,4
4134,05,BURLINGTON,4050,PEMBERTON TWP,140.0,JOSEPH S. STACKHOUSE SCHOOL,B,TOTAL,ALL STUDENTS,*,*,100,736,3,37,29,30,1,4
4144,05,BURLINGTON,4050,PEMBERTON TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,387,25,362,733,8,33.1,32.6,25.7,.6,4
4158,05,BURLINGTON,4450,RIVERSIDE TWP,60.0,RIVERSIDE ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,89,736,10.1,27,31.5,30.3,1.1,4
4172,05,BURLINGTON,4450,RIVERSIDE TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,89,736,10.1,27,31.5,30.3,1.1,4
4186,05,BURLINGTON,4460,RIVERTON,50.0,RIVERTON SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,28,759,0,7.1,28.6,60.7,3.6,4
4194,05,BURLINGTON,4460,RIVERTON,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,28,759,0,7.1,28.6,60.7,3.6,4
4202,05,BURLINGTON,4740,SHAMONG TWP,50.0,INDIAN MILLS ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,74,17,57,739,7,15.8,40.4,36.8,0,4
4211,05,BURLINGTON,4740,SHAMONG TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,74,17,57,739,7,15.8,40.4,36.8,0,4
4220,05,BURLINGTON,4930,SOUTHAMPTON TWP,60.0,SOUTHAMPTON TOWNSHIP SCHOOL #2,DE,TOTAL,ALL STUDENTS,*,*,76,741,2.6,21.1,42.1,34.2,0,4
4234,05,BURLINGTON,4930,SOUTHAMPTON TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,76,741,2.6,21.1,42.1,34.2,0,4
4248,05,BURLINGTON,5010,SPRINGFIELD TWP,50.0,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,FG,TOTAL,ALL STUDENTS,*,*,34,737,2.9,32.4,41.2,20.6,2.9,4
4259,05,BURLINGTON,5010,SPRINGFIELD TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,34,737,2.9,32.4,41.2,20.6,2.9,4
4270,05,BURLINGTON,5130,TABERNACLE TWP,60.0,TABERNACLE ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,95,21,74,734,9.5,37.8,21.6,31.1,0,4
4281,05,BURLINGTON,5130,TABERNACLE TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,95,21,74,734,9.5,37.8,21.6,31.1,0,4
4308,05,BURLINGTON,5720,WESTAMPTON,20.0,HOLLY HILLS ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,98,746,2,17.3,35.7,41.8,3.1,4
4321,05,BURLINGTON,5720,WESTAMPTON,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,98,746,2,17.3,35.7,41.8,3.1,4
4334,05,BURLINGTON,5805,WILLINGBORO TWP,64.0,GARFIELD EAST ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,59,719,13.6,50.8,28.8,6.8,0,4
4343,05,BURLINGTON,5805,WILLINGBORO TWP,65.0,HAWTHORNE PARK ELELMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,74,24,50,734,10,28,40,18,4,4
4352,05,BURLINGTON,5805,WILLINGBORO TWP,80.0,W. R. JAMES SR. ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,73,718,23.3,43.8,20.5,12.3,0,4
4364,05,BURLINGTON,5805,WILLINGBORO TWP,90.0,J. C. STUART ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,59,728,15.3,27.1,45.8,11.9,0,4
4374,05,BURLINGTON,5805,WILLINGBORO TWP,120.0,TWIN HILLS ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,53,743,7.5,13.2,37.7,41.5,0,4
4383,05,BURLINGTON,5805,WILLINGBORO TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,330,36,294,727,14.6,33.7,33.7,17.3,.7,4
4396,05,BURLINGTON,5890,WOODLAND TWP,30.0,CHATSWORTH ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,18,723,16.7,27.8,27.8,27.8,0,4
4405,05,BURLINGTON,5890,WOODLAND TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,18,723,16.7,27.8,27.8,27.8,0,4
4414,07,CAMDEN,0150,AUDUBON BORO,50.0,MANSION AVENUE SCHOOL,DE,TOTAL,ALL STUDENTS,80,18,62,743,3.2,24.2,38.7,30.6,3.2,4
4426,07,CAMDEN,0150,AUDUBON BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,80,18,62,743,3.2,24.2,38.7,30.6,3.2,4
4438,07,CAMDEN,0190,BARRINGTON BORO,10.0,AVON ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,72,13,59,755,3.4,6.8,28.8,54.2,6.8,4
4449,07,CAMDEN,0190,BARRINGTON BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,72,13,59,755,3.4,6.8,28.8,54.2,6.8,4
4460,07,CAMDEN,0260,BELLMAWR BORO,20.0,BELLMAWR PARK ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,64,729,7.8,37.5,37.5,17.2,0,4
4474,07,CAMDEN,0260,BELLMAWR BORO,30.0,ETHEL M BURKE ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,57,735,5.3,29.8,43.9,19.3,1.8,4
4487,07,CAMDEN,0260,BELLMAWR BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,121,732,6.6,33.9,40.5,18.2,.8,4
4501,07,CAMDEN,0330,BERLIN BORO,20.0,BERLIN COMMUNITY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,83,739,2.4,25.3,38.6,32.5,1.2,4
4514,07,CAMDEN,0330,BERLIN BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,83,739,2.4,25.3,38.6,32.5,1.2,4
4527,07,CAMDEN,0340,BERLIN TWP,30.0,DWIGHT D EISENHOWER MIDDLE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,48,734,6.3,37.5,29.2,27.1,0,4
4537,07,CAMDEN,0340,BERLIN TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,48,734,6.3,37.5,29.2,27.1,0,4
4547,07,CAMDEN,0580,BROOKLAWN BORO,10.0,ALICE COSTELLO ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,24,731,8.3,33.3,45.8,12.5,0,4
4556,07,CAMDEN,0580,BROOKLAWN BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,24,731,8.3,33.3,45.8,12.5,0,4
4565,07,CAMDEN,0680,CAMDEN CITY,80.0,VETERANS MEMORIAL FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,48,717,29.2,29.2,29.2,12.5,0,4
4578,07,CAMDEN,0680,CAMDEN CITY,100.0,HENRY L. BONSALL FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,35,700,51.4,28.6,14.3,5.7,0,4
4588,07,CAMDEN,0680,CAMDEN CITY,145.0,OCTAVIO V. CATTO FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,50,714,28,48,12,12,0,4
4599,07,CAMDEN,0680,CAMDEN CITY,165.0,COOPER'S POYNT FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,37,709,35.1,40.5,18.9,5.4,0,4
4610,07,CAMDEN,0680,CAMDEN CITY,170.0,ALFRED CRAMER COLLEGE PREPARATORY LAB SCHOOL,A,TOTAL,ALL STUDENTS,*,*,55,715,21.8,49.1,20,9.1,0,4
4623,07,CAMDEN,0680,CAMDEN CITY,175.0,RILETTA TWYNE CREAM FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,43,694,65.1,30.2,2.3,2.3,0,4
4632,07,CAMDEN,0680,CAMDEN CITY,180.0,DR. HENRY H. DAVIS ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,55,706,38.2,45.5,12.7,3.6,0,4
4644,07,CAMDEN,0680,CAMDEN CITY,190.0,THOMAS H. DUDLEY FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,53,713,24.5,50.9,18.9,5.7,0,4
4655,07,CAMDEN,0680,CAMDEN CITY,205.0,FOREST HILL SCHOOL,A,TOTAL,ALL STUDENTS,37,14,23,704,43.5,39.1,13,4.3,0,4
4665,07,CAMDEN,0680,CAMDEN CITY,210.0,COOPER B. HATCH FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,23,705,34.8,47.8,17.4,0,0,4
4675,07,CAMDEN,0680,CAMDEN CITY,230.0,FRANCIS X. MCGRAW ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,41,705,53.7,22,19.5,4.9,0,4
4686,07,CAMDEN,0680,CAMDEN CITY,250.0,RAFAEL CORDERO MOLINA ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,48,698,58.3,29.2,12.5,0,0,4
4698,07,CAMDEN,0680,CAMDEN CITY,300.0,HARRY C. SHARP ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,36,712,27.8,41.7,22.2,8.3,0,4
4710,07,CAMDEN,0680,CAMDEN CITY,310.0,CHARLES SUMNER ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,45,695,60,35.6,4.4,0,0,4
4721,07,CAMDEN,0680,CAMDEN CITY,320.0,DR. ULYSSES S. WIGGINS COLLEGE PREPARATORY LAB SCHOOL,A,TOTAL,ALL STUDENTS,*,*,47,698,53.2,34,12.8,0,0,4
4732,07,CAMDEN,0680,CAMDEN CITY,340.0,JOHN GREENLEAF WHITTIER FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,37,695,73,16.2,10.8,0,0,4
4744,07,CAMDEN,0680,CAMDEN CITY,350.0,HENRY B. WILSON FAMILY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,57,710,36.8,38.6,15.8,8.8,0,4
4753,07,CAMDEN,0680,CAMDEN CITY,360.0,YORKSHIP ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,54,712,31.5,35.2,27.8,5.6,0,4
4766,07,CAMDEN,0680,CAMDEN CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,882,95,787,706,41.7,37.1,16,5.2,0,4
