,COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,REGISTERED TO TEST,NOT TESTED ** (See Below),VALID SCORES,MEAN SCALE SCORE,L1 PERCENT,L2 PERCENT,L3 PERCENT,L4 PERCENT,L5 PERCENT,GRADE
17374,27,MORRIS,4490,ROCKAWAY TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,237,22,215,754,3.3,13,26,47.9,9.8,3
17389,27,MORRIS,4560,ROXBURY TWP,60.0,FRANKLIN ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,70,753,2.9,12.9,38.6,32.9,12.9,3
17404,27,MORRIS,4560,ROXBURY TWP,65.0,JEFFERSON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,57,751,5.3,12.3,36.8,35.1,10.5,3
17417,27,MORRIS,4560,ROXBURY TWP,67.0,KENNEDY ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,38,739,10.5,15.8,36.8,34.2,2.6,3
17429,27,MORRIS,4560,ROXBURY TWP,85.0,NIXON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,50,754,6,10,26,48,10,3
17443,27,MORRIS,4560,ROXBURY TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,215,750,5.6,12.6,34.9,37.2,9.8,3
17458,27,MORRIS,5520,WASHINGTON TWP,30.0,FLOCKTOWN-KOSSMANN ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,88,760,3.4,9.1,22.7,46.6,18.2,3
17469,27,MORRIS,5520,WASHINGTON TWP,40.0,OLD FARMERS ROAD SCHOOL,I,TOTAL,ALL STUDENTS,*,*,57,769,0,5.3,12.3,68.4,14,3
17480,27,MORRIS,5520,WASHINGTON TWP,50.0,BENEDICT A. CUCINELLA SCHOOL,I,TOTAL,ALL STUDENTS,*,*,78,758,0,7.7,29.5,52.6,10.3,3
17492,27,MORRIS,5520,WASHINGTON TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,223,762,1.3,7.6,22.4,54.3,14.3,3
17504,27,MORRIS,5770,WHARTON BORO,40.0,MARIE V. DUFFY ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,74,752,1.4,10.8,33.8,47.3,6.8,3
17518,27,MORRIS,5770,WHARTON BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,74,752,1.4,10.8,33.8,47.3,6.8,3
17532,29,OCEAN,0185,BARNEGAT TWP,10.0,LILLIAN M. DUNFEE ELEMENTARY,CD,TOTAL,ALL STUDENTS,*,*,65,731,15.4,30.8,24.6,27.7,1.5,3
17544,29,OCEAN,0185,BARNEGAT TWP,15.0,CECIL S COLLINS ELEMENTARY,CD,TOTAL,ALL STUDENTS,*,*,66,762,0,4.5,31.8,50,13.6,3
17556,29,OCEAN,0185,BARNEGAT TWP,70.0,ROBERT L. HORBELT ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,62,750,3.2,12.9,32.3,46.8,4.8,3
17568,29,OCEAN,0185,BARNEGAT TWP,80.0,JOSEPH T. DONAHUE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,43,735,16.3,18.6,25.6,32.6,7,3
17582,29,OCEAN,0185,BARNEGAT TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,236,746,8.1,16.5,28.8,39.8,6.8,3
17597,29,OCEAN,0210,BAY HEAD BORO,20.0,BAY HEAD ELEMENTARY,I,TOTAL,ALL STUDENTS,*,*,15,750,6.7,20,20,40,13.3,3
17604,29,OCEAN,0210,BAY HEAD BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,15,750,6.7,20,20,40,13.3,3
17627,29,OCEAN,0320,BERKELEY TWP,20.0,BAYVILLE ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,82,741,6.1,20.7,36.6,30.5,6.1,3
17642,29,OCEAN,0320,BERKELEY TWP,30.0,CLARA B. WORTH ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,89,739,9,18,34.8,36,2.2,3
17654,29,OCEAN,0320,BERKELEY TWP,40.0,H & M POTTER SCHOOL,B,TOTAL,ALL STUDENTS,*,*,125,743,8,24.8,25.6,35.2,6.4,3
17668,29,OCEAN,0320,BERKELEY TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,296,741,7.8,21.6,31.4,34.1,5.1,3
17688,29,OCEAN,0530,BRICK TWP,30.0,DRUM POINT ROAD ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,75,749,8,14.7,28,40,9.3,3
17701,29,OCEAN,0530,BRICK TWP,35.0,EMMA HAVENS YOUNG ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,149,745,6,15.4,34.2,38.3,6,3
17728,29,OCEAN,0530,BRICK TWP,45.0,LANES MILL ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,74,736,12.2,21.6,33.8,27,5.4,3
17738,29,OCEAN,0530,BRICK TWP,60.0,MIDSTREAMS ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,86,757,3.5,8.1,23.3,55.8,9.3,3
17751,29,OCEAN,0530,BRICK TWP,70.0,OSBORNVILLE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,50,754,4,12,28,46,10,3
17765,29,OCEAN,0530,BRICK TWP,80.0,VETERANS MEMORIAL ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,109,752,6.4,10.1,29.4,43.1,11,3
17780,29,OCEAN,0530,BRICK TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,592,17,575,749,6.6,13.9,29.2,41.2,9,3
17796,29,OCEAN,1150,EAGLESWOOD TWP,20.0,EAGLESWOOD ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,24,745,8.3,25,20.8,33.3,12.5,3
17809,29,OCEAN,1150,EAGLESWOOD TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,24,745,8.3,25,20.8,33.3,12.5,3
17822,29,OCEAN,2350,ISLAND HEIGHTS BORO,50.0,ISLAND HEIGHTS ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,25,739,12,24,24,36,4,3
17831,29,OCEAN,2350,ISLAND HEIGHTS BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,25,739,12,24,24,36,4,3
17840,29,OCEAN,2360,JACKSON TWP,30.0,CRAWFORD-RODRIGUEZ ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,127,743,7.1,21.3,26.8,38.6,6.3,3
17855,29,OCEAN,2360,JACKSON TWP,35.0,ELMS ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,86,760,1.2,4.7,22.1,66.3,5.8,3
17867,29,OCEAN,2360,JACKSON TWP,40.0,SYLVIA ROSENAUER ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,41,758,0,9.8,29.3,53.7,7.3,3
17881,29,OCEAN,2360,JACKSON TWP,44.0,HOWARD C. JOHNSON ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,73,757,2.7,15.1,20.5,52.1,9.6,3
17894,29,OCEAN,2360,JACKSON TWP,46.0,LUCY N. HOLMAN ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,88,741,10.2,19.3,27.3,39.8,3.4,3
17905,29,OCEAN,2360,JACKSON TWP,50.0,SWITLIK ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,140,748,3.6,11.4,38.6,42.1,4.3,3
17917,29,OCEAN,2360,JACKSON TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,555,750,4.7,14.2,28.5,46.8,5.8,3
17933,29,OCEAN,2480,LACEY TWP,40.0,CEDAR CREEK ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,100,746,3,22,29,39,7,3
17943,29,OCEAN,2480,LACEY TWP,50.0,FORKED RIVER ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,87,743,3.4,23,32.2,36.8,4.6,3
17955,29,OCEAN,2480,LACEY TWP,60.0,LANOKA HARBOR ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,108,749,5.6,21.3,25,36.1,12,3
17969,29,OCEAN,2480,LACEY TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,306,11,295,746,4.1,22,28.5,37.3,8.1,3
17984,29,OCEAN,2500,LAKEHURST BORO,50.0,LAKEHURST ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,29,740,6.9,13.8,48.3,31,0,3
17997,29,OCEAN,2500,LAKEHURST BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,29,740,6.9,13.8,48.3,31,0,3
18010,29,OCEAN,2520,LAKEWOOD TWP,70.0,CLIFTON AVE GRADE SCHOOL,ND,TOTAL,ALL STUDENTS,*,*,195,715,32.3,31.3,23.6,11.8,1,3
18026,29,OCEAN,2520,LAKEWOOD TWP,80.0,ELLA G CLARKE ELEMENTARY SCHOOL,ND,TOTAL,ALL STUDENTS,147,20,127,717,27.6,34.6,26.8,9.4,1.6,3
18039,29,OCEAN,2520,LAKEWOOD TWP,84.0,OAK STREET ELEM SCHOOL,ND,TOTAL,ALL STUDENTS,*,*,238,721,26.1,29,28.6,13.4,2.9,3
18054,29,OCEAN,2520,LAKEWOOD TWP,,DISTRICT WIDE,ND,TOTAL,ALL STUDENTS,585,25,560,718,28.6,31.1,26.4,12,2,3
18070,29,OCEAN,2550,LAVALLETTE BORO,50.0,LAVALLETTE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,18,776,0,0,16.7,55.6,27.8,3
18077,29,OCEAN,2550,LAVALLETTE BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,18,776,0,0,16.7,55.6,27.8,3
18084,29,OCEAN,2690,LITTLE EGG HARBOR TWP,30.0,FROG POND ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,96,738,13.5,16.7,31.3,35.4,3.1,3
18095,29,OCEAN,2690,LITTLE EGG HARBOR TWP,50.0,GEORGE J. MITCHELL ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,80,740,7.5,25,33.8,27.5,6.3,3
18109,29,OCEAN,2690,LITTLE EGG HARBOR TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,176,739,10.8,20.5,32.4,31.8,4.5,3
18123,29,OCEAN,2760,LONG BEACH ISLAND,50.0,LONG BEACH ISLAND GRADE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,29,753,6.9,10.3,24.1,48.3,10.3,3
18134,29,OCEAN,2760,LONG BEACH ISLAND,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,29,753,6.9,10.3,24.1,48.3,10.3,3
18145,29,OCEAN,2940,MANCHESTER TWP,43.0,MANCHESTER TOWNSHIP ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,94,746,8.5,12.8,30.9,43.6,4.3,3
18159,29,OCEAN,2940,MANCHESTER TWP,50.0,RIDGEWAY ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,73,737,11,24.7,27.4,31.5,5.5,3
18173,29,OCEAN,2940,MANCHESTER TWP,60.0,WHITING ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,41,753,2.4,19.5,22,43.9,12.2,3
18184,29,OCEAN,2940,MANCHESTER TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,221,13,208,744,8.2,18.3,27.9,39.4,6.3,3
18198,29,OCEAN,3800,OCEAN GATE BORO,50.0,OCEAN GATE ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,11,752,9.1,9.1,27.3,54.5,0,3
18208,29,OCEAN,3800,OCEAN GATE BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,11,752,9.1,9.1,27.3,54.5,0,3
18218,29,OCEAN,3820,OCEAN TWP,50.0,WARETOWN ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,59,738,6.8,27.1,28.8,37.3,0,3
18229,29,OCEAN,3820,OCEAN TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,60,737,8.3,26.7,28.3,36.7,0,3
18240,29,OCEAN,4190,PLUMSTED TWP,50.0,DR. GERALD H. WOEHR ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,97,755,6.2,7.2,26.8,50.5,9.3,3
18254,29,OCEAN,4190,PLUMSTED TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,97,755,6.2,7.2,26.8,50.5,9.3,3
18268,29,OCEAN,4210,POINT PLEASANT BORO,55.0,NELLIE F. BENNETT ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,120,767,0,4.2,17.5,62.5,15.8,3
18281,29,OCEAN,4210,POINT PLEASANT BORO,60.0,OCEAN ROAD ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,91,757,1.1,12.1,30.8,46.2,9.9,3
18296,29,OCEAN,4210,POINT PLEASANT BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,211,762,.5,7.6,23.2,55.5,13.3,3
18312,29,OCEAN,4220,POINT PLEASANT BEACH BORO,60.0,G. HAROLD ANTRIM ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,34,769,0,8.8,23.5,41.2,26.5,3
18324,29,OCEAN,4220,POINT PLEASANT BEACH BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,34,769,0,8.8,23.5,41.2,26.5,3
18336,29,OCEAN,4710,SEASIDE HEIGHTS BORO,50.0,HUGH J BOYD JR. ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,26,725,15.4,30.8,38.5,15.4,0,3
18349,29,OCEAN,4710,SEASIDE HEIGHTS BORO,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,26,725,15.4,30.8,38.5,15.4,0,3
18362,29,OCEAN,5020,STAFFORD TWP,60.0,MCKINLEY AVENUE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,302,18,284,752,4.2,12.7,27.5,45.4,10.2,3
18377,29,OCEAN,5020,STAFFORD TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,303,18,285,752,4.2,12.6,27.4,45.6,10.2,3
18392,29,OCEAN,5190,TOMS RIVER REGIONAL,64.0,BEACHWOOD ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,95,754,0,16.8,25.3,47.4,10.5,3
18405,29,OCEAN,5190,TOMS RIVER REGIONAL,65.0,CEDAR GROVE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,124,756,3.2,15.3,17.7,50,13.7,3
18420,29,OCEAN,5190,TOMS RIVER REGIONAL,67.0,JOSEPH A. CITTA ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,101,758,7.9,6.9,17.8,49.5,17.8,3
18435,29,OCEAN,5190,TOMS RIVER REGIONAL,70.0,EAST DOVER ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,122,13,109,749,1.8,13.8,39.4,38.5,6.4,3
18449,29,OCEAN,5190,TOMS RIVER REGIONAL,75.0,HOOPER AVENUE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,123,755,3.3,13.8,25.2,46.3,11.4,3
18462,29,OCEAN,5190,TOMS RIVER REGIONAL,80.0,NORTH DOVER ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,97,12,85,780,1.2,2.4,7.1,51.8,37.6,3
18476,29,OCEAN,5190,TOMS RIVER REGIONAL,90.0,PINE BEACH ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,65,741,7.7,24.6,26.2,32.3,9.2,3
18490,29,OCEAN,5190,TOMS RIVER REGIONAL,95.0,SILVER BAY ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,108,752,1.9,13,27.8,52.8,4.6,3
18502,29,OCEAN,5190,TOMS RIVER REGIONAL,100.0,SOUTH TOMS RIVER ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,53,728,20.8,24.5,30.2,22.6,1.9,3
18513,29,OCEAN,5190,TOMS RIVER REGIONAL,107.0,WALNUT STREET ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,141,743,8.5,21.3,27.7,36.2,6.4,3
18528,29,OCEAN,5190,TOMS RIVER REGIONAL,110.0,WASHINGTON STREET ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,64,755,6.3,9.4,26.6,46.9,10.9,3
18542,29,OCEAN,5190,TOMS RIVER REGIONAL,120.0,WEST DOVER ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,69,748,4.3,18.8,24.6,46.4,5.8,3
18554,29,OCEAN,5190,TOMS RIVER REGIONAL,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,1219,82,1137,752,4.9,14.8,24.6,44.2,11.4,3
18569,29,OCEAN,5220,TUCKERTON BORO,50.0,TUCKERTON ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,33,738,6.1,21.2,36.4,36.4,0,3
18581,29,OCEAN,5220,TUCKERTON BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,33,738,6.1,21.2,36.4,36.4,0,3
18593,31,PASSAIC,0420,BLOOMINGDALE BORO,30.0,SAMUEL R. DONALD ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,63,760,3.2,6.3,23.8,55.6,11.1,3
18603,31,PASSAIC,0420,BLOOMINGDALE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,63,760,3.2,6.3,23.8,55.6,11.1,3
18613,31,PASSAIC,0900,CLIFTON CITY,80.0,SCHOOL #1,CD,TOTAL,ALL STUDENTS,*,*,53,744,7.5,22.6,18.9,45.3,5.7,3
18626,31,PASSAIC,0900,CLIFTON CITY,90.0,SCHOOL #2,CD,TOTAL,ALL STUDENTS,*,*,58,751,5.2,17.2,25.9,43.1,8.6,3
18637,31,PASSAIC,0900,CLIFTON CITY,100.0,SCHOOL #3,CD,TOTAL,ALL STUDENTS,*,*,66,757,3,6.1,33.3,45.5,12.1,3
18650,31,PASSAIC,0900,CLIFTON CITY,110.0,SCHOOL #4,CD,TOTAL,ALL STUDENTS,*,*,32,747,3.1,21.9,34.4,31.3,9.4,3
18663,31,PASSAIC,0900,CLIFTON CITY,120.0,SCHOOL #5,CD,TOTAL,ALL STUDENTS,*,*,76,743,10.5,19.7,28.9,32.9,7.9,3
18674,31,PASSAIC,0900,CLIFTON CITY,140.0,SCHOOL #8,CD,TOTAL,ALL STUDENTS,*,*,34,761,0,0,41.2,47.1,11.8,3
18685,31,PASSAIC,0900,CLIFTON CITY,150.0,SCHOOL #9,CD,TOTAL,ALL STUDENTS,*,*,61,760,0,13.1,23,45.9,18,3
18698,31,PASSAIC,0900,CLIFTON CITY,160.0,SCHOOL #11,CD,TOTAL,ALL STUDENTS,*,*,93,741,4.3,22.6,35.5,32.3,5.4,3
18711,31,PASSAIC,0900,CLIFTON CITY,170.0,SCHOOL #12,CD,TOTAL,ALL STUDENTS,*,*,105,746,5.7,18.1,29.5,42.9,3.8,3
18724,31,PASSAIC,0900,CLIFTON CITY,180.0,SCHOOL #13,CD,TOTAL,ALL STUDENTS,*,*,71,740,11.3,21.1,28.2,31,8.5,3
18738,31,PASSAIC,0900,CLIFTON CITY,190.0,SCHOOL #14,CD,TOTAL,ALL STUDENTS,*,*,43,735,11.6,25.6,27.9,32.6,2.3,3
18752,31,PASSAIC,0900,CLIFTON CITY,200.0,SCHOOL #15,CD,TOTAL,ALL STUDENTS,*,*,61,742,0,27.9,37.7,32.8,1.6,3
18765,31,PASSAIC,0900,CLIFTON CITY,210.0,SCHOOL #16,CD,TOTAL,ALL STUDENTS,*,*,24,737,25,20.8,12.5,29.2,12.5,3
18778,31,PASSAIC,0900,CLIFTON CITY,230.0,SCHOOL #17,CD,TOTAL,ALL STUDENTS,*,*,101,744,5.9,14.9,32.7,43.6,3,3
18792,31,PASSAIC,0900,CLIFTON CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,906,28,878,746,6,18.1,30,38.7,7.2,3
18807,31,PASSAIC,1920,HALEDON BORO,15.0,HALEDON PUBLIC SCHOOL,B,TOTAL,ALL STUDENTS,*,*,82,741,3.7,24.4,32.9,36.6,2.4,3
18821,31,PASSAIC,1920,HALEDON BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,82,741,3.7,24.4,32.9,36.6,2.4,3
18835,31,PASSAIC,2100,HAWTHORNE BORO,80.0,ROOSEVELT ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,98,741,10.2,20.4,21.4,42.9,5.1,3
18850,31,PASSAIC,2100,HAWTHORNE BORO,90.0,THOMAS JEFFERSON ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,28,751,3.6,3.6,46.4,46.4,0,3
18863,31,PASSAIC,2100,HAWTHORNE BORO,100.0,WASHINGTON ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,33,753,0,12.1,39.4,36.4,12.1,3
18873,31,PASSAIC,2100,HAWTHORNE BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,159,745,6.9,15.7,29.6,42.1,5.7,3
18888,31,PASSAIC,2700,LITTLE FALLS TWP,70.0,LITTLE FALLS TOWNSHIP PUBLIC SCHOOL # 3,FG,TOTAL,ALL STUDENTS,*,*,97,772,0,6.2,20.6,45.4,27.8,3
18904,31,PASSAIC,2700,LITTLE FALLS TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,97,772,0,6.2,20.6,45.4,27.8,3
18920,31,PASSAIC,3640,NORTH HALEDON BORO,60.0,MEMORIAL ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,81,756,3.7,13.6,22.2,46.9,13.6,3
18931,31,PASSAIC,3640,NORTH HALEDON BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,81,756,3.7,13.6,22.2,46.9,13.6,3
18942,31,PASSAIC,3970,PASSAIC CITY,80.0,THOMAS JEFFERSON SCHOOL # 1,A,TOTAL,ALL STUDENTS,*,*,74,743,4.1,20.3,33.8,41.9,0,3
18956,31,PASSAIC,3970,PASSAIC CITY,90.0,MARIO DRAGO SCHOOL # 3,A,TOTAL,ALL STUDENTS,*,*,89,732,16.9,12.4,38.2,31.5,1.1,3
18970,31,PASSAIC,3970,PASSAIC CITY,97.0,SCHOOL # 5,A,TOTAL,ALL STUDENTS,*,*,53,715,30.2,34,28.3,7.5,0,3
18982,31,PASSAIC,3970,PASSAIC CITY,100.0,MARTIN LUTHER KING JR. SCHOOL # 6,A,TOTAL,ALL STUDENTS,*,*,130,726,21.5,21.5,31.5,23.1,2.3,3
18994,31,PASSAIC,3970,PASSAIC CITY,125.0,ETTA GERO SCHOOL # 9,A,TOTAL,ALL STUDENTS,*,*,173,722,17.9,33.5,32.4,15.6,.6,3
19006,31,PASSAIC,3970,PASSAIC CITY,130.0,THEODORE ROOSEVELT SCHOOL # 10,A,TOTAL,ALL STUDENTS,*,*,153,727,15.7,30.7,28.8,24.8,0,3
19019,31,PASSAIC,3970,PASSAIC CITY,140.0,WILLIAM B. CRUISE MEMORIAL SCHOOL # 11,A,TOTAL,ALL STUDENTS,*,*,207,726,15,34.8,30,18.8,1.4,3
19031,31,PASSAIC,3970,PASSAIC CITY,200.0,DANIEL F. RYAN ELEMENTARY SCHOOL # 19,A,TOTAL,ALL STUDENTS,*,*,142,726,14.1,33.1,32.4,19.7,.7,3
19043,31,PASSAIC,3970,PASSAIC CITY,300.0,PASSAIC GIFTED AND TALENTED ACADEMY SCHOOL NO 20,A,TOTAL,ALL STUDENTS,*,*,103,751,4.9,13.6,20.4,55.3,5.8,3
19056,31,PASSAIC,3970,PASSAIC CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,1124,729,15.4,27.6,30.6,25.1,1.3,3
19071,31,PASSAIC,4010,PATERSON CITY,43.0,ALEXANDER HAMILTON ACADEMY,A,TOTAL,ALL STUDENTS,*,*,54,757,0,7.4,33.3,51.9,7.4,3
19083,31,PASSAIC,4010,PATERSON CITY,47.0,EDWARD W KILPATRICK,A,TOTAL,ALL STUDENTS,*,*,65,704,41.5,36.9,13.8,6.2,1.5,3
19095,31,PASSAIC,4010,PATERSON CITY,50.0,SCHOOL 1,A,TOTAL,ALL STUDENTS,*,*,30,756,3.3,13.3,16.7,50,16.7,3
19107,31,PASSAIC,4010,PATERSON CITY,60.0,SCHOOL 2,A,TOTAL,ALL STUDENTS,*,*,54,738,7.4,20.4,42.6,25.9,3.7,3
19120,31,PASSAIC,4010,PATERSON CITY,61.0,URBAN LEADERSHIP ACADEMY,A,TOTAL,ALL STUDENTS,*,*,25,735,12,28,28,32,0,3
19129,31,PASSAIC,4010,PATERSON CITY,70.0,SCHOOL 3,A,TOTAL,ALL STUDENTS,*,*,45,735,2.2,33.3,40,24.4,0,3
19143,31,PASSAIC,4010,PATERSON CITY,80.0,REV DR FRANK NAPIER JR SCHOOL,A,TOTAL,ALL STUDENTS,*,*,68,728,8.8,38.2,35.3,17.6,0,3
19156,31,PASSAIC,4010,PATERSON CITY,90.0,SCHOOL 5,A,TOTAL,ALL STUDENTS,*,*,126,734,12.7,22.2,35.7,27,2.4,3
19170,31,PASSAIC,4010,PATERSON CITY,100.0,SCHOOL 6/ACADEMY OF PERFORMING ARTS,A,TOTAL,ALL STUDENTS,*,*,52,703,51.9,34.6,7.7,5.8,0,3
19181,31,PASSAIC,4010,PATERSON CITY,120.0,SCHOOL 8,A,TOTAL,ALL STUDENTS,*,*,66,721,25.8,30.3,24.2,16.7,3,3
19193,31,PASSAIC,4010,PATERSON CITY,130.0,CHARLES J RILEY SCHOOL 9,A,TOTAL,ALL STUDENTS,*,*,145,732,13.8,26.2,31,25.5,3.4,3
19206,31,PASSAIC,4010,PATERSON CITY,140.0,SCHOOL 10,A,TOTAL,ALL STUDENTS,*,*,66,733,16.7,22.7,28.8,27.3,4.5,3
19218,31,PASSAIC,4010,PATERSON CITY,160.0,SCHOOL 12,A,TOTAL,ALL STUDENTS,*,*,52,716,28.8,34.6,25,11.5,0,3
19230,31,PASSAIC,4010,PATERSON CITY,170.0,SCHOOL 13,A,TOTAL,ALL STUDENTS,*,*,94,720,28.7,30.9,24.5,16,0,3
19243,31,PASSAIC,4010,PATERSON CITY,180.0,SCHOOL 14,A,TOTAL,ALL STUDENTS,*,*,36,747,5.6,16.7,16.7,55.6,5.6,3
19255,31,PASSAIC,4010,PATERSON CITY,190.0,SCHOOL 15,A,TOTAL,ALL STUDENTS,*,*,120,721,28.3,26.7,21.7,19.2,4.2,3
19267,31,PASSAIC,4010,PATERSON CITY,220.0,SCHOOL 18,A,TOTAL,ALL STUDENTS,*,*,114,725,13.2,38.6,29.8,17.5,.9,3
19280,31,PASSAIC,4010,PATERSON CITY,230.0,SCHOOL 19,A,TOTAL,ALL STUDENTS,*,*,62,759,0,9.7,22.6,62.9,4.8,3
