COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,LATEST_REGISTERED TO TEST_MATH,LATEST_NOT TESTED ** (See Below)_MATH,LATEST_VALID SCORES_MATH,LATEST_MEAN SCALE SCORE_MATH,LATEST_L1 PERCENT_MATH,LATEST_L2 PERCENT_MATH,LATEST_L3 PERCENT_MATH,LATEST_L4 PERCENT_MATH,LATEST_L5 PERCENT_MATH,GRADE,LATEST_REGISTERED TO TEST_LA,LATEST_NOT TESTED ** (See Below)_LA,LATEST_VALID SCORES_LA,LATEST_MEAN SCALE SCORE_LA,LATEST_L1 PERCENT_LA,LATEST_L2 PERCENT_LA,LATEST_L3 PERCENT_LA,LATEST_L4 PERCENT_LA,LATEST_L5 PERCENT_LA
01,ATLANTIC,0010,ABSECON CITY,60.0,H ASHTON MARSH,CD,TOTAL,ALL STUDENTS,*,*,91,732,16.5,22,27.5,33,1.1,3,*,*,91,732,23.1,20.9,17.6,37.4,1.1
01,ATLANTIC,0010,ABSECON CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,91,732,16.5,22,27.5,33,1.1,3,*,*,91,732,23.1,20.9,17.6,37.4,1.1
01,ATLANTIC,0110,ATLANTIC CITY,30.0,SOVEREIGN AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,71,737,11.3,21.1,31,33.8,2.8,3,*,*,69,726,20.3,26.1,29,24.6,0
01,ATLANTIC,0110,ATLANTIC CITY,50.0,CHELSEA HEIGHTS SCHOOL,A,TOTAL,ALL STUDENTS,*,*,38,734,13.2,21.1,36.8,21.1,7.9,3,*,*,37,734,18.9,27,24.3,24.3,5.4
01,ATLANTIC,0110,ATLANTIC CITY,60.0,TEXAS AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,63,726,19,31.7,23.8,22.2,3.2,3,*,*,62,717,33.9,27.4,16.1,22.6,0
01,ATLANTIC,0110,ATLANTIC CITY,70.0,NEW YORK AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,63,710,36.5,28.6,19,15.9,0,3,*,*,64,700,57.8,17.2,20.3,4.7,0
01,ATLANTIC,0110,ATLANTIC CITY,80.0,UPTOWN SCHOOL COMPLEX,A,TOTAL,ALL STUDENTS,*,*,52,714,25,40.4,23.1,11.5,0,3,*,*,52,705,44.2,26.9,21.2,7.7,0
01,ATLANTIC,0110,ATLANTIC CITY,100.0,PENNSYLVANIA AVE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,59,734,18.6,23.7,20.3,33.9,3.4,3,*,*,58,724,27.6,27.6,19,25.9,0
01,ATLANTIC,0110,ATLANTIC CITY,120.0,RICHMOND AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,70,748,10,20,15.7,44.3,10,3,*,*,69,748,13,18.8,17.4,44.9,5.8
01,ATLANTIC,0110,ATLANTIC CITY,140.0,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,A,TOTAL,ALL STUDENTS,*,*,58,719,24.1,31,31,13.8,0,3,*,*,58,705,46.6,29.3,13.8,10.3,0
01,ATLANTIC,0110,ATLANTIC CITY,300.0,BRIGHTON AVENUE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,60,741,13.3,15,31.7,35,5,3,*,*,60,733,20,23.3,23.3,26.7,6.7
01,ATLANTIC,0110,ATLANTIC CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,545,11,534,730,18.9,25.7,25.3,26.6,3.6,3,541,12,529,721,31.4,24.6,20.4,21.7,1.9
01,ATLANTIC,0570,BRIGANTINE CITY,10.0,BRIGANTINE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,61,745,3.3,19.7,29.5,44.3,3.3,3,*,*,60,737,13.3,20,26.7,40,0
01,ATLANTIC,0570,BRIGANTINE CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,61,745,3.3,19.7,29.5,44.3,3.3,3,*,*,60,737,13.3,20,26.7,40,0
01,ATLANTIC,0590,BUENA REGIONAL,45.0,COLLINGS LAKES ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,30,752,0,16.7,26.7,50,6.7,3,*,*,30,736,16.7,13.3,36.7,33.3,0
01,ATLANTIC,0590,BUENA REGIONAL,55.0,JOHN C. MILANESI ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,61,748,9.8,19.7,19.7,36.1,14.8,3,*,*,61,739,21.3,14.8,19.7,39.3,4.9
01,ATLANTIC,0590,BUENA REGIONAL,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,92,748,7.6,18.5,21.7,40.2,12,3,*,*,92,737,20.7,14.1,25,37,3.3
01,ATLANTIC,1300,EGG HARBOR CITY,20.0,CHARLES L. SPRAGG SCHOOL,A,TOTAL,ALL STUDENTS,*,*,56,719,21.4,37.5,26.8,12.5,1.8,3,*,*,56,708,41.1,25,17.9,14.3,1.8
01,ATLANTIC,1300,EGG HARBOR CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,56,719,21.4,37.5,26.8,12.5,1.8,3,*,*,56,708,41.1,25,17.9,14.3,1.8
01,ATLANTIC,1310,EGG HARBOR TWP,33.0,CLAYTON J. DAVENPORT ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,211,740,11.8,18.5,31.8,32.2,5.7,3,*,*,209,742,11,20.6,27.3,37.3,3.8
01,ATLANTIC,1310,EGG HARBOR TWP,35.0,E. H. SLAYBAUGH ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,223,28,195,745,6.7,23.6,25.1,35.4,9.2,3,223,28,195,745,11.3,15.9,24.1,45.1,3.6
01,ATLANTIC,1310,EGG HARBOR TWP,50.0,H. RUSSEL SWIFT ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,110,751,7.3,10,31.8,39.1,11.8,3,*,*,110,748,8.2,10.9,25.5,53.6,1.8
01,ATLANTIC,1310,EGG HARBOR TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,551,35,516,744,8.9,18.6,29.3,34.9,8.3,3,549,35,514,745,10.5,16.7,25.7,43.8,3.3
01,ATLANTIC,1410,ESTELL MANOR CITY,50.0,ESTELL MANOR ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,22,744,13.6,9.1,31.8,40.9,4.5,3,*,*,22,726,13.6,31.8,36.4,18.2,0
01,ATLANTIC,1410,ESTELL MANOR CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,22,744,13.6,9.1,31.8,40.9,4.5,3,*,*,22,726,13.6,31.8,36.4,18.2,0
01,ATLANTIC,1540,FOLSOM BORO,50.0,FOLSOM ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,50,741,4,24,34,34,4,3,*,*,50,730,18,24,34,24,0
01,ATLANTIC,1540,FOLSOM BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,50,741,4,24,34,34,4,3,*,*,50,730,18,24,34,24,0
01,ATLANTIC,1690,GALLOWAY TWP,15.0,ARTHUR RANN ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,90,747,2.2,17.8,35.6,33.3,11.1,3,*,*,90,742,12.2,21.1,25.6,36.7,4.4
01,ATLANTIC,1690,GALLOWAY TWP,45.0,REEDS ROAD ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,87,752,6.9,13.8,25.3,40.2,13.8,3,*,*,87,738,12.6,20.7,29.9,36.8,0
01,ATLANTIC,1690,GALLOWAY TWP,46.0,ROLAND ROGERS ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,71,749,12.7,11.3,25.4,36.6,14.1,3,*,*,71,741,15.5,15.5,23.9,42.3,2.8
01,ATLANTIC,1690,GALLOWAY TWP,48.0,SMITHVILLE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,90,753,3.3,20,22.2,40,14.4,3,*,*,89,742,14.6,16.9,23.6,41.6,3.4
01,ATLANTIC,1690,GALLOWAY TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,351,13,338,750,5.9,16,27.2,37.6,13.3,3,350,13,337,741,13.6,18.7,25.8,39.2,2.7
01,ATLANTIC,1940,HAMILTON TWP,55.0,GEORGE L. HESS EDUCATIONAL COMPLEX,CD,TOTAL,ALL STUDENTS,334,13,321,745,7.5,16.5,28.7,43,4.4,3,*,*,325,740,14.2,16.3,28,38.8,2.8
01,ATLANTIC,1940,HAMILTON TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,334,13,321,745,7.5,16.5,28.7,43,4.4,3,*,*,325,740,14.2,16.3,28,38.8,2.8
01,ATLANTIC,1960,HAMMONTON TOWN,55.0,WARREN E. SOOY JR. ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,193,750,6.2,17.1,25.4,37.8,13.5,3,*,*,193,750,9.3,20.7,23.8,36.8,9.3
01,ATLANTIC,1960,HAMMONTON TOWN,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,193,750,6.2,17.1,25.4,37.8,13.5,3,*,*,193,750,9.3,20.7,23.8,36.8,9.3
01,ATLANTIC,2680,LINWOOD CITY,50.0,SEAVIEW ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,86,774,0,2.3,17.4,48.8,31.4,3,*,*,86,769,1.2,15.1,18.6,44.2,20.9
01,ATLANTIC,2680,LINWOOD CITY,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,86,774,0,2.3,17.4,48.8,31.4,3,*,*,86,769,1.2,15.1,18.6,44.2,20.9
01,ATLANTIC,3020,MARGATE CITY,25.0,WILLIAM H. ROSS III SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,46,783,0,2.2,2.2,60.9,34.8,3,*,*,45,781,2.2,0,13.3,66.7,17.8
01,ATLANTIC,3020,MARGATE CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,46,783,0,2.2,2.2,60.9,34.8,3,*,*,45,781,2.2,0,13.3,66.7,17.8
01,ATLANTIC,3480,MULLICA TWP,20.0,MULLICA TOWNSHIP PRIMARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,80,751,11.3,8.8,21.3,46.3,12.5,3,*,*,80,740,16.3,16.3,26.3,33.8,7.5
01,ATLANTIC,3480,MULLICA TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,80,751,11.3,8.8,21.3,46.3,12.5,3,*,*,80,740,16.3,16.3,26.3,33.8,7.5
01,ATLANTIC,3720,NORTHFIELD CITY,57.0,NORTHFIELD COMMUNITY ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,97,12,85,753,3.5,16.5,20,51.8,8.2,3,97,14,83,746,9.6,14.5,25.3,49.4,1.2
01,ATLANTIC,3720,NORTHFIELD CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,97,12,85,753,3.5,16.5,20,51.8,8.2,3,97,14,83,746,9.6,14.5,25.3,49.4,1.2
01,ATLANTIC,4180,PLEASANTVILLE CITY,60.0,WASHINGTON AVENUE ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,52,726,21.2,28.8,25,21.2,3.8,3,*,*,51,719,31.4,29.4,15.7,23.5,0
01,ATLANTIC,4180,PLEASANTVILLE CITY,80.0,LEEDS AVENUE ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,64,744,4.7,20.3,35.9,29.7,9.4,3,*,*,64,744,14.1,17.2,23.4,39.1,6.3
01,ATLANTIC,4180,PLEASANTVILLE CITY,85.0,NORTH MAIN ST ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,62,736,14.5,16.1,38.7,24.2,6.5,3,*,*,62,722,29,22.6,32.3,14.5,1.6
01,ATLANTIC,4180,PLEASANTVILLE CITY,95.0,SOUTH MAIN STREET ELEMENTARY SCHOOL,A,TOTAL,ALL STUDENTS,*,*,88,743,4.5,23.9,23.9,44.3,3.4,3,*,*,87,724,27.6,14.9,28.7,28.7,0
01,ATLANTIC,4180,PLEASANTVILLE CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,266,738,10.2,22.2,30.5,31.6,5.6,3,*,*,264,727,25.4,20.1,25.8,26.9,1.9
01,ATLANTIC,4240,PORT REPUBLIC CITY,50.0,PORT REPUBLIC ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,14,752,7.1,7.1,28.6,50,7.1,3,*,*,14,757,7.1,0,35.7,57.1,0
01,ATLANTIC,4240,PORT REPUBLIC CITY,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,14,752,7.1,7.1,28.6,50,7.1,3,*,*,14,757,7.1,0,35.7,57.1,0
01,ATLANTIC,4800,SOMERS POINT CITY,50.0,DAWES AVENUE ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,47,732,17,19.1,36.2,23.4,4.3,3,*,*,47,721,31.9,31.9,10.6,25.5,0
01,ATLANTIC,4800,SOMERS POINT CITY,55.0,JORDAN ROAD ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,50,725,16,30,32,22,0,3,*,*,50,717,34,20,26,20,0
01,ATLANTIC,4800,SOMERS POINT CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,97,728,16.5,24.7,34,22.7,2.1,3,*,*,97,719,33,25.8,18.6,22.7,0
01,ATLANTIC,5350,VENTNOR CITY,45.0,VENTNOR ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,93,753,3.2,21.5,24.7,34.4,16.1,3,*,*,92,751,10.9,14.1,22.8,45.7,6.5
01,ATLANTIC,5350,VENTNOR CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,93,753,3.2,21.5,24.7,34.4,16.1,3,*,*,92,751,10.9,14.1,22.8,45.7,6.5
01,ATLANTIC,5760,WEYMOUTH TWP,20.0,WEYMOUTH TOWNSHIP ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,14,756,0,0,42.9,50,7.1,3,*,*,14,740,14.3,7.1,42.9,35.7,0
01,ATLANTIC,5760,WEYMOUTH TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,14,756,0,0,42.9,50,7.1,3,*,*,14,740,14.3,7.1,42.9,35.7,0
03,BERGEN,0040,ALLENDALE BORO,20.0,HILLSIDE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,92,779,0,5.4,17.4,37,40.2,3,*,*,91,780,1.1,8.8,13.2,52.7,24.2
03,BERGEN,0040,ALLENDALE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,92,779,0,5.4,17.4,37,40.2,3,*,*,91,780,1.1,8.8,13.2,52.7,24.2
03,BERGEN,0080,ALPINE BORO,10.0,ALPINE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,16,768,6.3,0,12.5,62.5,18.8,3,*,*,16,800,0,0,12.5,50,37.5
03,BERGEN,0080,ALPINE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,16,768,6.3,0,12.5,62.5,18.8,3,*,*,16,800,0,0,12.5,50,37.5
03,BERGEN,0300,BERGENFIELD BORO,40.0,FRANKLIN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,52,762,15.4,1.9,7.7,50,25,3,*,*,51,757,13.7,7.8,13.7,52.9,11.8
03,BERGEN,0300,BERGENFIELD BORO,50.0,HOOVER ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,37,738,13.5,29.7,21.6,27,8.1,3,*,*,37,744,10.8,32.4,18.9,27,10.8
03,BERGEN,0300,BERGENFIELD BORO,60.0,JEFFERSON ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,39,755,5.1,20.5,12.8,46.2,15.4,3,*,*,39,760,5.1,15.4,23.1,41,15.4
03,BERGEN,0300,BERGENFIELD BORO,70.0,LINCOLN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,47,771,6.4,2.1,17,42.6,31.9,3,*,*,47,774,8.5,6.4,8.5,55.3,21.3
03,BERGEN,0300,BERGENFIELD BORO,80.0,WASHINGTON ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,67,755,6,6,23.9,47.8,16.4,3,*,*,67,751,9,16.4,16.4,53.7,4.5
03,BERGEN,0300,BERGENFIELD BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,242,757,9.1,10.3,16.9,43.8,19.8,3,*,*,241,757,9.5,14.9,15.8,47.7,12
03,BERGEN,0440,BOGOTA BORO,30.0,E. ROY BIXBY,DE,TOTAL,ALL STUDENTS,*,*,39,773,2.6,0,17.9,59,20.5,3,*,*,39,767,5.1,10.3,12.8,61.5,10.3
03,BERGEN,0440,BOGOTA BORO,50.0,LILLIAN M. STEEN,DE,TOTAL,ALL STUDENTS,*,*,41,745,17.1,4.9,22,48.8,7.3,3,*,*,41,763,12.2,9.8,14.6,43.9,19.5
03,BERGEN,0440,BOGOTA BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,80,759,10,2.5,20,53.8,13.8,3,*,*,80,765,8.8,10,13.8,52.5,15
03,BERGEN,0740,CARLSTADT BORO,50.0,CARLSTADT PUBLIC SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,52,750,3.8,9.6,34.6,50,1.9,3,*,*,52,753,7.7,13.5,19.2,53.8,5.8
03,BERGEN,0740,CARLSTADT BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,52,750,3.8,9.6,34.6,50,1.9,3,*,*,52,753,7.7,13.5,19.2,53.8,5.8
03,BERGEN,0890,CLIFFSIDE PARK BORO,50.0,SCHOOL #3,B,TOTAL,ALL STUDENTS,*,*,46,747,4.3,15.2,32.6,39.1,8.7,3,*,*,46,742,8.7,17.4,30.4,41.3,2.2
03,BERGEN,0890,CLIFFSIDE PARK BORO,60.0,SCHOOL #4,B,TOTAL,ALL STUDENTS,*,*,47,758,2.1,12.8,25.5,40.4,19.1,3,*,*,46,768,0,2.2,26.1,60.9,10.9
03,BERGEN,0890,CLIFFSIDE PARK BORO,70.0,SCHOOL #5,B,TOTAL,ALL STUDENTS,*,*,31,764,3.2,3.2,12.9,67.7,12.9,3,*,*,31,762,3.2,12.9,19.4,58.1,6.5
03,BERGEN,0890,CLIFFSIDE PARK BORO,80.0,SCHOOL #6,B,TOTAL,ALL STUDENTS,*,*,39,757,5.1,12.8,15.4,48.7,17.9,3,*,*,39,758,5.1,12.8,20.5,56.4,5.1
03,BERGEN,0890,CLIFFSIDE PARK BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,163,756,3.7,11.7,22.7,47.2,14.7,3,*,*,162,757,4.3,11.1,24.7,53.7,6.2
03,BERGEN,0930,CLOSTER BORO,50.0,HILLSIDE ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,112,772,0,6.3,18.8,46.4,28.6,3,*,*,112,775,2.7,6.3,13.4,60.7,17
03,BERGEN,0930,CLOSTER BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,113,771,.9,6.2,18.6,46,28.3,3,*,*,113,774,3.5,6.2,13.3,60.2,16.8
03,BERGEN,0990,CRESSKILL BORO,50.0,EDWARD H. BRYAN,I,TOTAL,ALL STUDENTS,*,*,71,767,2.8,7,15.5,53.5,21.1,3,*,*,70,771,1.4,1.4,17.1,72.9,7.1
03,BERGEN,0990,CRESSKILL BORO,60.0,MERRITT MEMORIAL,I,TOTAL,ALL STUDENTS,*,*,54,773,0,1.9,13,59.3,25.9,3,*,*,52,780,0,1.9,13.5,71.2,13.5
03,BERGEN,0990,CRESSKILL BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,125,770,1.6,4.8,14.4,56,23.2,3,*,*,122,775,.8,1.6,15.6,72.1,9.8
03,BERGEN,1070,DEMAREST BORO,50.0,LUTHER LEE EMERSON SCHOOL,I,TOTAL,ALL STUDENTS,*,*,81,774,1.2,8.6,11.1,48.1,30.9,3,*,*,80,784,0,6.3,12.5,56.3,25
03,BERGEN,1070,DEMAREST BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,81,774,1.2,8.6,11.1,48.1,30.9,3,*,*,80,784,0,6.3,12.5,56.3,25
03,BERGEN,1130,DUMONT BORO,50.0,GRANT ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,63,761,1.6,6.3,27,50.8,14.3,3,*,*,63,768,1.6,9.5,19,55.6,14.3
03,BERGEN,1130,DUMONT BORO,60.0,HONISS ELEMENTARY\MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,40,755,7.5,10,22.5,45,15,3,*,*,40,749,0,20,30,47.5,2.5
03,BERGEN,1130,DUMONT BORO,70.0,LINCOLN ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,38,760,0,5.3,44.7,31.6,18.4,3,*,*,38,762,2.6,7.9,26.3,47.4,15.8
03,BERGEN,1130,DUMONT BORO,80.0,SELZER ELEMENTARY\MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,36,768,0,8.3,25,38.9,27.8,3,*,*,36,773,0,13.9,13.9,52.8,19.4
03,BERGEN,1130,DUMONT BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,177,761,2.3,7.3,29.4,42.9,18.1,3,*,*,177,764,1.1,12.4,22,51.4,13
03,BERGEN,1230,EAST RUTHERFORD BORO,80.0,MCKENZIE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,84,745,6,16.7,32.1,38.1,7.1,3,*,*,83,743,14.5,14.5,25.3,43.4,2.4
03,BERGEN,1230,EAST RUTHERFORD BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,84,745,6,16.7,32.1,38.1,7.1,3,*,*,83,743,14.5,14.5,25.3,43.4,2.4
03,BERGEN,1270,EDGEWATER BORO,50.0,ELEANOR VAN GELDER,GH,TOTAL,ALL STUDENTS,*,*,117,763,3.4,12,20.5,40.2,23.9,3,*,*,111,756,11.7,12.6,17.1,47.7,10.8
03,BERGEN,1270,EDGEWATER BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,117,763,3.4,12,20.5,40.2,23.9,3,*,*,111,756,11.7,12.6,17.1,47.7,10.8
03,BERGEN,1345,ELMWOOD PARK,70.0,GANTNER AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,76,748,1.3,17.1,32.9,44.7,3.9,3,*,*,76,748,11.8,17.1,19.7,46.1,5.3
03,BERGEN,1345,ELMWOOD PARK,80.0,GILBERT AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,86,743,10.5,15.1,30.2,37.2,7,3,*,*,86,755,7,10.5,26.7,50,5.8
03,BERGEN,1345,ELMWOOD PARK,90.0,SIXTEENTH AVENUE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,84,754,3.6,17.9,23.8,38.1,16.7,3,*,*,85,745,8.2,15.3,31.8,41.2,3.5
03,BERGEN,1345,ELMWOOD PARK,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,246,748,5.3,16.7,28.9,39.8,9.3,3,*,*,247,749,8.9,14.2,26.3,45.7,4.9
03,BERGEN,1360,EMERSON BORO,60.0,PATRICK M VILLANO SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,76,752,3.9,6.6,35.5,46.1,7.9,3,*,*,76,767,2.6,9.2,25,51.3,11.8
03,BERGEN,1360,EMERSON BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,77,752,3.9,6.5,35.1,46.8,7.8,3,*,*,77,766,2.6,9.1,26,50.6,11.7
03,BERGEN,1370,ENGLEWOOD CITY,86.0,DR. JOHN GRIECO ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,203,741,3.4,22.7,41.4,28.1,4.4,3,*,*,198,744,6.6,16.2,36.4,39.4,1.5
03,BERGEN,1370,ENGLEWOOD CITY,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,203,741,3.4,22.7,41.4,28.1,4.4,3,*,*,198,744,6.6,16.2,36.4,39.4,1.5
03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,60.0,UPPER SCHOOL,I,TOTAL,ALL STUDENTS,*,*,55,770,1.8,1.8,25.5,40,30.9,3,*,*,55,763,3.6,12.7,20,50.9,12.7
03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,55,770,1.8,1.8,25.5,40,30.9,3,*,*,55,763,3.6,12.7,20,50.9,12.7
03,BERGEN,1450,FAIR LAWN BORO,80.0,HENRY B. MILNES ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,65,783,0,1.5,13.8,41.5,43.1,3,*,*,64,778,0,6.3,9.4,62.5,21.9
03,BERGEN,1450,FAIR LAWN BORO,85.0,JOHN A. FORREST ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,49,753,2,12.2,34.7,40.8,10.2,3,*,*,49,741,12.2,14.3,30.6,42.9,0
03,BERGEN,1450,FAIR LAWN BORO,100.0,LYNCREST ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,49,779,2,4.1,16.3,44.9,32.7,3,*,*,48,779,2.1,4.2,16.7,54.2,22.9
03,BERGEN,1450,FAIR LAWN BORO,110.0,RADBURN ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,71,766,1.4,8.5,19.7,46.5,23.9,3,*,*,70,758,5.7,8.6,22.9,57.1,5.7
03,BERGEN,1450,FAIR LAWN BORO,140.0,WARREN POINT ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,77,773,0,1.3,15.6,58.4,24.7,3,*,*,77,758,2.6,9.1,29.9,54.5,3.9
03,BERGEN,1450,FAIR LAWN BORO,160.0,WESTMORELAND ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,52,780,1.9,0,11.5,50,36.5,3,*,*,52,776,1.9,5.8,11.5,61.5,19.2
03,BERGEN,1450,FAIR LAWN BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,363,773,1.1,4.4,18.2,47.7,28.7,3,*,*,360,765,3.9,8.1,20.6,55.8,11.7
03,BERGEN,1470,FAIRVIEW BORO,80.0,NUMBER THREE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,141,736,9.2,27.7,29.1,31.2,2.8,3,*,*,136,730,22.8,15.4,30.1,30.9,.7
03,BERGEN,1470,FAIRVIEW BORO,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,141,736,9.2,27.7,29.1,31.2,2.8,3,*,*,136,730,22.8,15.4,30.1,30.9,.7
03,BERGEN,1550,FORT LEE BORO,60.0,SCHOOL NO. 1,FG,TOTAL,ALL STUDENTS,*,*,104,775,0,7.7,12.5,51.9,27.9,3,*,*,99,774,3,12.1,8.1,62.6,14.1
03,BERGEN,1550,FORT LEE BORO,70.0,SCHOOL NO. 2,FG,TOTAL,ALL STUDENTS,*,*,54,760,1.9,11.1,24.1,46.3,16.7,3,*,*,50,770,6,8,22,46,18
