COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,LATEST_REGISTERED TO TEST_MATH,LATEST_NOT TESTED ** (See Below)_MATH,LATEST_VALID SCORES_MATH,LATEST_MEAN SCALE SCORE_MATH,LATEST_L1 PERCENT_MATH,LATEST_L2 PERCENT_MATH,LATEST_L3 PERCENT_MATH,LATEST_L4 PERCENT_MATH,LATEST_L5 PERCENT_MATH,GRADE,LATEST_REGISTERED TO TEST_LA,LATEST_NOT TESTED ** (See Below)_LA,LATEST_VALID SCORES_LA,LATEST_MEAN SCALE SCORE_LA,LATEST_L1 PERCENT_LA,LATEST_L2 PERCENT_LA,LATEST_L3 PERCENT_LA,LATEST_L4 PERCENT_LA,LATEST_L5 PERCENT_LA
41,WARREN,1670,FRELINGHUYSEN TWP,50.0,FRELINGHUYSEN TOWNSHIP ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,19,753,0,10.5,31.6,52.6,5.3,3,*,*,19,760,0,0,31.6,68.4,0
41,WARREN,1670,FRELINGHUYSEN TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,19,753,0,10.5,31.6,52.6,5.3,3,*,*,19,760,0,0,31.6,68.4,0
41,WARREN,1785,GREAT MEADOWS REGIONAL,60.0,LIBERTY ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,62,765,1.6,4.8,19.4,59.7,14.5,3,*,*,62,757,4.8,1.6,32.3,56.5,4.8
41,WARREN,1785,GREAT MEADOWS REGIONAL,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,62,765,1.6,4.8,19.4,59.7,14.5,3,*,*,62,757,4.8,1.6,32.3,56.5,4.8
41,WARREN,1840,GREENWICH TWP,40.0,GREENWICH SCHOOL,I,TOTAL,ALL STUDENTS,*,*,71,757,1.4,19.7,18.3,49.3,11.3,3,*,*,71,752,7,18.3,15.5,53.5,5.6
41,WARREN,1840,GREENWICH TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,71,757,1.4,19.7,18.3,49.3,11.3,3,*,*,71,752,7,18.3,15.5,53.5,5.6
41,WARREN,1870,HACKETTSTOWN,70.0,HATCHERY HILL ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,52,754,1.9,17.3,26.9,44.2,9.6,3,*,*,52,755,3.8,9.6,36.5,46.2,3.8
41,WARREN,1870,HACKETTSTOWN,90.0,WILLOW GROVE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,47,762,4.3,6.4,14.9,55.3,19.1,3,*,*,46,753,6.5,6.5,34.8,47.8,4.3
41,WARREN,1870,HACKETTSTOWN,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,99,758,3,12.1,21.2,49.5,14.1,3,*,*,98,754,5.1,8.2,35.7,46.9,4.1
41,WARREN,2040,HARMONY TWP,30.0,HARMONY TOWNSHIP SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,24,745,0,20.8,45.8,25,8.3,3,*,*,24,739,12.5,29.2,12.5,41.7,4.2
41,WARREN,2040,HARMONY TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,24,745,0,20.8,45.8,25,8.3,3,*,*,24,739,12.5,29.2,12.5,41.7,4.2
41,WARREN,2250,HOPE TWP,50.0,HOPE TOWNSHIP SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,15,748,0,13.3,33.3,53.3,0,3,*,*,15,748,0,13.3,33.3,53.3,0
41,WARREN,2250,HOPE TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,15,748,0,13.3,33.3,53.3,0,3,*,*,15,748,0,13.3,33.3,53.3,0
41,WARREN,2470,KNOWLTON TWP,40.0,KNOWLTON TOWNSHIP BOARD OF EDUCATION,FG,TOTAL,ALL STUDENTS,*,*,28,739,10.7,25,21.4,39.3,3.6,3,*,*,28,742,7.1,21.4,32.1,39.3,0
41,WARREN,2470,KNOWLTON TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,28,739,10.7,25,21.4,39.3,3.6,3,*,*,28,742,7.1,21.4,32.1,39.3,0
41,WARREN,2790,LOPATCONG TWP,50.0,LOPATCONG ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,82,751,6.1,14.6,20.7,51.2,7.3,3,*,*,82,751,6.1,20.7,13.4,54.9,4.9
41,WARREN,2790,LOPATCONG TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,82,751,6.1,14.6,20.7,51.2,7.3,3,*,*,82,751,6.1,20.7,13.4,54.9,4.9
41,WARREN,2970,MANSFIELD TWP,50.0,MANSFIELD TOWNSHIP ELEMENTARY,FG,TOTAL,ALL STUDENTS,*,*,106,741,12.3,15.1,32.1,38.7,1.9,3,*,*,106,736,14.2,21.7,29.2,34.9,0
41,WARREN,2970,MANSFIELD TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,106,741,12.3,15.1,32.1,38.7,1.9,3,*,*,106,736,14.2,21.7,29.2,34.9,0
41,WARREN,3890,OXFORD TWP,50.0,OXFORD CENTRAL SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,37,760,0,8.1,13.5,73,5.4,3,*,*,37,763,0,2.7,27,70.3,0
41,WARREN,3890,OXFORD TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,37,760,0,8.1,13.5,73,5.4,3,*,*,37,763,0,2.7,27,70.3,0
41,WARREN,4100,PHILLIPSBURG TOWN,60.0,ANDOVER MORRIS ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,106,753,1.9,15.1,31.1,37.7,14.2,3,*,*,106,736,13.2,28.3,22.6,34.9,.9
41,WARREN,4100,PHILLIPSBURG TOWN,105.0,GREEN STREET ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,118,743,6.8,18.6,33.1,33.9,7.6,3,*,*,118,730,20.3,21.2,30.5,27.1,.8
41,WARREN,4100,PHILLIPSBURG TOWN,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,224,748,4.5,17,32.1,35.7,10.7,3,*,*,224,733,17,24.6,26.8,30.8,.9
41,WARREN,4200,POHATCONG TWP,40.0,POHATCONG TOWNSHIP SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,29,744,10.3,13.8,31,41.4,3.4,3,*,*,29,740,6.9,24.1,34.5,34.5,0
41,WARREN,4200,POHATCONG TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,29,744,10.3,13.8,31,41.4,3.4,3,*,*,29,740,6.9,24.1,34.5,34.5,0
41,WARREN,5480,WASHINGTON BORO,55.0,WASHINGTON MEMORIAL ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,74,732,14.9,25.7,27,29.7,2.7,3,*,*,74,741,12.2,20.3,25.7,40.5,1.4
41,WARREN,5480,WASHINGTON BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,74,732,14.9,25.7,27,29.7,2.7,3,*,*,74,741,12.2,20.3,25.7,40.5,1.4
41,WARREN,5530,WASHINGTON TWP,50.0,PORT COLDEN SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,61,756,4.9,9.8,16.4,62.3,6.6,3,*,*,61,758,6.6,6.6,27.9,50.8,8.2
41,WARREN,5530,WASHINGTON TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,61,756,4.9,9.8,16.4,62.3,6.6,3,*,*,61,758,6.6,6.6,27.9,50.8,8.2
41,WARREN,5780,WHITE TWP,50.0,WHITE TOWNSHIP CONSOLIDATED SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,33,765,3,6.1,15.2,48.5,27.3,3,*,*,33,756,0,15.2,33.3,48.5,3
41,WARREN,5780,WHITE TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,33,765,3,6.1,15.2,48.5,27.3,3,*,*,33,756,0,15.2,33.3,48.5,3
80,CHARTERS,6013,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,900.0,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,79,761,0,7.6,31.6,39.2,21.5,3,*,*,79,770,2.5,8.9,22.8,49.4,16.5
80,CHARTERS,6013,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,79,761,0,7.6,31.6,39.2,21.5,3,*,*,79,770,2.5,8.9,22.8,49.4,16.5
80,CHARTERS,6017,FOUNDATION ACADEMY CS,932.0,FOUNDATION ACADEMY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,78,738,11.5,15.4,37.2,33.3,2.6,3,*,*,78,721,25.6,24.4,35.9,14.1,0
80,CHARTERS,6017,FOUNDATION ACADEMY CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,78,738,11.5,15.4,37.2,33.3,2.6,3,*,*,78,721,25.6,24.4,35.9,14.1,0
80,CHARTERS,6021,COMMUNITY CHARTER SCHOOL OF PATERSO,905.0,COMMUNITY CHARTER SCHOOL OF PATERSON,R,TOTAL,ALL STUDENTS,*,*,100,733,13,30,27,27,3,3,*,*,100,728,24,21,30,25,0
80,CHARTERS,6021,COMMUNITY CHARTER SCHOOL OF PATERSO,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,100,733,13,30,27,27,3,3,*,*,100,728,24,21,30,25,0
80,CHARTERS,6022,BURCH CHARTER SCHOOL OF EXCELLENCE,990.0,BURCH CHARTER SCHOOL OF EXCELLENCE,R,TOTAL,ALL STUDENTS,*,*,58,741,10.3,19,29.3,29.3,12.1,3,*,*,58,746,10.3,17.2,29.3,39.7,3.4
80,CHARTERS,6022,BURCH CHARTER SCHOOL OF EXCELLENCE,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,58,741,10.3,19,29.3,29.3,12.1,3,*,*,58,746,10.3,17.2,29.3,39.7,3.4
80,CHARTERS,6024,CAMDENS PRIDE CHARTER SCHOOL,906.0,CAMDENS PRIDE CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,48,750,2.1,14.6,37.5,37.5,8.3,3,*,*,48,753,4.2,18.8,22.9,47.9,6.3
80,CHARTERS,6024,CAMDENS PRIDE CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,48,750,2.1,14.6,37.5,37.5,8.3,3,*,*,48,753,4.2,18.8,22.9,47.9,6.3
80,CHARTERS,6026,RIVERBANK CHARTER SCHOOL OF EXCELLE,908.0,RIVERBANK CHARTER SCHOOL OF EXCELLENCE,R,TOTAL,ALL STUDENTS,*,*,34,768,0,11.8,8.8,52.9,26.5,3,*,*,34,764,5.9,5.9,20.6,58.8,8.8
80,CHARTERS,6026,RIVERBANK CHARTER SCHOOL OF EXCELLE,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,34,768,0,11.8,8.8,52.9,26.5,3,*,*,34,764,5.9,5.9,20.6,58.8,8.8
80,CHARTERS,6028,VINELAND PUBLIC CHARTER SCHOOL,910.0,VINELAND PUBLIC CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,37,747,5.4,13.5,37.8,37.8,5.4,3,*,*,37,756,2.7,18.9,24.3,45.9,8.1
80,CHARTERS,6028,VINELAND PUBLIC CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,37,747,5.4,13.5,37.8,37.8,5.4,3,*,*,37,756,2.7,18.9,24.3,45.9,8.1
80,CHARTERS,6029,NEWARK EDUCATORS COMMUNITY CHARTER SCHOOL,911.0,NEWARK EDUCATORS COMMUNITY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,51,724,21.6,37.3,23.5,17.6,0,3,*,*,51,726,17.6,35.3,31.4,15.7,0
80,CHARTERS,6029,NEWARK EDUCATORS COMMUNITY CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,51,724,21.6,37.3,23.5,17.6,0,3,*,*,51,726,17.6,35.3,31.4,15.7,0
80,CHARTERS,6030,THE ETHICAL COMMUNITY CHARTER SCHOOL,912.0,THE ETHICAL COMMUNITY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,39,758,10.3,7.7,17.9,46.2,17.9,3,*,*,39,760,5.1,7.7,15.4,69.2,2.6
80,CHARTERS,6030,THE ETHICAL COMMUNITY CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,39,758,10.3,7.7,17.9,46.2,17.9,3,*,*,39,760,5.1,7.7,15.4,69.2,2.6
80,CHARTERS,6036,HOLA HOBOKEN DUAL LANG CS,921.0,HOBOKEN DUAL LANGUAGE CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,43,770,0,11.6,9.3,51.2,27.9,3,*,*,43,772,0,7,14,65.1,14
80,CHARTERS,6036,HOLA HOBOKEN DUAL LANG CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,43,770,0,11.6,9.3,51.2,27.9,3,*,*,43,772,0,7,14,65.1,14
80,CHARTERS,6037,NEWARK LEGACY CS,922.0,NEWARK LEGACY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,94,733,8.5,28.7,35.1,27.7,0,3,*,*,94,729,20.2,29.8,23.4,24.5,2.1
80,CHARTERS,6037,NEWARK LEGACY CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,94,733,8.5,28.7,35.1,27.7,0,3,*,*,94,729,20.2,29.8,23.4,24.5,2.1
80,CHARTERS,6041,HATIKVAH INTERNATIONAL CS,916.0,HATIKVAH INTERNATIONAL CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,49,763,4.1,6.1,22.4,51,16.3,3,*,*,49,760,6.1,6.1,22.4,57.1,8.2
80,CHARTERS,6041,HATIKVAH INTERNATIONAL CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,49,763,4.1,6.1,22.4,51,16.3,3,*,*,49,760,6.1,6.1,22.4,57.1,8.2
80,CHARTERS,6058,ROSEVILLE COMMUNITY CS,939.0,ROSEVILLE COMMUNITY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,62,746,4.8,17.7,30.6,38.7,8.1,3,*,*,62,735,12.9,16.1,41.9,25.8,3.2
80,CHARTERS,6058,ROSEVILLE COMMUNITY CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,62,746,4.8,17.7,30.6,38.7,8.1,3,*,*,62,735,12.9,16.1,41.9,25.8,3.2
80,CHARTERS,6060,ATLANTIC CITY COMMUNITY CHARTER SCHOOL,942.0,ATLANTIC CITY COMMUNITY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,28,725,25,32.1,17.9,17.9,7.1,3,*,*,28,717,39.3,7.1,28.6,25,0
80,CHARTERS,6060,ATLANTIC CITY COMMUNITY CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,28,725,25,32.1,17.9,17.9,7.1,3,*,*,28,717,39.3,7.1,28.6,25,0
80,CHARTERS,6063,CAMDEN COMMUNITY CHARTER SCHOOL,945.0,CAMDEN COMMUNITY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,100,704,43,35,16,6,0,3,*,*,100,703,43,33,17,7,0
80,CHARTERS,6063,CAMDEN COMMUNITY CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,100,704,43,35,16,6,0,3,*,*,100,703,43,33,17,7,0
80,CHARTERS,6064,DR LENA EDWARDS ACADEMIC CHARTER SCHOOL,946.0,DR LENA EDWARDS ACADEMIC CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,43,737,9.3,25.6,34.9,20.9,9.3,3,*,*,43,732,16.3,27.9,23.3,30.2,2.3
80,CHARTERS,6064,DR LENA EDWARDS ACADEMIC CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,43,737,9.3,25.6,34.9,20.9,9.3,3,*,*,43,732,16.3,27.9,23.3,30.2,2.3
80,CHARTERS,6067,KINGDOM CS OF LEADERSHIP,949.0,THE KINGDOM CHARTER SCHOOL OF LEADERSHIP,R,TOTAL,ALL STUDENTS,*,*,33,744,6.1,18.2,27.3,45.5,3,3,*,*,33,741,18.2,3,36.4,42.4,0
80,CHARTERS,6067,KINGDOM CS OF LEADERSHIP,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,33,744,6.1,18.2,27.3,45.5,3,3,*,*,33,741,18.2,3,36.4,42.4,0
80,CHARTERS,6069,MILLVILLE PUBLIC CHARTER SCHOOL,952.0,MILLVILLE PUBLIC CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,44,747,6.8,15.9,25,47.7,4.5,3,*,*,46,751,10.9,10.9,17.4,58.7,2.2
80,CHARTERS,6069,MILLVILLE PUBLIC CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,44,747,6.8,15.9,25,47.7,4.5,3,*,*,46,751,10.9,10.9,17.4,58.7,2.2
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,964.0,JOHN P. HOLLAND CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,22,755,0,4.5,40.9,50,4.5,3,*,*,22,748,0,27.3,31.8,36.4,4.5
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,22,755,0,4.5,40.9,50,4.5,3,*,*,22,748,0,27.3,31.8,36.4,4.5
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,966.0,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,78,738,6.4,32.1,29.5,26.9,5.1,3,*,*,78,737,10.3,29.5,35.9,20.5,3.8
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,78,738,6.4,32.1,29.5,26.9,5.1,3,*,*,78,737,10.3,29.5,35.9,20.5,3.8
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,967.0,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,44,799,0,0,2.3,31.8,65.9,3,*,*,44,813,0,2.3,4.5,31.8,61.4
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,44,799,0,0,2.3,31.8,65.9,3,*,*,44,813,0,2.3,4.5,31.8,61.4
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,963.0,BELOVED COMMUNITY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,125,744,6.4,24.8,28.8,33.6,6.4,3,*,*,125,743,12,21.6,26.4,36,4
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,125,744,6.4,24.8,28.8,33.6,6.4,3,*,*,125,743,12,21.6,26.4,36,4
80,CHARTERS,6083,KNOWLEDGE A TO Z CHARTER SCHOOL,968.0,KNOWLEDGE A TO Z CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,64,744,6.3,23.4,20.3,39.1,10.9,3,*,*,64,741,14.1,20.3,25,34.4,6.3
80,CHARTERS,6083,KNOWLEDGE A TO Z CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,64,744,6.3,23.4,20.3,39.1,10.9,3,*,*,64,741,14.1,20.3,25,34.4,6.3
80,CHARTERS,6086,HOPE COMMUNITY CS,972.0,HOPE COMMUNITY CS,R,TOTAL,ALL STUDENTS,*,*,48,722,20.8,31.3,22.9,22.9,2.1,3,*,*,48,721,25,31.3,25,18.8,0
80,CHARTERS,6086,HOPE COMMUNITY CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,48,722,20.8,31.3,22.9,22.9,2.1,3,*,*,48,721,25,31.3,25,18.8,0
80,CHARTERS,6089,COMPASS ACADEMY CS,976.0,COMPASS ACADEMY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,32,737,9.4,21.9,37.5,28.1,3.1,3,*,*,32,738,9.4,31.3,31.3,25,3.1
80,CHARTERS,6089,COMPASS ACADEMY CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,32,737,9.4,21.9,37.5,28.1,3.1,3,*,*,32,738,9.4,31.3,31.3,25,3.1
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,981.0,JERSEY CITY GLOBAL CS,R,TOTAL,ALL STUDENTS,*,*,58,755,5.2,17.2,20.7,43.1,13.8,3,*,*,57,770,7,14,12.3,43.9,22.8
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,58,755,5.2,17.2,20.7,43.1,13.8,3,*,*,57,770,7,14,12.3,43.9,22.8
80,CHARTERS,6094,PHILLIP'S ACADEMY  CS,968.0,PHILLIP'S ACADEMY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,39,754,0,12.8,30.8,48.7,7.7,3,*,*,39,764,0,7.7,23.1,59,10.3
80,CHARTERS,6094,PHILLIP'S ACADEMY  CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,39,754,0,12.8,30.8,48.7,7.7,3,*,*,39,764,0,7.7,23.1,59,10.3
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CS,982.0,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,57,731,14,22.8,38.6,24.6,0,3,*,*,57,741,19.3,21.1,17.5,33.3,8.8
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,57,731,14,22.8,38.6,24.6,0,3,*,*,57,741,19.3,21.1,17.5,33.3,8.8
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,995.0,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,39,741,7.7,28.2,25.6,30.8,7.7,3,*,*,39,732,17.9,25.6,33.3,20.5,2.6
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,39,741,7.7,28.2,25.6,30.8,7.7,3,*,*,39,732,17.9,25.6,33.3,20.5,2.6
80,CHARTERS,6182,INTERNATIONAL ACADEMY OF TRENTON CHARTER SCHOOL,913.0,INTERNATIONAL ACADEMY OF TRENTON CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,81,701,50.6,32.1,12.3,4.9,0,3,*,*,81,699,49.4,32.1,11.1,7.4,0
80,CHARTERS,6182,INTERNATIONAL ACADEMY OF TRENTON CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,81,701,50.6,32.1,12.3,4.9,0,3,*,*,81,699,49.4,32.1,11.1,7.4,0
80,CHARTERS,6232,ENVIRONMENT COMMUNITY CS,920.0,ENVIRONMENT COMMUNITY OPPORTUNITY (ECO) CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,31,735,6.5,32.3,22.6,38.7,0,3,*,*,31,744,6.5,16.1,35.5,41.9,0
80,CHARTERS,6232,ENVIRONMENT COMMUNITY CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,31,735,6.5,32.3,22.6,38.7,0,3,*,*,31,744,6.5,16.1,35.5,41.9,0
80,CHARTERS,6240,FREEDOM PREP CHARTER SCHOOL,900.0,FREEDOM PREP CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,56,716,25,32.1,32.1,10.7,0,3,*,*,56,712,37.5,32.1,16.1,12.5,1.8
80,CHARTERS,6240,FREEDOM PREP CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,56,716,25,32.1,32.1,10.7,0,3,*,*,56,712,37.5,32.1,16.1,12.5,1.8
80,CHARTERS,6410,EAST ORANGE COMMUNITY CS,920.0,EAST ORANGE COMMUNITY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,87,741,5.7,20.7,33.3,37.9,2.3,3,*,*,87,752,8,12.6,27.6,48.3,3.4
80,CHARTERS,6410,EAST ORANGE COMMUNITY CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,87,741,5.7,20.7,33.3,37.9,2.3,3,*,*,87,752,8,12.6,27.6,48.3,3.4
80,CHARTERS,6420,ELYSIAN CS OF HOBOKEN,925.0,ELYSIAN CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,31,763,0,16.1,16.1,51.6,16.1,3,*,*,31,771,0,3.2,22.6,64.5,9.7
80,CHARTERS,6420,ELYSIAN CS OF HOBOKEN,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,31,763,0,16.1,16.1,51.6,16.1,3,*,*,31,771,0,3.2,22.6,64.5,9.7
80,CHARTERS,6430,ENGLEWOOD ON THE PALISADES CHARTER SCHOOL,930.0,ENGLEWOOD ON THE PALISADES CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,33,755,0,12.1,21.2,60.6,6.1,3,*,*,33,763,12.1,9.1,9.1,54.5,15.2
80,CHARTERS,6430,ENGLEWOOD ON THE PALISADES CHARTER SCHOOL,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,33,755,0,12.1,21.2,60.6,6.1,3,*,*,33,763,12.1,9.1,9.1,54.5,15.2
80,CHARTERS,6635,GREATER BRUNSWICK CS,930.0,GREATER BRUNSWICK CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,40,746,12.5,22.5,22.5,25,17.5,3,*,*,42,744,21.4,16.7,19,33.3,9.5
80,CHARTERS,6635,GREATER BRUNSWICK CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,40,746,12.5,22.5,22.5,25,17.5,3,*,*,42,744,21.4,16.7,19,33.3,9.5
80,CHARTERS,6665,GRAY CS,930.0,THE GRAY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,47,748,4.3,14.9,38.3,36.2,6.4,3,*,*,46,753,6.5,15.2,26.1,45.7,6.5
80,CHARTERS,6665,GRAY CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,47,748,4.3,14.9,38.3,36.2,6.4,3,*,*,46,753,6.5,15.2,26.1,45.7,6.5
80,CHARTERS,6720,HOBOKEN CS,930.0,HOBOKEN CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,22,765,0,13.6,9.1,68.2,9.1,3,*,*,22,773,4.5,4.5,4.5,77.3,9.1
80,CHARTERS,6720,HOBOKEN CS,,DISTRICT WIDE,R,TOTAL,ALL STUDENTS,*,*,22,765,0,13.6,9.1,68.2,9.1,3,*,*,22,773,4.5,4.5,4.5,77.3,9.1
80,CHARTERS,6740,HOPE ACADEMY CS,950.0,HOPE ACADEMY CHARTER SCHOOL,R,TOTAL,ALL STUDENTS,*,*,23,749,4.3,17.4,21.7,47.8,8.7,3,*,*,23,740,8.7,21.7,26.1,43.5,0
