,COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,REGISTERED TO TEST,NOT TESTED ** (See Below),VALID SCORES,MEAN SCALE SCORE,L1 PERCENT,L2 PERCENT,L3 PERCENT,L4 PERCENT,L5 PERCENT,GRADE
17036,31,PASSAIC,0420,BLOOMINGDALE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,68,750,1.5,16.2,39.7,33.8,8.8,5
17047,31,PASSAIC,0900,CLIFTON CITY,80.0,SCHOOL #1,CD,TOTAL,ALL STUDENTS,*,*,65,752,4.6,10.8,26.2,56.9,1.5,5
17060,31,PASSAIC,0900,CLIFTON CITY,90.0,SCHOOL #2,CD,TOTAL,ALL STUDENTS,*,*,59,766,1.7,5.1,22,59.3,11.9,5
17071,31,PASSAIC,0900,CLIFTON CITY,100.0,SCHOOL #3,CD,TOTAL,ALL STUDENTS,*,*,45,760,6.7,8.9,13.3,62.2,8.9,5
17084,31,PASSAIC,0900,CLIFTON CITY,110.0,SCHOOL #4,CD,TOTAL,ALL STUDENTS,*,*,26,735,7.7,23.1,34.6,34.6,0,5
17096,31,PASSAIC,0900,CLIFTON CITY,120.0,SCHOOL #5,CD,TOTAL,ALL STUDENTS,*,*,52,751,7.7,15.4,25,48.1,3.8,5
17109,31,PASSAIC,0900,CLIFTON CITY,140.0,SCHOOL #8,CD,TOTAL,ALL STUDENTS,*,*,35,758,0,2.9,40,54.3,2.9,5
17121,31,PASSAIC,0900,CLIFTON CITY,150.0,SCHOOL #9,CD,TOTAL,ALL STUDENTS,*,*,45,754,0,20,17.8,60,2.2,5
17132,31,PASSAIC,0900,CLIFTON CITY,160.0,SCHOOL #11,CD,TOTAL,ALL STUDENTS,*,*,78,736,10.3,26.9,25.6,37.2,0,5
17145,31,PASSAIC,0900,CLIFTON CITY,170.0,SCHOOL #12,CD,TOTAL,ALL STUDENTS,*,*,106,747,4.7,16,29.2,50,0,5
17159,31,PASSAIC,0900,CLIFTON CITY,180.0,SCHOOL #13,CD,TOTAL,ALL STUDENTS,*,*,67,741,13.4,11.9,28.4,44.8,1.5,5
17172,31,PASSAIC,0900,CLIFTON CITY,190.0,SCHOOL #14,CD,TOTAL,ALL STUDENTS,*,*,36,757,8.3,13.9,16.7,50,11.1,5
17186,31,PASSAIC,0900,CLIFTON CITY,200.0,SCHOOL #15,CD,TOTAL,ALL STUDENTS,*,*,66,757,1.5,4.5,28.8,62.1,3,5
17200,31,PASSAIC,0900,CLIFTON CITY,210.0,SCHOOL #16,CD,TOTAL,ALL STUDENTS,*,*,30,737,26.7,6.7,16.7,50,0,5
17213,31,PASSAIC,0900,CLIFTON CITY,230.0,SCHOOL #17,CD,TOTAL,ALL STUDENTS,*,*,87,743,8,19.5,28.7,42.5,1.1,5
17227,31,PASSAIC,0900,CLIFTON CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,813,16,797,749,6.8,13.9,25.7,50.6,3,5
17243,31,PASSAIC,1920,HALEDON BORO,15.0,HALEDON PUBLIC SCHOOL,B,TOTAL,ALL STUDENTS,*,*,111,745,6.3,14.4,34.2,43.2,1.8,5
17258,31,PASSAIC,1920,HALEDON BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,111,745,6.3,14.4,34.2,43.2,1.8,5
17273,31,PASSAIC,2100,HAWTHORNE BORO,80.0,ROOSEVELT ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,77,759,0,7.8,26,59.7,6.5,5
17286,31,PASSAIC,2100,HAWTHORNE BORO,90.0,THOMAS JEFFERSON ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,47,746,12.8,14.9,29.8,40.4,2.1,5
17299,31,PASSAIC,2100,HAWTHORNE BORO,100.0,WASHINGTON ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,32,752,3.1,18.8,25,46.9,6.3,5
17310,31,PASSAIC,2100,HAWTHORNE BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,156,754,4.5,12.2,26.9,51.3,5.1,5
17324,31,PASSAIC,2700,LITTLE FALLS TWP,50.0,LITTLE FALLS TOWNSHIP PUBLIC SCHOOL # 1,FG,TOTAL,ALL STUDENTS,*,*,84,766,2.4,2.4,20.2,65.5,9.5,5
17339,31,PASSAIC,2700,LITTLE FALLS TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,84,766,2.4,2.4,20.2,65.5,9.5,5
17354,31,PASSAIC,3640,NORTH HALEDON BORO,50.0,HIGH MOUNTAIN MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,73,755,8.2,8.2,27.4,47.9,8.2,5
17365,31,PASSAIC,3640,NORTH HALEDON BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,73,755,8.2,8.2,27.4,47.9,8.2,5
17376,31,PASSAIC,3970,PASSAIC CITY,80.0,THOMAS JEFFERSON SCHOOL # 1,A,TOTAL,ALL STUDENTS,*,*,72,730,15.3,22.2,37.5,25,0,5
17390,31,PASSAIC,3970,PASSAIC CITY,90.0,MARIO DRAGO SCHOOL # 3,A,TOTAL,ALL STUDENTS,*,*,81,733,9.9,21,39.5,29.6,0,5
17403,31,PASSAIC,3970,PASSAIC CITY,97.0,SCHOOL # 5,A,TOTAL,ALL STUDENTS,*,*,34,729,11.8,41.2,26.5,20.6,0,5
17414,31,PASSAIC,3970,PASSAIC CITY,100.0,MARTIN LUTHER KING JR. SCHOOL # 6,A,TOTAL,ALL STUDENTS,*,*,121,726,20.7,28.1,27.3,24,0,5
17425,31,PASSAIC,3970,PASSAIC CITY,125.0,ETTA GERO SCHOOL # 9,A,TOTAL,ALL STUDENTS,*,*,145,728,13.1,29.7,37.9,19.3,0,5
17436,31,PASSAIC,3970,PASSAIC CITY,130.0,THEODORE ROOSEVELT SCHOOL # 10,A,TOTAL,ALL STUDENTS,*,*,139,719,21.6,39.6,25.9,12.9,0,5
17448,31,PASSAIC,3970,PASSAIC CITY,140.0,WILLIAM B. CRUISE MEMORIAL SCHOOL # 11,A,TOTAL,ALL STUDENTS,*,*,184,721,27.2,27.7,27.2,17.9,0,5
17461,31,PASSAIC,3970,PASSAIC CITY,200.0,DANIEL F. RYAN ELEMENTARY SCHOOL # 19,A,TOTAL,ALL STUDENTS,*,*,91,716,34.1,33,18.7,13.2,1.1,5
17472,31,PASSAIC,3970,PASSAIC CITY,300.0,PASSAIC GIFTED AND TALENTED ACADEMY SCHOOL NO 20,A,TOTAL,ALL STUDENTS,*,*,115,745,6.1,17.4,29.6,45.2,1.7,5
17485,31,PASSAIC,3970,PASSAIC CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,982,727,18.8,28.5,29.8,22.5,.3,5
17501,31,PASSAIC,4010,PATERSON CITY,43.0,ALEXANDER HAMILTON ACADEMY,A,TOTAL,ALL STUDENTS,*,*,63,751,3.2,12.7,27,57.1,0,5
17513,31,PASSAIC,4010,PATERSON CITY,50.0,SCHOOL 1,A,TOTAL,ALL STUDENTS,*,*,18,744,0,27.8,27.8,44.4,0,5
17522,31,PASSAIC,4010,PATERSON CITY,60.0,SCHOOL 2,A,TOTAL,ALL STUDENTS,*,*,55,723,20,30.9,36.4,12.7,0,5
17536,31,PASSAIC,4010,PATERSON CITY,70.0,SCHOOL 3,A,TOTAL,ALL STUDENTS,*,*,52,735,9.6,25,40.4,23.1,1.9,5
17547,31,PASSAIC,4010,PATERSON CITY,80.0,REV DR FRANK NAPIER JR SCHOOL,A,TOTAL,ALL STUDENTS,*,*,76,710,31.6,31.6,32.9,3.9,0,5
17560,31,PASSAIC,4010,PATERSON CITY,90.0,SCHOOL 5,A,TOTAL,ALL STUDENTS,*,*,165,727,17.6,26.7,33.3,22.4,0,5
17574,31,PASSAIC,4010,PATERSON CITY,100.0,SCHOOL 6/ACADEMY OF PERFORMING ARTS,A,TOTAL,ALL STUDENTS,*,*,50,708,42,30,20,8,0,5
17585,31,PASSAIC,4010,PATERSON CITY,110.0,SCHOOL 7,A,TOTAL,ALL STUDENTS,*,*,52,719,21.2,40.4,28.8,9.6,0,5
17598,31,PASSAIC,4010,PATERSON CITY,120.0,SCHOOL 8,A,TOTAL,ALL STUDENTS,*,*,64,714,31.3,35.9,25,7.8,0,5
17610,31,PASSAIC,4010,PATERSON CITY,130.0,CHARLES J RILEY SCHOOL 9,A,TOTAL,ALL STUDENTS,*,*,137,739,8.8,21.2,35.8,33.6,.7,5
17624,31,PASSAIC,4010,PATERSON CITY,140.0,SCHOOL 10,A,TOTAL,ALL STUDENTS,*,*,58,720,17.2,48.3,15.5,19,0,5
17635,31,PASSAIC,4010,PATERSON CITY,150.0,SCHOOL 11 (NEWCOMERS),A,TOTAL,ALL STUDENTS,*,*,27,684,85.2,14.8,0,0,0,5
17642,31,PASSAIC,4010,PATERSON CITY,160.0,SCHOOL 12,A,TOTAL,ALL STUDENTS,*,*,50,713,38,24,30,8,0,5
17655,31,PASSAIC,4010,PATERSON CITY,170.0,SCHOOL 13,A,TOTAL,ALL STUDENTS,*,*,50,729,16,32,20,32,0,5
17666,31,PASSAIC,4010,PATERSON CITY,190.0,SCHOOL 15,A,TOTAL,ALL STUDENTS,*,*,189,719,25.4,27.5,32.8,14.3,0,5
17679,31,PASSAIC,4010,PATERSON CITY,220.0,SCHOOL 18,A,TOTAL,ALL STUDENTS,*,*,107,728,15,30.8,32.7,20.6,.9,5
17691,31,PASSAIC,4010,PATERSON CITY,240.0,SCHOOL 20,A,TOTAL,ALL STUDENTS,*,*,55,717,36.4,20,25.5,18.2,0,5
17702,31,PASSAIC,4010,PATERSON CITY,250.0,SCHOOL 21,A,TOTAL,ALL STUDENTS,*,*,58,713,32.8,34.5,25.9,6.9,0,5
17714,31,PASSAIC,4010,PATERSON CITY,270.0,SCHOOL 24,A,TOTAL,ALL STUDENTS,*,*,97,734,15.5,23.7,27.8,32,1,5
17726,31,PASSAIC,4010,PATERSON CITY,280.0,SCHOOL 25,A,TOTAL,ALL STUDENTS,*,*,77,731,15.6,22.1,39,23.4,0,5
17739,31,PASSAIC,4010,PATERSON CITY,290.0,SCHOOL 26,A,TOTAL,ALL STUDENTS,*,*,75,726,18.7,34.7,25.3,21.3,0,5
17752,31,PASSAIC,4010,PATERSON CITY,300.0,SCHOOL 27,A,TOTAL,ALL STUDENTS,*,*,120,737,6.7,25,38.3,29.2,.8,5
17766,31,PASSAIC,4010,PATERSON CITY,303.0,SINGLE GENDER ACADEMY,A,TOTAL,ALL STUDENTS,*,*,20,709,40,45,5,10,0,5
17776,31,PASSAIC,4010,PATERSON CITY,310.0,SCHOOL 28,A,TOTAL,ALL STUDENTS,*,*,36,796,0,0,2.8,55.6,41.7,5
17787,31,PASSAIC,4010,PATERSON CITY,312.0,DR. MARTIN LUTHER KING JR EDUCATIONAL COMPLEX,A,TOTAL,ALL STUDENTS,*,*,64,717,25,39.1,25,10.9,0,5
17800,31,PASSAIC,4010,PATERSON CITY,325.0,NORMAN S WEIR,A,TOTAL,ALL STUDENTS,*,*,21,739,14.3,9.5,38.1,38.1,0,5
17810,31,PASSAIC,4010,PATERSON CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,1861,25,1836,726,20.4,27.6,29.5,21.5,1.1,5
17825,31,PASSAIC,4230,POMPTON LAKES BORO,60.0,LENOX SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,46,768,4.3,4.3,21.7,56.5,13,5
17839,31,PASSAIC,4230,POMPTON LAKES BORO,70.0,LINCOLN SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,46,769,2.2,8.7,17.4,56.5,15.2,5
17852,31,PASSAIC,4230,POMPTON LAKES BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,92,768,3.3,6.5,19.6,56.5,14.1,5
17867,31,PASSAIC,4270,PROSPECT PARK BORO,10.0,PROSPECT PARK SCHOOL NO. 1,B,TOTAL,ALL STUDENTS,*,*,91,741,8.8,17.6,41.8,28.6,3.3,5
17880,31,PASSAIC,4270,PROSPECT PARK BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,91,741,8.8,17.6,41.8,28.6,3.3,5
17893,31,PASSAIC,4400,RINGWOOD BORO,50.0,ELEANOR G. HEWITT,GH,TOTAL,ALL STUDENTS,*,*,129,756,3.1,6.2,32.6,52.7,5.4,5
17909,31,PASSAIC,4400,RINGWOOD BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,129,756,3.1,6.2,32.6,52.7,5.4,5
17925,31,PASSAIC,5200,TOTOWA BORO,60.0,WASHINGTON PARK SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,83,742,7.2,20.5,27.7,44.6,0,5
17939,31,PASSAIC,5200,TOTOWA BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,83,742,7.2,20.5,27.7,44.6,0,5
17953,31,PASSAIC,5440,WANAQUE BORO,50.0,HASKELL ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,54,758,9.3,3.7,20.4,57.4,9.3,5
17967,31,PASSAIC,5440,WANAQUE BORO,70.0,WANAQUE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,49,761,6.1,6.1,26.5,42.9,18.4,5
17978,31,PASSAIC,5440,WANAQUE BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,103,759,7.8,4.9,23.3,50.5,13.6,5
17992,31,PASSAIC,5570,WAYNE TWP,78.0,ALBERT PAYSON TERHUNE ELEMENTARY,GH,TOTAL,ALL STUDENTS,*,*,78,760,0,6.4,23.1,64.1,6.4,5
18006,31,PASSAIC,5570,WAYNE TWP,85.0,JAMES FALLON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,60,766,1.7,10,5,73.3,10,5
18018,31,PASSAIC,5570,WAYNE TWP,87.0,JOHN F KENNEDY ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,74,762,2.7,10.8,16.2,60.8,9.5,5
18033,31,PASSAIC,5570,WAYNE TWP,90.0,LAFAYETTE ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,72,755,5.6,9.7,27.8,55.6,1.4,5
18047,31,PASSAIC,5570,WAYNE TWP,110.0,PACKANACK ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,97,776,0,2.1,15.5,60.8,21.6,5
18062,31,PASSAIC,5570,WAYNE TWP,120.0,PINES LAKE ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,54,762,1.9,7.4,22.2,59.3,9.3,5
18074,31,PASSAIC,5570,WAYNE TWP,135.0,RANDALL CARTER ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,68,761,2.9,7.4,20.6,63.2,5.9,5
18085,31,PASSAIC,5570,WAYNE TWP,140.0,RYERSON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,39,751,2.6,12.8,25.6,59,0,5
18098,31,PASSAIC,5570,WAYNE TWP,150.0,THEUNIS DEY ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,78,763,1.3,5.1,25.6,61.5,6.4,5
18109,31,PASSAIC,5570,WAYNE TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,620,763,1.9,7.4,20,61.9,8.7,5
18126,31,PASSAIC,5650,WEST MILFORD TWP,42.0,APSHAWA ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,37,757,8.1,5.4,21.6,54.1,10.8,5
18138,31,PASSAIC,5650,WEST MILFORD TWP,60.0,MAPLE ROAD ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,28,742,3.6,14.3,57.1,21.4,3.6,5
18148,31,PASSAIC,5650,WEST MILFORD TWP,70.0,MARSHALL HILL ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,43,752,4.7,9.3,32.6,51.2,2.3,5
18160,31,PASSAIC,5650,WEST MILFORD TWP,80.0,PARADISE KNOLL ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,41,742,4.9,31.7,14.6,48.8,0,5
18169,31,PASSAIC,5650,WEST MILFORD TWP,90.0,UPPER GREENWOOD LAKE ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,38,744,10.5,23.7,10.5,50,5.3,5
18180,31,PASSAIC,5650,WEST MILFORD TWP,100.0,WESTBROOK ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,45,758,0,6.7,31.1,55.6,6.7,5
18190,31,PASSAIC,5650,WEST MILFORD TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,257,25,232,750,5.2,15.1,26.7,48.3,4.7,5
18205,31,PASSAIC,5690,WOODLAND PARK,70.0,MEMORIAL MIDDLE SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,96,741,8.3,17.7,34.4,36.5,3.1,5
18220,31,PASSAIC,5690,WOODLAND PARK,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,97,741,8.2,18.6,34,36.1,3.1,5
18235,33,SALEM,0060,ALLOWAY TWP,20.0,ALLOWAY TOWNSHIP SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,45,756,8.9,11.1,20,51.1,8.9,5
18246,33,SALEM,0060,ALLOWAY TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,45,756,8.9,11.1,20,51.1,8.9,5
18257,33,SALEM,1350,ELSINBORO TWP,50.0,ELSINBORO TOWNSHIP SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,19,737,10.5,21.1,31.6,36.8,0,5
18268,33,SALEM,1350,ELSINBORO TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,19,737,10.5,21.1,31.6,36.8,0,5
18279,33,SALEM,2800,LOWER ALLOWAYS CREEK,50.0,LOWER ALLOWAYS CREEK ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,19,751,0,10.5,42.1,47.4,0,5
18287,33,SALEM,2800,LOWER ALLOWAYS CREEK,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,19,751,0,10.5,42.1,47.4,0,5
18295,33,SALEM,2950,MANNINGTON TWP,50.0,MANNINGTON TOWNSHIP ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,19,744,0,36.8,31.6,26.3,5.3,5
18305,33,SALEM,2950,MANNINGTON TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,19,744,0,36.8,31.6,26.3,5.3,5
18315,33,SALEM,3860,OLDMANS TWP,10.0,OLDMANS TOWNSHIP SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,26,756,0,7.7,26.9,65.4,0,5
18325,33,SALEM,3860,OLDMANS TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,26,756,0,7.7,26.9,65.4,0,5
18335,33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,80.0,PAUL W CARLETON,A,TOTAL,ALL STUDENTS,*,*,146,739,8.9,22.6,30.8,35.6,2.1,5
18348,33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,146,739,8.9,22.6,30.8,35.6,2.1,5
18361,33,SALEM,4075,PENNSVILLE,78.0,PENN BEACH ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,143,750,8.4,10.5,23.1,54.5,3.5,5
18376,33,SALEM,4075,PENNSVILLE,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,143,750,8.4,10.5,23.1,54.5,3.5,5
18391,33,SALEM,4150,PITTSGROVE TWP,60.0,OLIVET ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,124,14,110,744,7.3,21.8,22.7,47.3,.9,5
18403,33,SALEM,4150,PITTSGROVE TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,124,14,110,744,7.3,21.8,22.7,47.3,.9,5
18415,33,SALEM,4280,QUINTON TWP,50.0,QUINTON TOWNSHIP SCHOOL,A,TOTAL,ALL STUDENTS,*,*,39,755,2.6,17.9,17.9,59,2.6,5
18428,33,SALEM,4280,QUINTON TWP,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,39,755,2.6,17.9,17.9,59,2.6,5
18441,33,SALEM,4630,SALEM CITY,90.0,SALEM MIDDLE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,53,713,32.1,37.7,22.6,7.5,0,5
18452,33,SALEM,4630,SALEM CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,53,713,32.1,37.7,22.6,7.5,0,5
18463,33,SALEM,5320,UPPER PITTSGROVE TWP,70.0,UPPER PITTSGROVE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,41,747,2.4,19.5,24.4,51.2,2.4,5
18473,33,SALEM,5320,UPPER PITTSGROVE TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,41,747,2.4,19.5,24.4,51.2,2.4,5
18483,33,SALEM,5910,WOODSTOWN-PILESGROVE REG,60.0,MARY S. SHOEMAKER SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,85,755,2.4,5.9,31.8,56.5,3.5,5
18497,33,SALEM,5910,WOODSTOWN-PILESGROVE REG,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,85,755,2.4,5.9,31.8,56.5,3.5,5
18511,35,SOMERSET,0240,BEDMINSTER TWP,20.0,BEDMINSTER TOWNSHIP PUBLIC SCHOOL,I,TOTAL,ALL STUDENTS,*,*,48,780,4.2,0,10.4,58.3,27.1,5
18523,35,SOMERSET,0240,BEDMINSTER TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,48,780,4.2,0,10.4,58.3,27.1,5
18535,35,SOMERSET,0350,BERNARDS TWP,60.0,OAK STREET SCHOOL,J,TOTAL,ALL STUDENTS,101,27,74,766,2.7,6.8,16.2,58.1,16.2,5
18548,35,SOMERSET,0350,BERNARDS TWP,70.0,CEDAR HILL SCHOOL,J,TOTAL,ALL STUDENTS,103,25,78,782,2.6,2.6,11.5,44.9,38.5,5
18562,35,SOMERSET,0350,BERNARDS TWP,80.0,LIBERTY CORNER SCHOOL,J,TOTAL,ALL STUDENTS,*,*,91,771,0,6.6,9.9,67,16.5,5
18577,35,SOMERSET,0350,BERNARDS TWP,100.0,MOUNT PROSPECT ELEMENTARY SCHOOL,J,TOTAL,ALL STUDENTS,*,*,111,785,0,.9,5.4,68.5,25.2,5
18590,35,SOMERSET,0350,BERNARDS TWP,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,422,68,354,777,1.1,4,10.2,60.7,24,5
18605,35,SOMERSET,0490,BOUND BROOK BORO,303.0,SMALLEY ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,126,731,7.9,33.3,32.5,26.2,0,5
18620,35,SOMERSET,0490,BOUND BROOK BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,126,731,7.9,33.3,32.5,26.2,0,5
18635,35,SOMERSET,0510,BRANCHBURG TWP,60.0,STONY BROOK SCHOOL,I,TOTAL,ALL STUDENTS,175,15,160,757,3.1,9.4,23.1,57.5,6.9,5
18650,35,SOMERSET,0510,BRANCHBURG TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,175,15,160,757,3.1,9.4,23.1,57.5,6.9,5
18665,35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,48.0,EISENHOWER INTERMEDIATE SCHOOL,I,TOTAL,ALL STUDENTS,350,16,334,763,2.4,9,16.8,63.2,8.7,5
18680,35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,65.0,HILLSIDE INTERMEDIATE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,274,769,.4,7.3,16.8,60.6,15,5
18696,35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,635,26,609,766,1.6,8.2,16.7,61.9,11.5,5
18712,35,SOMERSET,1610,FRANKLIN TWP,150.0,SAMPSON G. SMITH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,522,746,8.8,19.5,25.9,39.8,5.9,5
18729,35,SOMERSET,1610,FRANKLIN TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,523,746,9,19.5,25.8,39.8,5.9,5
18746,35,SOMERSET,1810,GREEN BROOK TWP,30.0,GREEN BROOK MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,98,758,6.1,7.1,28.6,51,7.1,5
18760,35,SOMERSET,1810,GREEN BROOK TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,98,758,6.1,7.1,28.6,51,7.1,5
18774,35,SOMERSET,2170,HILLSBOROUGH TWP,34.0,AUTEN ROAD INTERMEDIATE SCHOOL,I,TOTAL,ALL STUDENTS,572,22,550,761,1.5,9.5,21.8,59.5,7.8,5
18789,35,SOMERSET,2170,HILLSBOROUGH TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,572,22,550,761,1.5,9.5,21.8,59.5,7.8,5
18804,35,SOMERSET,3000,MANVILLE BORO,80.0,ROOSEVELT SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,112,743,6.3,16.1,33,42.9,1.8,5
18818,35,SOMERSET,3000,MANVILLE BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,112,743,6.3,16.1,33,42.9,1.8,5
18832,35,SOMERSET,3320,MONTGOMERY TWP,45.0,MONTGOMERY LOWER MIDDLE SCHOOL,J,TOTAL,ALL STUDENTS,392,11,381,776,1.3,5,10.2,59.6,23.9,5
18848,35,SOMERSET,3320,MONTGOMERY TWP,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,392,11,381,776,1.3,5,10.2,59.6,23.9,5
18864,35,SOMERSET,3670,NORTH PLAINFIELD BORO,80.0,SOMERSET SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,238,733,12.2,27.7,29.8,29.8,.4,5
18879,35,SOMERSET,3670,NORTH PLAINFIELD BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,238,733,12.2,27.7,29.8,29.8,.4,5
18894,35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40.0,BERNARDSVILLE MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,112,12,100,768,4,8,10,63,15,5
18909,35,SOMERSET,4815,SOMERSET HILLS REGIONAL,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,113,12,101,768,4,7.9,10.9,62.4,14.9,5
18924,35,SOMERSET,4820,SOMERVILLE BORO,90.0,VAN DERVEER ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,120,747,4.2,19.2,31.7,43.3,1.7,5
18938,35,SOMERSET,4820,SOMERVILLE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,120,747,4.2,19.2,31.7,43.3,1.7,5
18952,35,SOMERSET,4850,SOUTH BOUND BROOK,60.0,ROBERT MORRIS SCHOOL,B,TOTAL,ALL STUDENTS,*,*,35,751,11.4,11.4,20,54.3,2.9,5
18967,35,SOMERSET,4850,SOUTH BOUND BROOK,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,35,751,11.4,11.4,20,54.3,2.9,5
18982,35,SOMERSET,5470,WARREN TWP,30.0,CENTRAL SCHOOL,I,TOTAL,ALL STUDENTS,*,*,66,771,0,7.6,12.1,62.1,18.2,5
