GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1600000US3418490,3418490,"Dunellen borough, New Jersey",2530,181,76214,4809,78.3,6.6,75694,8381,8.5,4.1,67750,58615,0.6,1.0,-,**,4.0,2.2,115417,43744,0.0,1.3,-,**,7.5,5.8,76016,84408,1.0,1.2,-,**,22.8,5.8,71250,19244,63.6,6.0,77458,13289,2.2,2.1,101731,86670,34.2,7.5,80333,14204,47.6,7.3,76064,10483,16.0,3.5,65031,22527,1873,150,82474,12493,47.5,7.6,59024,40030,52.5,7.6,95938,16010,66.6,9.6,103266,11383,21.1,8.5,41949,11205,12.3,6.5,58657,32892,657,186,45573,22551,42.2,14.7,41803,33096,25.9,13.5,31419,15920,16.3,10.3,85861,9719,57.8,14.7,47083,26330,48.4,15.6,43281,21091,9.4,9.0,76000,15223,32.7,(X),(X),(X),36.2,(X),(X),(X),22.7,(X),(X),(X)
1600000US3419130,3419130,"East Franklin CDP, New Jersey",2415,212,62745,8233,42.7,7.6,62750,15466,44.7,6.7,63970,15518,0.0,1.3,-,**,5.1,3.6,42400,100163,0.0,1.3,-,**,5.5,2.9,33750,6292,2.0,1.8,75132,39411,22.4,7.1,57384,21572,25.3,5.8,63063,12832,3.9,3.4,24911,60926,41.3,7.3,63438,10204,34.4,8.2,76051,25451,20.4,5.0,44306,34989,1782,238,64669,16427,61.4,7.9,63456,17097,38.6,7.9,74226,13384,66.7,9.0,80536,16785,28.3,8.7,45406,33933,5.0,4.0,54688,27995,633,155,42310,8014,69.5,14.0,41359,21614,55.5,16.7,25781,31027,14.1,14.8,160814,161724,30.5,14.0,56544,59504,24.3,12.3,39808,33280,6.2,7.4,-,**,60.7,(X),(X),(X),60.0,(X),(X),(X),55.3,(X),(X),(X)
1600000US3419150,3419150,"East Freehold CDP, New Jersey",1659,164,128750,5513,88.6,5.0,128878,5188,4.5,4.0,118507,15690,0.0,1.9,-,**,6.9,3.6,162375,15298,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,5.5,3.5,198534,91239,83.1,5.9,128265,6158,0.0,1.9,-,**,25.5,5.7,144906,46373,57.7,7.4,128700,18810,16.8,5.3,81000,58130,1474,165,130859,10367,46.8,7.0,152119,25604,53.2,7.0,127206,10852,88.0,6.3,143135,13815,6.6,5.2,34432,56885,5.4,3.9,58098,26091,185,87,59931,52135,49.2,24.8,52132,24379,39.5,21.6,50809,56011,9.7,15.4,-,**,50.8,24.8,88750,41686,40.0,24.9,96786,67285,10.8,16.4,-,**,38.7,(X),(X),(X),38.0,(X),(X),(X),35.7,(X),(X),(X)
1600000US3419330,3419330,"East Millstone CDP, New Jersey",244,109,100217,54226,77.5,21.1,100707,46620,18.4,20.9,-,**,0.0,12.5,-,**,4.1,7.1,-,**,0.0,12.5,-,**,0.0,12.5,-,**,0.0,12.5,-,**,0.0,12.5,-,**,77.5,21.1,100707,46620,0.0,12.5,-,**,24.2,23.4,-,**,61.5,25.5,101304,66391,14.3,15.9,"250,000+",***,146,70,160500,72427,41.8,26.9,136250,71407,58.2,26.9,161750,141542,84.2,20.4,162417,68944,15.8,20.4,-,**,0.0,19.8,-,**,98,80,76307,8993,31.6,35.6,-,**,18.4,32.8,-,**,13.3,24.7,-,**,68.4,35.6,76165,29613,68.4,35.6,76165,29613,0.0,27.6,-,**,36.1,(X),(X),(X),30.1,(X),(X),(X),44.9,(X),(X),(X)
1600000US3419360,3419360,"East Newark borough, New Jersey",760,52,53281,9602,45.5,6.9,53750,11145,1.6,1.7,-,**,0.0,4.2,-,**,8.3,3.6,82917,31102,0.0,4.2,-,**,42.9,6.3,44286,13030,1.7,1.4,57083,64298,57.9,5.4,53438,12349,27.0,4.8,52292,13715,4.2,2.5,47083,78644,42.1,6.7,46500,25341,45.9,6.1,57969,11262,7.8,3.7,19028,30542,560,44,61000,14871,49.6,7.0,43889,20025,50.4,7.0,74500,13076,63.8,7.6,72813,16249,21.3,6.3,28125,14688,15.0,5.6,67500,39542,200,57,29306,6531,46.5,11.8,29625,14670,34.0,11.3,32656,5996,12.5,9.0,5536,38068,53.5,11.8,28906,23982,26.5,12.1,21827,9939,27.0,10.7,51786,40403,56.4,(X),(X),(X),53.6,(X),(X),(X),61.0,(X),(X),(X)
1600000US3419390,3419390,"East Orange city, New Jersey",25594,621,36978,1638,4.2,0.9,40052,10754,90.1,1.2,37708,1922,0.2,0.2,11833,23777,0.6,0.3,37292,26692,0.0,0.1,-,**,3.7,0.7,21830,4237,1.3,0.4,45733,9234,7.0,1.1,26046,2815,2.4,0.5,31471,15475,2.9,0.7,19964,7598,35.6,1.6,40229,3262,40.6,1.8,41909,3140,20.9,1.1,26964,2939,14016,430,47684,3087,47.7,2.9,38732,4175,52.3,2.9,56729,5790,39.7,2.4,72667,5504,48.2,2.4,35424,3487,12.1,1.8,45372,6470,11578,624,23972,2550,58.6,2.7,20821,2431,54.5,2.6,19424,2400,4.1,1.0,44552,13456,41.4,2.7,28432,4272,36.6,2.8,26148,3150,4.8,1.3,49821,14374,48.3,(X),(X),(X),56.6,(X),(X),(X),37.5,(X),(X),(X)
1600000US3419490,3419490,"East Rocky Hill CDP, New Jersey",91,43,99083,52802,70.3,32.6,98833,40227,0.0,29.2,-,**,0.0,29.2,-,**,29.7,32.6,-,**,0.0,29.2,-,**,0.0,29.2,-,**,0.0,29.2,-,**,0.0,29.2,-,**,70.3,32.6,98833,40227,0.0,29.2,-,**,34.1,32.6,-,**,24.2,29.1,-,**,41.8,34.9,81591,27104,78,41,127656,80394,30.8,31.8,-,**,69.2,31.8,98167,38042,100.0,32.7,127656,80394,0.0,32.7,-,**,0.0,32.7,-,**,13,20,-,**,100.0,82.2,-,**,100.0,82.2,-,**,0.0,82.3,-,**,0.0,82.3,-,**,0.0,82.3,-,**,0.0,82.3,-,**,26.4,(X),(X),(X),30.8,(X),(X),(X),0.0,(X),(X),(X)
1600000US3419510,3419510,"East Rutherford borough, New Jersey",3976,235,70934,7740,76.3,5.2,67903,10034,3.3,2.8,74954,26539,0.0,0.8,-,**,15.4,4.1,79375,31189,0.0,0.8,-,**,3.1,2.1,59931,35426,1.9,1.5,83173,46140,15.4,4.1,76852,17139,66.6,5.0,63696,10284,2.4,2.2,14403,58793,39.5,4.5,86755,12478,36.7,5.9,75924,9107,21.4,3.9,26415,4605,2252,190,89063,21178,43.3,6.0,93750,38705,56.7,6.0,86604,23899,76.9,6.9,100833,18047,17.3,6.4,37241,18339,5.8,3.8,123361,128032,1724,286,55934,6865,46.3,8.9,52619,18050,43.7,8.6,45893,18956,2.6,2.0,81667,55611,53.7,8.9,58438,21130,44.0,8.9,56302,17658,9.7,5.1,96023,67270,30.9,(X),(X),(X),33.1,(X),(X),(X),27.1,(X),(X),(X)
1600000US3419840,3419840,"Eatontown borough, New Jersey",5274,263,64378,3244,73.5,4.3,70077,7107,11.7,3.4,41644,8043,0.2,0.4,-,**,10.4,3.1,92212,19741,0.0,0.6,-,**,2.0,1.5,34432,50883,2.2,1.6,47083,7657,10.6,3.1,54728,7383,65.3,4.2,75185,9338,2.2,1.3,52891,43524,35.3,3.9,63368,7534,43.1,3.6,79551,8393,19.4,2.1,43250,17413,3165,181,80459,8959,40.2,5.2,85245,15311,59.8,5.2,77500,12241,75.4,4.2,94256,12764,20.7,4.1,32727,16027,3.9,2.3,53977,30284,2109,306,48750,7112,47.1,6.8,37386,8229,40.5,7.1,35386,7566,6.5,3.7,63913,16192,52.9,6.8,53833,5831,45.6,6.9,55929,8842,7.3,3.8,49145,7943,32.4,(X),(X),(X),29.8,(X),(X),(X),35.5,(X),(X),(X)
1600000US3419900,3419900,"Echelon CDP, New Jersey",5023,210,51488,4646,64.8,4.2,50000,4454,14.5,3.4,48750,13588,0.5,0.6,-,**,16.4,3.6,63904,13181,0.0,0.6,-,**,0.9,1.1,-,**,2.9,2.1,46442,48883,2.2,1.7,56950,48565,64.0,4.3,50012,4460,2.8,1.4,33500,35518,37.3,4.1,59492,6537,30.8,3.9,67946,6850,29.1,2.9,27237,5490,2486,262,70982,7733,43.8,6.7,74325,7188,56.2,6.7,65614,9919,77.6,6.7,76429,5095,16.2,4.9,47308,37767,6.2,5.0,51000,27104,2537,308,34042,11261,61.8,9.3,31359,10966,54.2,9.7,30453,8188,7.6,3.8,45795,28287,38.2,9.3,39000,16355,29.4,8.1,33125,13496,8.8,4.5,78092,52171,28.8,(X),(X),(X),26.7,(X),(X),(X),28.6,(X),(X),(X)
1600000US3420020,3420020,"Edgewater borough, New Jersey",5744,318,99609,9985,56.7,4.8,93953,17449,6.7,2.6,92656,36397,1.2,1.4,-,**,31.1,3.6,116613,19480,0.0,0.6,-,**,1.8,1.8,60440,87002,2.5,1.9,140855,103193,12.0,3.3,87536,55195,48.5,4.7,93401,18984,1.7,1.5,74464,195753,51.6,4.7,122642,23053,29.1,4.2,89737,25578,17.6,3.7,38580,9425,2965,227,116008,23701,46.9,7.0,112250,29041,53.1,7.0,117460,48655,81.3,5.4,138255,29152,14.3,5.2,40288,48670,4.5,2.7,154000,72641,2779,452,76437,17099,54.2,7.7,73778,14656,49.5,7.9,62482,20393,4.7,3.8,122131,107194,45.8,7.7,103370,42688,34.5,7.4,72500,32810,11.3,4.5,145476,51351,28.6,(X),(X),(X),28.8,(X),(X),(X),27.9,(X),(X),(X)
1600000US3420350,3420350,"Egg Harbor City city, New Jersey",1408,149,43246,6484,72.4,6.0,48618,8754,15.8,4.1,35833,16600,0.0,2.3,-,**,3.2,3.3,16250,899,0.0,2.3,-,**,7.5,5.3,36813,39438,1.1,1.4,-,**,20.3,5.9,36755,6396,60.2,6.1,51480,8070,1.8,2.2,-,**,36.9,6.4,38531,4048,41.5,5.6,58963,12008,19.9,3.3,40625,7151,1002,95,54167,13202,41.6,8.4,40337,11243,58.4,8.4,58614,6184,58.6,8.7,60250,17562,26.0,8.5,34875,15188,15.4,7.2,39268,7477,406,116,32000,13222,57.6,14.8,37714,5430,40.4,14.2,27188,11115,17.2,11.1,41250,12897,42.4,14.8,26364,13673,40.4,14.6,26182,10077,2.0,3.2,-,**,29.2,(X),(X),(X),26.4,(X),(X),(X),28.6,(X),(X),(X)
1600000US3421000,3421000,"Elizabeth city, New Jersey",39273,820,43966,1350,51.9,1.6,47229,2056,21.2,1.1,36124,3251,0.3,0.2,19861,35037,1.8,0.4,60446,14272,0.0,0.1,-,**,22.9,1.4,43161,3877,1.8,0.4,44181,8473,57.9,1.2,43462,1987,19.5,1.0,56465,5663,2.9,0.6,37083,8155,42.2,1.5,45012,1578,38.6,1.6,50758,3505,16.3,1.0,28544,2807,27521,587,45257,1722,55.3,1.9,39754,2112,44.7,1.9,57030,3580,52.8,2.2,60381,2425,34.4,2.1,29800,2002,12.8,1.5,43426,3485,11752,654,30077,2311,47.6,3.3,22923,4025,40.1,3.2,19066,1794,7.5,1.8,48880,9395,52.4,3.3,35948,2250,40.0,2.9,30150,4046,12.4,2.1,55541,11204,31.9,(X),(X),(X),31.4,(X),(X),(X),26.9,(X),(X),(X)
1600000US3421120,3421120,"Ellisburg CDP, New Jersey",1831,144,55202,15795,83.3,4.9,44506,12145,3.7,2.0,71167,78608,0.5,0.8,-,**,8.3,4.0,106667,38849,0.0,1.8,-,**,1.4,1.3,112596,106186,2.8,2.3,73810,43968,4.3,2.1,14464,25121,79.6,4.7,47727,14829,0.3,0.5,-,**,28.9,5.9,89076,16290,37.0,5.6,71648,27965,33.8,5.9,20867,2972,1050,121,81250,8717,54.2,9.6,89583,26475,45.8,9.6,70511,16841,78.2,7.5,93674,26356,12.0,5.1,14483,43072,9.8,6.0,22697,26470,781,129,23131,2161,44.9,10.2,20625,3327,42.1,9.7,19879,3356,2.8,3.1,136000,73182,55.1,10.2,24754,13908,48.8,10.2,23750,4057,6.3,4.7,86250,57542,16.8,(X),(X),(X),17.6,(X),(X),(X),13.2,(X),(X),(X)
1600000US3421240,3421240,"Elmer borough, New Jersey",499,30,70625,11618,93.0,3.9,70682,10058,2.6,2.3,11875,130000,0.0,6.3,-,**,0.0,6.3,-,**,0.0,6.3,-,**,1.0,1.5,-,**,3.4,2.9,56563,64002,1.6,1.8,90000,129306,92.4,3.9,70852,9397,0.6,1.1,-,**,33.9,5.5,77679,19909,43.5,5.5,75250,11078,22.0,3.9,42500,26677,396,38,75313,9265,47.0,7.6,69167,25122,53.0,7.6,82679,8769,62.9,8.9,86750,14805,24.5,8.2,51146,19569,12.6,6.9,33750,52629,103,28,26705,8248,55.3,13.8,24625,2955,49.5,13.9,24875,3207,5.8,5.9,-,**,44.7,13.8,46250,28111,35.0,14.4,55313,26300,9.7,12.1,-,**,29.3,(X),(X),(X),32.1,(X),(X),(X),15.5,(X),(X),(X)
1600000US3421300,3421300,"Elmwood Park borough, New Jersey",7086,267,67500,8135,80.2,3.2,66231,6839,6.1,2.1,40500,22357,0.1,0.2,-,**,6.3,1.5,114375,30819,0.0,0.5,-,**,5.5,2.0,91020,39735,1.9,1.0,73942,32413,19.9,2.8,80481,14194,66.1,3.7,62627,5815,1.2,1.2,29528,5164,36.6,3.3,79013,8454,34.4,3.4,84205,15440,27.7,2.9,37204,8610,5174,207,79083,3770,43.3,3.8,86429,15308,56.7,3.8,77120,4767,70.4,4.1,92773,6238,18.1,3.1,44107,12701,11.5,3.3,56406,34210,1912,246,37123,6569,58.7,7.7,21875,8746,54.5,7.7,20313,4180,4.2,3.1,46667,74325,41.3,7.7,54250,16610,25.9,7.1,40893,17697,15.4,6.5,88077,13515,28.3,(X),(X),(X),29.4,(X),(X),(X),23.8,(X),(X),(X)
1600000US3421420,3421420,"Elwood CDP, New Jersey",479,150,29488,19355,60.8,22.4,29888,22796,27.1,22.3,15250,25396,0.0,6.6,-,**,0.0,6.6,-,**,0.0,6.6,-,**,12.1,14.5,-,**,0.0,6.6,-,**,35.7,19.2,46016,24609,37.2,19.2,40769,30553,0.0,6.6,-,**,52.8,18.6,29649,21010,32.6,18.6,19231,98752,14.6,10.5,35000,25319,409,137,35391,35432,43.3,22.6,53417,21547,56.7,22.6,17258,17920,53.8,24.2,39643,38437,28.1,22.6,35547,44903,18.1,18.9,16850,77822,70,77,29009,25312,32.9,50.6,-,**,15.7,32.7,-,**,17.1,36.0,-,**,67.1,50.6,-,**,67.1,50.6,-,**,0.0,35.1,-,**,41.3,(X),(X),(X),38.1,(X),(X),(X),0.0,(X),(X),(X)
1600000US3421450,3421450,"Emerson borough, New Jersey",2412,144,108295,17663,86.4,4.2,108352,16569,1.6,2.5,-,**,0.0,1.3,-,**,7.2,4.0,190059,87739,0.0,1.3,-,**,1.8,1.7,63173,49273,3.0,2.2,82000,186562,11.7,5.2,54375,34817,77.6,6.0,110405,13935,0.0,1.3,-,**,24.6,4.5,140673,46057,46.2,4.7,120455,19437,29.2,5.0,72833,45821,2004,104,119500,15375,50.2,6.8,134884,12143,49.8,6.8,106731,13992,81.3,7.3,129855,12022,12.6,5.6,52109,63548,6.1,4.6,130192,101938,408,155,24643,25697,86.0,10.6,20074,11685,79.9,12.1,17024,9338,6.1,6.7,-,**,14.0,10.6,120547,67988,14.0,10.6,120547,67988,0.0,7.7,-,**,24.6,(X),(X),(X),26.0,(X),(X),(X),17.9,(X),(X),(X)
1600000US3421480,3421480,"Englewood city, New Jersey",10462,467,73249,3378,43.9,3.3,96923,15953,33.1,2.8,60195,6117,0.8,0.5,67500,51897,9.5,2.2,105417,25799,0.4,0.6,-,**,9.2,2.5,45472,19147,3.2,1.6,75149,53971,17.9,2.3,40642,10710,36.0,2.8,112054,21918,1.3,1.2,41979,62201,37.4,3.0,87851,11230,35.4,3.1,75240,8824,25.9,2.5,48156,5975,6631,299,89022,11603,40.9,4.0,98056,20220,59.1,4.0,79417,22271,65.2,4.8,114492,12451,24.5,3.9,46797,9728,10.3,3.4,73005,13520,3831,558,50216,7587,59.0,6.2,40927,8097,49.5,6.1,36074,5223,9.5,3.8,118063,15856,41.0,6.2,60833,21972,34.4,5.8,54861,12571,6.7,3.5,82105,41539,40.7,(X),(X),(X),42.8,(X),(X),(X),34.0,(X),(X),(X)
1600000US3421510,3421510,"Englewood Cliffs borough, New Jersey",1796,101,138780,18340,60.2,3.6,153177,56415,1.1,1.1,-,**,0.4,0.7,-,**,36.7,3.0,138506,19714,0.0,1.8,-,**,0.8,1.3,-,**,0.8,0.9,-,**,4.8,2.7,116500,71163,56.2,4.1,154583,34287,0.0,1.8,-,**,17.7,4.4,215078,75016,48.4,5.3,165104,31642,33.9,4.4,89625,32301,1547,92,153272,23289,40.5,4.8,214643,91553,59.5,4.8,128212,7188,89.9,4.6,160833,13535,8.6,4.5,83750,37663,1.6,1.4,63611,224914,249,91,46806,45493,63.9,21.2,21632,14097,49.8,20.5,22153,19165,14.1,16.3,-,**,36.1,21.2,107250,335551,36.1,21.2,107250,340326,0.0,12.2,-,**,44.1,(X),(X),(X),42.3,(X),(X),(X),52.6,(X),(X),(X)
1600000US3421570,3421570,"Englishtown borough, New Jersey",703,45,82902,6692,91.2,3.3,82375,8191,1.7,1.4,48333,25056,0.0,4.5,-,**,5.0,2.1,117083,31580,0.0,4.5,-,**,0.6,0.9,-,**,1.6,1.7,159688,67913,6.4,4.0,51771,29597,86.8,5.0,83194,7731,0.0,4.5,-,**,33.6,5.3,79167,11842,47.8,5.7,94000,13689,18.6,4.5,60625,52791,505,45,89063,10882,49.7,6.5,83250,12513,50.3,6.5,94063,11166,70.5,8.2,102292,6444,22.0,6.9,62750,32390,7.5,4.3,77955,30345,198,41,40000,17226,38.9,14.4,36964,6993,33.8,12.0,35179,7568,5.1,7.5,-,**,61.1,14.4,50938,31984,48.5,16.3,36250,29177,12.6,11.5,159063,129782,30.3,(X),(X),(X),25.7,(X),(X),(X),41.9,(X),(X),(X)
1600000US3421660,3421660,"Erma CDP, New Jersey",858,109,83095,17018,96.2,5.2,85046,12488,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,3.8,5.2,-,**,3.8,5.2,-,**,96.2,5.2,85046,12488,1.6,2.7,-,**,29.0,9.7,112817,25793,49.8,10.1,85417,14604,19.6,7.3,51250,14652,620,108,99875,22801,33.5,11.6,113106,53299,66.5,11.6,89750,22803,88.2,6.9,99938,25558,8.1,6.3,83500,93296,3.7,4.3,-,**,238,80,48125,25884,54.6,18.1,75227,67947,31.1,17.1,26071,17134,23.5,17.9,-,**,45.4,18.1,36983,17961,35.7,17.9,35991,23109,9.7,11.1,-,**,28.6,(X),(X),(X),36.1,(X),(X),(X),8.8,(X),(X),(X)
1600000US3421840,3421840,"Essex Fells borough, New Jersey",719,52,174050,10677,95.3,2.4,174650,13948,0.6,0.8,-,**,0.0,4.4,-,**,3.1,2.1,66786,102436,0.0,4.4,-,**,0.0,4.4,-,**,1.1,1.3,-,**,2.1,1.5,210625,156722,93.5,2.6,174700,13468,0.3,0.4,-,**,21.7,3.3,195278,41393,51.7,3.6,183333,38822,26.3,3.5,138750,14826,584,45,187500,22537,54.8,4.9,174600,34519,45.2,4.9,191667,21996,91.4,3.1,193750,17486,7.2,2.8,106667,81301,1.4,1.1,145833,142759,135,29,130875,30837,56.3,13.2,66667,77202,52.6,15.1,66042,61366,3.7,4.8,"250,000+",***,43.7,13.2,144792,82842,29.6,9.8,136250,64847,14.1,11.0,"250,000+",***,37.4,(X),(X),(X),40.8,(X),(X),(X),23.0,(X),(X),(X)
1600000US3421870,3421870,"Estell Manor city, New Jersey",590,51,80000,7984,99.2,1.3,79911,8505,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.8,1.3,-,**,0.5,0.9,-,**,98.6,1.7,80250,8913,0.5,0.7,-,**,19.8,5.4,75114,6918,65.8,6.0,93333,19119,13.9,3.9,54167,30464,503,47,92917,18937,31.8,5.9,95625,24712,68.2,5.9,84904,23053,86.3,4.7,96190,11119,8.2,2.9,31607,47682,5.6,3.4,72000,44951,87,32,50694,9894,35.6,15.2,33750,11894,32.2,13.4,32500,15263,3.4,4.9,-,**,64.4,15.2,52222,21485,47.1,16.3,62917,36525,17.2,16.2,52083,17185,32.9,(X),(X),(X),34.8,(X),(X),(X),18.4,(X),(X),(X)
1600000US3422440,3422440,"Fair Haven borough, New Jersey",2084,156,140000,22335,95.7,2.3,141964,29903,3.3,1.8,99375,66533,0.0,1.5,-,**,1.0,1.1,-,**,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,1.3,1.3,201136,105836,94.4,2.7,141369,28220,0.0,1.5,-,**,27.5,4.0,181979,32477,50.9,4.8,157652,41615,21.6,2.7,53456,36131,1635,73,164347,24375,56.8,5.4,195714,31606,43.2,5.4,123547,30088,94.3,2.6,167589,22621,4.9,2.6,88056,35435,0.9,1.0,-,**,449,168,57014,32520,68.6,16.5,57037,47368,64.8,16.5,57014,45907,3.8,4.7,-,**,31.4,16.5,44886,151207,23.8,15.7,33917,30176,7.6,7.0,"250,000+",***,26.2,(X),(X),(X),25.9,(X),(X),(X),27.4,(X),(X),(X)
1600000US3422470,3422470,"Fair Lawn borough, New Jersey",11807,390,100755,5761,85.0,2.4,98107,7481,1.5,0.9,110938,32306,0.4,0.5,-,**,9.5,1.7,125565,13584,0.0,0.3,-,**,2.7,1.7,101633,15656,0.8,0.5,136518,77551,9.4,2.2,106344,16746,79.4,2.7,95305,8514,0.3,0.4,-,**,31.7,2.7,108975,6689,44.3,2.7,117027,8539,23.7,2.1,50962,13747,8936,298,113858,7333,46.0,3.4,124737,10608,54.0,3.4,107500,6427,78.8,3.2,126694,6480,15.2,2.8,77904,8734,6.0,2.0,101950,30483,2871,411,41233,8376,59.4,6.4,38775,5762,53.1,6.8,36959,5176,6.3,3.4,111875,70618,40.6,6.4,56295,26216,33.8,6.1,56068,26432,6.8,2.7,108021,159247,24.3,(X),(X),(X),23.8,(X),(X),(X),25.4,(X),(X),(X)
1600000US3422530,3422530,"Fairton CDP, New Jersey",449,61,46607,7832,80.2,4.7,42407,6190,9.6,3.5,68125,38453,3.3,1.8,56250,13659,1.3,1.3,37500,72803,0.0,7.0,-,**,1.8,1.8,100500,80263,3.8,2.7,42250,42336,5.1,3.0,24625,36863,77.1,4.5,43250,8105,0.2,0.4,-,**,28.7,6.1,52917,6218,39.6,6.3,53182,5003,31.4,5.4,29135,5723,277,45,53466,2796,38.3,8.6,52143,7608,61.7,8.6,54196,3971,69.0,7.5,54583,7184,27.8,7.6,52614,10354,3.2,2.3,53125,16756,172,30,32500,15012,58.1,11.2,21071,12088,50.6,11.1,19271,3252,7.6,5.8,70781,9973,41.9,11.2,45000,9425,38.4,11.0,43750,12817,3.5,3.8,72500,39124,26.5,(X),(X),(X),28.2,(X),(X),(X),20.3,(X),(X),(X)
1600000US3422560,3422560,"Fairview borough, New Jersey",5263,405,51990,6777,73.1,4.9,50806,7628,3.4,2.5,69922,26508,0.0,0.6,-,**,2.8,1.9,67847,136940,0.0,0.6,-,**,18.1,4.3,49107,30444,2.6,1.9,28547,154126,44.7,5.3,49366,11941,46.8,5.1,54292,9233,3.5,2.3,60379,60057,34.6,5.4,49160,17575,36.4,4.8,65933,13118,25.5,4.2,25222,7006,3267,253,61380,10568,37.6,7.0,59875,27841,62.4,7.0,61424,8306,58.5,6.4,68917,11797,30.8,6.1,42107,19887,10.7,4.3,80949,51895,1996,387,31003,4922,45.7,9.3,20446,5529,41.8,9.9,17374,5559,3.9,3.8,85122,33251,54.3,9.3,39605,23086,36.7,9.9,27401,10550,17.6,8.5,82693,28184,32.5,(X),(X),(X),35.9,(X),(X),(X),25.2,(X),(X),(X)
1600000US3422740,3422740,"Fairview CDP, New Jersey",1342,62,119375,17734,96.5,3.2,118073,18587,0.0,2.4,-,**,0.0,2.4,-,**,2.7,2.9,-,**,0.0,2.4,-,**,0.8,1.2,-,**,0.0,2.4,-,**,4.3,2.8,82000,57024,93.0,3.9,119271,17342,0.0,2.4,-,**,29.7,5.4,131169,18203,51.3,4.8,123650,23320,18.9,4.5,63929,36125,1028,75,132547,8874,52.3,6.7,134292,13750,47.7,6.7,108214,37216,88.1,5.5,136607,21662,5.1,3.6,105667,37983,6.8,3.6,46184,10364,314,76,51806,15425,64.0,15.3,37880,11614,61.8,15.7,37500,14500,2.2,3.9,-,**,36.0,15.3,57257,70282,22.9,13.9,87750,73378,13.1,12.9,57050,119979,24.9,(X),(X),(X),22.7,(X),(X),(X),28.7,(X),(X),(X)
